Latitude,Longitude,Name,Area,Type,Farenheit,Celsius
44.33,-115.802,Silver Creek Hot Spring,Challis,Hotspring,102.0,39.0
42.447,-113.523,Marsh Creek Hot Spring,Pocatello,Hotspring,104.0,40.0
42.449,-113.511,Marsh Gully Hot Springs,Pocatello,Hotspring,106.0,41.0
42.798,-115.742,Bruneau Hot Spring,Twin Falls,Hotspring,106.0,41.0
43.576,-114.83,Preis Hot Spring,Hailey,Hotspring,106.0,41.0
43.677,-116.208,Terteling Hot Springs,Boise,Hotspring,106.0,41.0
44.254,-114.443,Sullivan Hot Springs,Challis,Hotspring,106.0,41.0
44.224,-114.929,Stanley Hot Spring,Challis,Hotspring,106.0,41.0
44.101,-114.865,Rosalys Warm Spring,Challis,Hotspring,106.0,41.0
44.06,-115.819,Danskin Creek Hot Spring,Challis,Hotspring,106.0,41.0
45.852,-114.937,Running Warm Springs,Elk City,Hotspring,106.0,41.0
43.363,-113.779,Milford Sweat Hot Spring,Idaho Falls,Hotspring,111.0,44.0
46.466,-114.939,Colgate Warm Springs,Hamilton,Hotspring,106.0,41.0
44.626,-115.749,Trail Creek Hot Spring,Challis,Hotspring,122.0,50.0
43.816,-115.863,Warm Springs,Hailey,Hotspring,108.0,42.0
43.76,-115.56,Pool Creek Hot Spring,Hailey,Hotspring,108.0,42.0
45.042,-114.616,Snowshoe Johnsons Hot Spring,Elk City,Hotspring,108.0,42.0
42.388,-112.085,Downata Hot Springs,Pocatello,Hotspring,109.0,43.0
42.013,-114.504,Magic Hot Springs,Twin Falls,Hotspring,109.0,43.0
42.779,-115.715,Buckaroo Hot Spring,Twin Falls,Hotspring,109.0,43.0
43.99,-114.8,Pierson Hot Springs,Hailey,Hotspring,109.0,43.0
43.038,-114.988,Tschanne Hot Spring,Hailey,Hotspring,109.0,43.0
44.523,-114.173,Beardsley Hot Springs,Challis,Hotspring,109.0,43.0
44.733,-115.018,Sunflower Flat Hot Spring,Challis,Hotspring,109.0,43.0
44.516,-115.295,Dagger Creek Hot Spring,Challis,Hotspring,110.0,43.0
44.971,-116.203,Krigbaum Hot Springs,Baker,Hotspring,109.0,43.0
45.416,-116.172,Riggins Hot Springs,Grangeville,Hotspring,106.0,41.0
42.735,-73.2,Sand Spring,Albany,Hotspring,75.0,24.0
46.106,-114.004,Sleeping Child Hot Springs,Hamilton,Hotspring,122.0,50.0
45.697,-114.365,Blue Joint Hot Springs 2,Elk City,Hotspring,84.0,29.0
44.769,-111.649,Sloan Cow Camp Spring,Ashton,Hotspring,86.0,30.0
47.632,-112.855,Medicine (Sun River) Springs,Choteau,Hotspring,86.0,30.0
45.75,-113.938,Gallogly Spring,Dillon,Hotspring,100.0,38.0
47.33,-114.789,Quinns Hot Springs,Wallace,Hotspring,109.0,43.0
45.171,-112.153,Puller Hot Springs,Dillon,Hotspring,111.0,44.0
46.728,-114.533,"Lolo Hot Springs, Granite Springs",Hamilton,Hotspring,111.0,44.0
45.337,-110.691,Chico Hot Springs,Bozeman,Hotspring,113.0,45.0
47.607,-114.663,Camas Hot Springs,Wallace,Hotspring,113.0,45.0
45.841,-114.038,Medicine Hot Springs,Elk City,Hotspring,117.0,47.0
45.458,-113.109,Elkhorn Hot Springs,Dillon,Hotspring,118.0,48.0
45.027,-112.844,Mcmenomey Ranch Spring,Dillon,Hotspring,68.0,20.0
45.792,-112.126,Renova Hot Springs,Dillon,Hotspring,122.0,50.0
44.701,-111.878,Staudenmeyer Springs,Ashton,Hotspring,82.0,28.0
45.602,-111.9,Potosi Warm Springs,Bozeman,Hotspring,124.0,51.0
45.575,-111.683,Norris Hot Springs,Bozeman,Hotspring,127.0,53.0
45.462,-112.475,New Biltmore Hot Springs,Dillon,Hotspring,127.0,53.0
45.66,-111.186,Bozeman Hot Springs,Bozeman,Hotspring,131.0,55.0
45.896,-112.233,Pipestone Hot Springs,Dillon,Hotspring,135.0,57.0
46.547,-110.903,White Sulphur Springs,White Sulphur,Hotspring,136.0,58.0
46.448,-111.982,Alhambra Hot Springs,White Sulphur,Hotspring,138.0,59.0
45.757,-110.256,Hunters Hot Springs,Bozeman,Hotspring,140.0,60.0
45.368,-113.403,Jardine Hot Spring,Dillon,Hotspring,140.0,60.0
46.596,-112.108,Broadwater (Helena) Hot Springs,Butte,Hotspring,151.0,66.0
44.984,-111.613,Wolf Creek Hot Springs,Ashton,Hotspring,154.0,68.0
45.685,-112.295,Silver Star Hot Springs,Dillon,Hotspring,163.0,73.0
45.59,-111.899,Potosi Hot Springs,Bozeman,Hotspring,122.0,50.0
45.105,-112.751,Browns Springs,Dillon,Hotspring,75.0,24.0
46.718,-113.306,Bearmouth Warm Spring 2,Butte,Hotspring,68.0,20.0
46.717,-113.32,Bearmouth Warm Spring 1,Butte,Hotspring,68.0,20.0
47.217,-109.471,Brooks Warm Spring,Lewistown,Hotspring,68.0,20.0
45.708,-110.976,Bridger Canyon Warm Spring,Bozeman,Hotspring,70.0,21.0
46.795,-108.883,Durfee Creek Springs,Roundup,Hotspring,70.0,21.0
46.704,-113.452,Nimrod Springs,Butte,Hotspring,70.0,21.0
47.876,-108.656,Landusky Springs,Lewistown,Hotspring,70.0,21.0
45.032,-110.667,Bear Creek Springs,Bozeman,Hotspring,72.0,22.0
45.111,-112.714,Lovells Hot Spring,Dillon,Hotspring,72.0,22.0
46.106,-112.903,Anaconda Hot Springs,Butte,Hotspring,72.0,22.0
45.235,-112.135,Trudau Warm Springs,Dillon,Hotspring,73.0,23.0
45.698,-114.382,Blue Joint Hot Spring 1,Elk City,Hotspring,84.0,29.0
45.037,-111.953,Vigilante Spring,Bozeman,Hotspring,75.0,24.0
45.608,-110.571,Carter Bridge Warm Springs,Bozeman,Hotspring,82.0,28.0
46.355,-111.565,Bedford Hot Springs,White Sulphur,Hotspring,74.0,24.0
45.553,-110.142,Anderson Springs,Bozeman,Hotspring,77.0,25.0
45.42,-112.692,Apex Warm Spring,Dillon,Hotspring,77.0,25.0
46.607,-112.776,Garrison Warm Springs,Butte,Hotspring,77.0,25.0
47.843,-108.598,The (Landusky) Plunge,Lewistown,Hotspring,77.0,25.0
44.785,-111.649,West Fork Swimming Hole,Ashton,Hotspring,79.0,26.0
46.61,-112.555,Avon Warm Spring,Butte,Hotspring,79.0,26.0
46.334,-112.886,Deerlodge Prison Ranch Springs,Butte,Hotspring,79.0,26.0
47.994,-108.445,Lodgepole (Big Warm) Springs,Lewistown,Hotspring,79.0,26.0
47.451,-114.648,Green Springs,Wallace,Hotspring,79.0,26.0
45.392,-112.452,Beaverhead Rock Spring,Dillon,Hotspring,81.0,27.0
44.704,-111.892,Andersons Pasture Springs,Ashton,Hotspring,82.0,28.0
47.971,-108.395,Little Warm Springs,Lewistown,Hotspring,73.0,23.0
46.198,-112.094,Boulder Hot Springs,Butte,Hotspring,169.0,76.0
46.178,-112.794,Warm Springs (State Hospital),Butte,Hotspring,172.0,78.0
45.367,-111.726,Ennis Hot Springs,Bozeman,Hotspring,181.0,83.0
46.044,-112.811,Gregson Hot Springs,Butte,Hotspring,158.0,70.0
45.09,-110.774,Laduke (Corwin) Hot Spring,Bozeman,Hotspring,154.0,68.0
35.897,-82.826,Hot Springs,Knoxville,Hotspring,108.0,42.0
32.644,-108.128,Apache Tejo Warm Spring,Silver City,Hotspring,97.0,36.0
33.135,-107.254,Truth Or Consequences,Tularosa,Hotspring,113.0,45.0
36.305,-106.053,Ojo Caliente (Arsenic Spring),Aztec,Hotspring,111.0,44.0
33.162,-108.209,Spring (Hot),Clifton,Hotspring,111.0,44.0
36.508,-105.722,Manby Hot Springs,Raton,Hotspring,100.0,38.0
35.849,-106.629,Spence Hot Springs,Albuquerque,Hotspring,100.0,38.0
35.972,-106.56,San Antonio Warm Spring,Albuquerque,Hotspring,101.0,38.0
35.82,-106.627,Mccauley Hot Springs,Albuquerque,Hotspring,99.0,37.0
35.793,-106.685,Soda Dam Hot Springs,Albuquerque,Hotspring,117.0,47.0
33.831,-108.8,(Upper) Frisco Hot Spring,Clifton,Hotspring,98.0,37.0
35.646,-106.888,Warm Springs,Albuquerque,Hotspring,129.0,54.0
36.324,-105.606,Ponce De Leon Springs,Raton,Hotspring,93.0,34.0
34.038,-106.94,"Socorro Spring, Sedillo Spring",Socorro,Hotspring,93.0,34.0
33.293,-108.282,"Spring Mfg Two, Spring Mfg Three",Clifton,Hotspring,99.0,37.0
35.592,-106.753,Indian Springs,Albuquerque,Hotspring,123.0,51.0
32.501,-106.926,Radium Springs,Las Cruces,Hotspring,127.0,53.0
33.274,-108.25,Spring Mfg Four,Clifton,Hotspring,93.0,34.0
35.938,-106.646,San Antonio Hot Spring,Albuquerque,Hotspring,129.0,54.0
33.244,-108.88,San Francisco Hot Springs,Clifton,Hotspring,120.0,49.0
32.748,-107.836,Mimbres Hot Springs,Las Cruces,Hotspring,136.0,58.0
35.653,-105.29,Montezuma Hot Springs,Santa Fe,Hotspring,138.0,59.0
33.233,-108.235,Spring (Hot),Clifton,Hotspring,149.0,65.0
33.199,-108.209,Gila Hot Springs,Clifton,Hotspring,151.0,66.0
33.108,-108.483,Turkey Creek Hot Spring,Clifton,Hotspring,165.0,74.0
35.772,-106.69,Jemez Springs,Albuquerque,Hotspring,169.0,76.0
35.908,-106.615,Sulphur Springs,Albuquerque,Hotspring,189.0,87.0
33.237,-108.88,Hot Springs,Clifton,Hotspring,,
32.562,-108.027,Kennecott Warm Springs,Silver City,Hotspring,,
32.554,-107.994,Faywood Hot Springs,Las Cruces,Hotspring,129.0,54.0
33.898,-108.501,Aragon Springs,Clifton,Hotspring,70.0,21.0
34.847,-107.091,Spring (Salt),Socorro,Hotspring,76.0,24.0
34.903,-107.085,El Ojo Escondido,Socorro,Hotspring,73.0,23.0
35.06,-107.133,Alamos Spring,Albuquerque,Hotspring,72.0,22.0
34.912,-108.951,Rainbow Spring,Saint Johns,Hotspring,71.0,22.0
34.698,-107.129,Spring,Socorro,Hotspring,71.0,22.0
32.455,-104.489,Indian Big Spring,Carlsbad,Hotspring,79.0,26.0
34.995,-106.454,Clear Water Spring,Socorro,Hotspring,69.0,21.0
32.821,-108.408,Ash Spring,Silver City,Hotspring,72.0,22.0
32.83,-109.047,Goat Camp Spring,Silver City,Hotspring,69.0,21.0
35.548,-106.827,San Ysidro Warm Springs,Albuquerque,Hotspring,68.0,20.0
34.116,-106.98,Ojitos Springs,Socorro,Hotspring,68.0,20.0
32.248,-104.411,Mosley Spring,Carlsbad,Hotspring,68.0,20.0
33.708,-109.025,Frieborn Canyon Spring,Clifton,Hotspring,92.0,33.0
33.192,-108.18,Lyons Hunting Lodge Hot Springs,Clifton,Hotspring,126.0,52.0
35.601,-106.86,Phillips Springs,Albuquerque,Hotspring,70.0,21.0
33.285,-108.262,Spring Mfg One,Clifton,Hotspring,88.0,31.0
33.306,-108.324,The Meadows Warm Spring,Clifton,Hotspring,91.0,33.0
34.049,-106.939,Cook Spring,Socorro,Hotspring,70.0,21.0
32.795,-107.276,Derry Warm Springs,Las Cruces,Hotspring,92.0,33.0
32.884,-108.358,Allen Springs,Silver City,Hotspring,78.0,26.0
33.279,-107.563,Warm Springs,Tularosa,Hotspring,87.0,31.0
32.606,-107.19,Souse Springs,Las Cruces,Hotspring,88.0,31.0
34.808,-107.091,Spring (Salt),Socorro,Hotspring,86.0,30.0
35.54,-106.854,San Ysidro Hot Springs,Albuquerque,Hotspring,85.0,29.0
36.368,-106.059,Statue Spring,Aztec,Hotspring,83.0,28.0
34.833,-107.091,Laguna Pueblo Seeps,Socorro,Hotspring,82.0,28.0
33.572,-107.593,Ojo Caliente,Tularosa,Hotspring,83.0,28.0
34.854,-107.088,Laguna Pueblo Springs,Socorro,Hotspring,80.0,27.0
32.843,-108.512,Mangas Springs,Silver City,Hotspring,81.0,27.0
34.769,-107.085,Spring (Salt),Socorro,Hotspring,78.0,26.0
34.032,-106.777,Ojo De Las Canas,Socorro,Hotspring,79.0,26.0
40.972,-119.007,Black Rock Hot Spring,Lovelock,Hotspring,136.0,58.0
38.899,-119.41,Nevada (Hinds) Hot Springs,Walker Lake,Hotspring,144.0,62.0
38.922,-118.198,Wedell Hot Springs,Walker Lake,Hotspring,144.0,62.0
41.183,-114.991,Hot Springs,Wells,Hotspring,142.0,61.0
38.437,-116.277,Hot Creek Valley Spring,Tonopah,Hotspring,142.0,61.0
41.788,-114.735,Mineral Hot Spring,Wells,Hotspring,140.0,60.0
37.825,-117.337,Alkali Hot Spring,Goldfield,Hotspring,140.0,60.0
41.412,-114.675,Wine Cup Ranch Springs,Wells,Hotspring,138.0,59.0
40.404,-116.517,Crescent Valley Hot Springs,Winnemucca,Hotspring,138.0,59.0
40.417,-116.507,Crescent Valley Hot Springs,Winnemucca,Hotspring,138.0,59.0
40.603,-116.463,Horseshoe Ranch Springs,Winnemucca,Hotspring,136.0,58.0
41.378,-119.182,Springs (Hot),Vya,Hotspring,136.0,58.0
39.883,-114.893,Cherry Creek Hot Springs,Ely,Hotspring,144.0,62.0
40.922,-117.108,Hot Pot (Blossom Hot Springs),Winnemucca,Hotspring,136.0,58.0
41.721,-118.505,Howard Hot Spring,Vya,Hotspring,135.0,57.0
41.421,-117.388,The Hot Springs,Mcdermitt,Hotspring,135.0,57.0
40.418,-117.415,Buffalo Springs,Winnemucca,Hotspring,162.0,72.0
39.031,-116.666,Dianas Punch Bowl,Millett,Hotspring,138.0,59.0
39.404,-116.347,Klobe (Bartholomae) Hot Spring,Millett,Hotspring,156.0,69.0
36.975,-116.721,Hicks Hot Springs,Death Valley,Hotspring,109.0,43.0
40.178,-117.496,Home Station Ranch Hot Spring,Winnemucca,Hotspring,135.0,57.0
39.797,-118.067,Dixie Hot Springs,Reno,Hotspring,162.0,72.0
39.904,-116.588,Walti Hot Springs,Millett,Hotspring,162.0,72.0
38.981,-119.833,Walleys Hot Springs,Walker Lake,Hotspring,160.0,71.0
38.464,-115.792,Chimney Warm Spring,Lund,Hotspring,160.0,71.0
39.328,-116.858,Spencer Hot Springs,Millett,Hotspring,162.0,72.0
41.108,-117.578,Hot Springs,Mcdermitt,Hotspring,158.0,70.0
36.002,-114.742,Spring,Las Vegas,Hotspring,145.0,63.0
41.576,-115.181,Hot Creek Springs,Wells,Hotspring,151.0,66.0
40.954,-117.488,Golconda Hot Spring (South),Winnemucca,Hotspring,151.0,66.0
40.22,-116.068,Bruffeys Hot Springs,Winnemucca,Hotspring,149.0,65.0
40.249,-115.409,Smith Ranch Springs,Elko,Hotspring,149.0,65.0
41.867,-114.692,San Jacinto Ranch Spring,Wells,Hotspring,148.0,64.0
40.765,-116.04,Hot Sulphur Springs,Winnemucca,Hotspring,147.0,64.0
38.188,-116.373,Warm Springs,Tonopah,Hotspring,145.0,63.0
41.567,-118.564,Dyke Hot Springs,Vya,Hotspring,158.0,70.0
38.365,-115.867,Abel Spring,Lund,Hotspring,115.0,46.0
41.929,-114.071,Nile Spring,Wells,Hotspring,109.0,43.0
39.193,-119.752,Carson Hot Springs,Reno,Hotspring,120.0,49.0
39.512,-119.907,Lawton Hot Springs,Reno,Hotspring,120.0,49.0
39.944,-119.509,Anaho Island Spring,Reno,Hotspring,120.0,49.0
37.761,-117.632,Silverpeak Hot Spring,Goldfield,Hotspring,118.0,48.0
37.621,-114.51,Caliente Hot Springs,Caliente,Hotspring,118.0,48.0
39.058,-119.742,Saratoga Hot Spring,Reno,Hotspring,122.0,50.0
39.308,-117.552,Hot Springs,Millett,Hotspring,115.0,46.0
40.673,-116.838,Hot Springs,Winnemucca,Hotspring,122.0,50.0
39.08,-116.639,Potts Ranch Hot Springs,Millett,Hotspring,113.0,45.0
38.388,-115.866,Coyote Hole Spring,Lund,Hotspring,113.0,45.0
41.753,-118.841,Warm Springs,Vya,Hotspring,112.0,44.0
41.386,-114.165,Spring (Hot),Wells,Hotspring,111.0,44.0
40.961,-117.494,Golconda Hot Spring (North),Winnemucca,Hotspring,165.0,74.0
40.313,-117.07,Mound Springs,Winnemucca,Hotspring,109.0,43.0
40.585,-115.285,Sulphur Hot Springs,Elko,Hotspring,205.0,96.0
39.059,-119.815,Hobo Hot Springs,Reno,Hotspring,114.0,46.0
40.191,-117.107,Hot Springs,Winnemucca,Hotspring,127.0,53.0
40.819,-115.777,Hot Hole,Elko,Hotspring,133.0,56.0
39.286,-119.84,Bowers Mansion Hot Spring,Reno,Hotspring,133.0,56.0
41.809,-118.861,Painted Hills Mine,Vya,Hotspring,131.0,55.0
41.925,-118.805,Bog Hot Springs,Vya,Hotspring,131.0,55.0
41.647,-115.775,Wild Horse Hot Springs,Wells,Hotspring,129.0,54.0
40.183,-117.102,Hot Springs Ranch,Winnemucca,Hotspring,129.0,54.0
40.08,-117.604,Mccoy Springs,Winnemucca,Hotspring,120.0,49.0
41.353,-119.216,Spring (Hot),Vya,Hotspring,127.0,53.0
41.357,-119.188,Springs (Hot),Vya,Hotspring,133.0,56.0
40.198,-117.103,Hot Springs,Winnemucca,Hotspring,127.0,53.0
39.42,-119.738,Dimonte Spring,Reno,Hotspring,127.0,53.0
38.952,-115.23,Williams Hot Spring,Lund,Hotspring,127.0,53.0
41.261,-115.305,Hot Springs,Wells,Hotspring,126.0,52.0
39.041,-116.663,Hot Spring,Millett,Hotspring,124.0,51.0
41.365,-119.221,Spring (Hot),Vya,Hotspring,122.0,50.0
41.159,-114.986,"Threemile Spring, Sulphur Hot Spr",Wells,Hotspring,122.0,50.0
41.339,-119.192,Springs (Hot),Vya,Hotspring,127.0,53.0
39.893,-116.649,Little Hot Springs,Millett,Hotspring,,
39.787,-119.011,Bradys Hot Springs,Reno,Hotspring,209.0,98.0
41.175,-115.278,Hot Spring,Wells,Hotspring,,
41.145,-114.994,Hot Spring,Wells,Hotspring,,
40.864,-117.349,Sulphur Spring,Winnemucca,Hotspring,,
39.733,-119.039,Eagle Salt Works Spring,Reno,Hotspring,,
39.281,-118.42,Sand Springs,Reno,Hotspring,,
38.81,-116.397,Fish Springs,Tonopah,Hotspring,,
39.559,-117.427,Petersons Mill Hot Spring,Millett,Hotspring,,
38.339,-116.662,Warm Spring,Tonopah,Hotspring,,
38.859,-119.175,Hot Spring,Walker Lake,Hotspring,,
39.995,-117.854,Senator Fumaroles,Millett,Hotspring,,
39.565,-118.856,(Soda Lake Area),Reno,Hotspring,210.0,99.0
40.141,-119.687,The Needle Rocks Hot Springs,Lovelock,Hotspring,208.0,98.0
40.146,-119.673,The Needle Rocks Hot Spring,Lovelock,Hotspring,208.0,98.0
40.662,-119.365,Great Boiling Spring (Gerlach),Lovelock,Hotspring,208.0,98.0
39.388,-119.743,Steamboat Springs,Reno,Hotspring,205.0,96.0
39.866,-118.017,Dixie Comstock Mine,Reno,Hotspring,,
40.746,-116.689,White House Spring,Winnemucca,Hotspring,,
39.98,-119.502,Pyramid Island Hot Spring,Reno,Hotspring,,
41.934,-118.808,Warm Springs,Vya,Hotspring,,
41.385,-116.058,Petaini Springs,Mcdermitt,Hotspring,,
41.064,-115.389,Warm Springs,Wells,Hotspring,,
41.066,-114.99,Spring,Wells,Hotspring,,
41.355,-114.133,Warm Springs,Wells,Hotspring,,
41.148,-116.733,Hot Lake,Mcdermitt,Hotspring,,
40.684,-116.153,Ellison Ranch Warm Spring,Winnemucca,Hotspring,,
40.604,-117.648,Leach Hot Springs,Winnemucca,Hotspring,207.0,97.0
40.751,-115.035,Warm Springs,Elko,Hotspring,,
40.782,-115.363,Warm Spring,Elko,Hotspring,,
39.529,-116.388,Warm Spring,Millett,Hotspring,,
39.072,-115.635,Big Blue Spring,Ely,Hotspring,,
38.95,-119.388,Spring,Walker Lake,Hotspring,,
38.965,-118.689,Double Spring,Walker Lake,Hotspring,,
38.458,-117.303,Indian Springs,Tonopah,Hotspring,,
40.592,-116.157,Raine Ranch Springs,Winnemucca,Hotspring,,
39.941,-116.681,Hot Springs,Millett,Hotspring,180.0,82.0
40.567,-116.588,Beowawe Hot Springs (The Geysers),Winnemucca,Hotspring,208.0,98.0
40.761,-117.492,Hot Springs,Winnemucca,Hotspring,185.0,85.0
40.653,-119.378,Mud Springs,Lovelock,Hotspring,184.0,84.0
38.768,-119.174,Wilson Hot Spring,Walker Lake,Hotspring,183.0,84.0
41.921,-118.709,Baltazor Hot Spring,Vya,Hotspring,181.0,83.0
40.857,-119.328,Fly Ranch (Wards) Hot Springs,Lovelock,Hotspring,180.0,82.0
39.597,-119.11,Patua Hot Springs (Fernley),Reno,Hotspring,187.0,86.0
39.028,-117.136,Mcleod Ranch Hot Spring,Millett,Hotspring,180.0,82.0
40.316,-116.433,Hot Spring,Winnemucca,Hotspring,186.0,86.0
38.521,-116.365,Hot Creek Ranch Hot Spring,Tonopah,Hotspring,180.0,82.0
41.051,-119.028,Double Hot Springs,Vya,Hotspring,178.0,81.0
40.003,-117.718,Hyder Hot Springs,Winnemucca,Hotspring,176.0,80.0
39.665,-114.807,Monte Neva Hot Springs,Ely,Hotspring,176.0,80.0
40.368,-117.327,Buffalo Valley Hot Springs,Winnemucca,Hotspring,174.0,79.0
40.699,-116.133,Hot Springs (Carlin),Winnemucca,Hotspring,174.0,79.0
41.052,-118.717,Macfarlane Hot Spring,Vya,Hotspring,170.0,77.0
39.342,-118.578,Borax Spring,Reno,Hotspring,180.0,82.0
39.484,-119.804,Moana Springs,Reno,Hotspring,199.0,93.0
41.243,-114.947,Twelvemile Spring,Wells,Hotspring,102.0,39.0
39.38,-119.74,Steamboat Springs,Reno,Hotspring,205.0,96.0
39.558,-116.36,Bartine Hot Springs,Millett,Hotspring,108.0,42.0
39.954,-117.917,Fumaroles,Millett,Hotspring,204.0,96.0
40.389,-119.402,Hot Seeps (San Emidio Desert),Lovelock,Hotspring,203.0,95.0
38.822,-117.183,Darroughs Hot Springs,Tonopah,Hotspring,203.0,95.0
40.088,-117.725,Sou (Seven Devils) Hot Springs,Winnemucca,Hotspring,185.0,85.0
41.363,-118.788,Pinto Hot Springs,Vya,Hotspring,199.0,93.0
40.408,-117.883,Kyle Hot Springs,Winnemucca,Hotspring,171.0,77.0
41.357,-118.809,West Pinto Hot Spring,Vya,Hotspring,198.0,92.0
39.316,-117.549,Hot Springs,Millett,Hotspring,198.0,92.0
41.468,-116.15,Hot Sulphur Springs (Tuscarora),Mcdermitt,Hotspring,194.0,90.0
40.813,-115.778,Elko Hot Spring,Elko,Hotspring,190.0,88.0
39.208,-118.723,"Lee Hot Springs, Allen Springs",Reno,Hotspring,190.0,88.0
40.262,-119.379,Boiling Springs,Lovelock,Hotspring,187.0,86.0
40.77,-119.113,Butte Springs (Trego Hot Springs),Lovelock,Hotspring,187.0,86.0
39.161,-119.183,Wabuska Hot Springs,Reno,Hotspring,201.0,94.0
39.814,-115.612,Giocoecha Warm Springs,Ely,Hotspring,76.0,24.0
36.389,-114.433,Blue Point Spring,Las Vegas,Hotspring,82.0,28.0
37.016,-117.211,Seep,Goldfield,Hotspring,77.0,25.0
37.751,-116.274,Cedar Spring,Goldfield,Hotspring,77.0,25.0
37.896,-114.227,Flatnose Ranch Spring,Caliente,Hotspring,77.0,25.0
36.207,-115.983,Pahrump (Bennetts) Spring,Las Vegas,Hotspring,77.0,25.0
41.775,-115.921,Rizzi Ranch Hot Spring,Wells,Hotspring,106.0,41.0
35.944,-114.731,Hot Spring,Kingman,Hotspring,78.0,26.0
41.884,-114.117,Gambles Hole,Wells,Hotspring,104.0,40.0
36.565,-115.671,Indian Springs,Las Vegas,Hotspring,78.0,26.0
39.547,-114.915,Campbell Ranch Springs,Ely,Hotspring,76.0,24.0
38.423,-115.022,Flag Springs,Lund,Hotspring,75.0,24.0
38.44,-115.011,Butterfield Springs,Lund,Hotspring,75.0,24.0
37.997,-118.039,Fish Spring,Mariposa,Hotspring,75.0,24.0
37.029,-116.719,Springs,Goldfield,Hotspring,75.0,24.0
36.426,-116.411,Ash Tree Spring,Death Valley,Hotspring,75.0,24.0
36.033,-115.888,Browns Spring,Las Vegas,Hotspring,75.0,24.0
41.322,-119.206,Springs,Vya,Hotspring,75.0,24.0
41.706,-118.261,Ninemile Springs,Vya,Hotspring,79.0,26.0
35.964,-114.743,Hot Spring,Kingman,Hotspring,82.0,28.0
41.763,-118.279,Fivemile Spring,Vya,Hotspring,81.0,27.0
39.457,-119.722,Huffaker Springs,Reno,Hotspring,81.0,27.0
38.992,-117.042,Charnock (Big Blue) Springs,Tonopah,Hotspring,80.0,27.0
36.402,-116.302,Davis Ranch Springs,Death Valley,Hotspring,81.0,27.0
36.45,-116.313,Spring,Death Valley,Hotspring,81.0,27.0
39.792,-114.692,Lower Shellbourne Spring,Ely,Hotspring,77.0,25.0
41.338,-119.168,Springs,Vya,Hotspring,79.0,26.0
41.022,-119.275,Caine Spring,Vya,Hotspring,73.0,23.0
41.05,-117.1,Hot Springs Ranch Springs,Mcdermitt,Hotspring,79.0,26.0
40.079,-116.035,Flynn Ranch Springs,Winnemucca,Hotspring,78.0,26.0
40.325,-116.058,Hot Springs,Winnemucca,Hotspring,79.0,26.0
36.414,-116.292,Spring,Death Valley,Hotspring,79.0,26.0
36.173,-115.191,Las Vegas Springs,Las Vegas,Hotspring,79.0,26.0
36.174,-115.479,White Rock Spring,Las Vegas,Hotspring,78.0,26.0
36.565,-115.623,Spring,Las Vegas,Hotspring,79.0,26.0
36.491,-116.342,"Fairbanks Spring, Soda Spring",Death Valley,Hotspring,81.0,27.0
38.654,-114.633,Geyser Ranch Springs,Lund,Hotspring,70.0,21.0
36.363,-116.271,Bole Spring,Death Valley,Hotspring,72.0,22.0
36.999,-116.706,Spring,Death Valley,Hotspring,72.0,22.0
36.942,-115.425,Ash Creek Spring,Las Vegas,Hotspring,72.0,22.0
38.796,-119.65,Doud Springs,Walker Lake,Hotspring,70.0,21.0
38.622,-115.047,Emigrant Springs,Lund,Hotspring,70.0,21.0
38.927,-115.082,Preston Springs,Lund,Hotspring,70.0,21.0
36.147,-115.893,Manse Ranch Spring,Las Vegas,Hotspring,75.0,24.0
38.645,-114.632,Geyser Ranch Springs,Lund,Hotspring,70.0,21.0
38.574,-115.522,Tom Spring,Lund,Hotspring,72.0,22.0
38.671,-114.628,Geyser Ranch Springs,Lund,Hotspring,70.0,21.0
37.783,-114.528,Bennett Springs,Caliente,Hotspring,70.0,21.0
37.86,-114.321,Delmues Springs,Caliente,Hotspring,70.0,21.0
36.408,-116.313,Davis Ranch Spring,Death Valley,Hotspring,70.0,21.0
36.567,-114.446,Seep,Las Vegas,Hotspring,70.0,21.0
41.369,-114.187,Gamble Spring,Wells,Hotspring,69.0,20.0
39.901,-115.868,Thompson Ranch Spring,Ely,Hotspring,68.0,20.0
38.633,-114.638,Wambolt Springs,Lund,Hotspring,70.0,21.0
37.906,-118.171,Sand Spring,Mariposa,Hotspring,74.0,23.0
36.486,-114.329,Springs,Las Vegas,Hotspring,77.0,25.0
41.354,-119.116,Mustang Springs,Vya,Hotspring,73.0,23.0
41.746,-119.791,Warm Springs,Vya,Hotspring,73.0,23.0
41.258,-118.937,Cane Springs,Vya,Hotspring,74.0,23.0
40.103,-119.884,Fish Springs,Lovelock,Hotspring,73.0,23.0
39.853,-119.719,Spring,Reno,Hotspring,73.0,23.0
39.832,-116.069,Sulphur Spring,Millett,Hotspring,74.0,23.0
36.363,-116.263,Spring,Death Valley,Hotspring,72.0,22.0
38.554,-115.531,Kate Spring,Lund,Hotspring,73.0,23.0
37.074,-116.691,Spring,Goldfield,Hotspring,72.0,22.0
37.979,-117.993,Gap Spring,Goldfield,Hotspring,73.0,23.0
41.591,-119.862,Twin (Vya) Spring,Vya,Hotspring,71.0,22.0
40.763,-119.172,Coyote Spring,Lovelock,Hotspring,72.0,22.0
40.127,-116.884,Springs,Winnemucca,Hotspring,72.0,22.0
40.187,-116.805,Spring,Winnemucca,Hotspring,72.0,22.0
