COUNTRY,STATE,COUNTY,ACTUAL,PREDICT,PRODTYPE,PRODUCT,YEAR,QUARTER,MONTH,DATE
U.S.A.,Florida,,521.4,1603.8,OFFICE,CHAIR,1998.0,3.0,1994-09-01,1998-09-01
U.S.A.,Florida,,1218.8,51.7,OFFICE,CHAIR,1998.0,4.0,1994-10-01,1998-10-01
U.S.A.,Florida,,2173.6,361.9,OFFICE,CHAIR,1998.0,4.0,1994-11-01,1998-11-01
U.S.A.,Florida,,1554.3,1617.0,OFFICE,CHAIR,1998.0,4.0,1994-12-01,1998-12-01
U.S.A.,Florida,,544.0,1251.0,OFFICE,DESK,1997.0,1.0,1993-01-01,1997-01-01
U.S.A.,Florida,,356.0,449.0,OFFICE,DESK,1997.0,1.0,1993-02-01,1997-02-01
U.S.A.,Florida,,1825.0,798.0,OFFICE,DESK,1997.0,1.0,1993-03-01,1997-03-01
U.S.A.,Florida,,1131.0,328.0,OFFICE,DESK,1997.0,2.0,1993-04-01,1997-04-01
U.S.A.,Florida,,826.0,863.0,OFFICE,DESK,1997.0,2.0,1993-05-01,1997-05-01
U.S.A.,Florida,,1344.0,1534.0,OFFICE,DESK,1997.0,2.0,1993-06-01,1997-06-01
U.S.A.,Florida,,285.0,2008.0,OFFICE,DESK,1997.0,3.0,1993-07-01,1997-07-01
U.S.A.,Florida,,1628.0,596.0,OFFICE,DESK,1997.0,3.0,1993-08-01,1997-08-01
U.S.A.,Florida,,544.0,1309.0,OFFICE,DESK,1997.0,3.0,1993-09-01,1997-09-01
U.S.A.,Florida,,274.0,558.0,OFFICE,DESK,1997.0,4.0,1993-10-01,1997-10-01
U.S.A.,Florida,,58.0,1520.0,OFFICE,DESK,1997.0,4.0,1993-11-01,1997-11-01
U.S.A.,Florida,,1133.0,952.0,OFFICE,DESK,1997.0,4.0,1993-12-01,1997-12-01
U.S.A.,Florida,,1032.9,1863.4,OFFICE,DESK,1998.0,1.0,1994-01-01,1998-01-01
U.S.A.,Florida,,513.7,1933.8,OFFICE,DESK,1998.0,1.0,1994-02-01,1998-02-01
U.S.A.,Florida,,1850.2,376.2,OFFICE,DESK,1998.0,1.0,1994-03-01,1998-03-01
U.S.A.,Florida,,1468.5,1752.3,OFFICE,DESK,1998.0,2.0,1994-04-01,1998-04-01
U.S.A.,Florida,,498.3,49.5,OFFICE,DESK,1998.0,2.0,1994-05-01,1998-05-01
U.S.A.,Florida,,2093.3,2011.9,OFFICE,DESK,1998.0,2.0,1994-06-01,1998-06-01
U.S.A.,Florida,,415.8,1250.7,OFFICE,DESK,1998.0,3.0,1994-07-01,1998-07-01
U.S.A.,Florida,,663.3,1542.2,OFFICE,DESK,1998.0,3.0,1994-08-01,1998-08-01
U.S.A.,Florida,,2046.0,1820.5,OFFICE,DESK,1998.0,3.0,1994-09-01,1998-09-01
U.S.A.,Florida,,1210.0,933.9,OFFICE,DESK,1998.0,4.0,1994-10-01,1998-10-01
U.S.A.,Florida,,1878.8,204.6,OFFICE,DESK,1998.0,4.0,1994-11-01,1998-11-01
U.S.A.,Florida,,1967.9,624.8,OFFICE,DESK,1998.0,4.0,1994-12-01,1998-12-01
U.S.A.,Florida,,205.0,110.0,FURNITURE,SOFA,1997.0,1.0,1993-01-01,1997-01-01
U.S.A.,Florida,,943.0,309.0,FURNITURE,SOFA,1997.0,1.0,1993-02-01,1997-02-01
U.S.A.,Florida,,1308.0,837.0,FURNITURE,SOFA,1997.0,1.0,1993-03-01,1997-03-01
U.S.A.,Florida,,1155.0,883.0,FURNITURE,SOFA,1997.0,2.0,1993-04-01,1997-04-01
U.S.A.,Florida,,2066.0,341.0,FURNITURE,SOFA,1997.0,2.0,1993-05-01,1997-05-01
U.S.A.,Florida,,1695.0,2014.0,FURNITURE,SOFA,1997.0,2.0,1993-06-01,1997-06-01
U.S.A.,Florida,,948.0,833.0,FURNITURE,SOFA,1997.0,3.0,1993-07-01,1997-07-01
U.S.A.,Florida,,203.0,525.0,FURNITURE,SOFA,1997.0,3.0,1993-08-01,1997-08-01
U.S.A.,Florida,,1916.0,895.0,FURNITURE,SOFA,1997.0,3.0,1993-09-01,1997-09-01
U.S.A.,Florida,,1351.0,1109.0,FURNITURE,SOFA,1997.0,4.0,1993-10-01,1997-10-01
U.S.A.,Florida,,62.0,141.0,FURNITURE,SOFA,1997.0,4.0,1993-11-01,1997-11-01
U.S.A.,Florida,,1089.0,858.0,FURNITURE,SOFA,1997.0,4.0,1993-12-01,1997-12-01
U.S.A.,Florida,,156.2,817.3,FURNITURE,SOFA,1998.0,1.0,1994-01-01,1998-01-01
U.S.A.,Florida,,589.6,2042.7,FURNITURE,SOFA,1998.0,1.0,1994-02-01,1998-02-01
U.S.A.,Florida,,74.8,1769.9,FURNITURE,SOFA,1998.0,1.0,1994-03-01,1998-03-01
U.S.A.,Florida,,194.7,1351.9,FURNITURE,SOFA,1998.0,2.0,1994-04-01,1998-04-01
U.S.A.,Florida,,585.2,2228.6,FURNITURE,SOFA,1998.0,2.0,1994-05-01,1998-05-01
U.S.A.,Florida,,1168.2,665.5,FURNITURE,SOFA,1998.0,2.0,1994-06-01,1998-06-01
U.S.A.,Florida,,667.7,1314.5,FURNITURE,SOFA,1998.0,3.0,1994-07-01,1998-07-01
U.S.A.,Florida,,878.9,633.6,FURNITURE,SOFA,1998.0,3.0,1994-08-01,1998-08-01
U.S.A.,Florida,,1918.4,30.8,FURNITURE,SOFA,1998.0,3.0,1994-09-01,1998-09-01
U.S.A.,Florida,,1481.7,644.6,FURNITURE,SOFA,1998.0,4.0,1994-10-01,1998-10-01
U.S.A.,Florida,,188.1,404.8,FURNITURE,SOFA,1998.0,4.0,1994-11-01,1998-11-01
U.S.A.,Florida,,427.9,1696.2,FURNITURE,SOFA,1998.0,4.0,1994-12-01,1998-12-01
U.S.A.,Florida,,1721.0,1241.0,FURNITURE,BED,1997.0,1.0,1993-01-01,1997-01-01
U.S.A.,Florida,,1597.0,1934.0,FURNITURE,BED,1997.0,1.0,1993-02-01,1997-02-01
U.S.A.,Florida,,714.0,1206.0,FURNITURE,BED,1997.0,1.0,1993-03-01,1997-03-01
U.S.A.,Florida,,97.0,1359.0,FURNITURE,BED,1997.0,2.0,1993-04-01,1997-04-01
U.S.A.,Florida,,1914.0,1687.0,FURNITURE,BED,1997.0,2.0,1993-05-01,1997-05-01
U.S.A.,Florida,,1363.0,405.0,FURNITURE,BED,1997.0,2.0,1993-06-01,1997-06-01
U.S.A.,Florida,,153.0,1522.0,FURNITURE,BED,1997.0,3.0,1993-07-01,1997-07-01
U.S.A.,Florida,,1511.0,96.0,FURNITURE,BED,1997.0,3.0,1993-08-01,1997-08-01
U.S.A.,Florida,,1499.0,1249.0,FURNITURE,BED,1997.0,3.0,1993-09-01,1997-09-01
U.S.A.,Florida,,678.0,1354.0,FURNITURE,BED,1997.0,4.0,1993-10-01,1997-10-01
U.S.A.,Florida,,1743.0,666.0,FURNITURE,BED,1997.0,4.0,1993-11-01,1997-11-01
U.S.A.,Florida,,217.0,970.0,FURNITURE,BED,1997.0,4.0,1993-12-01,1997-12-01
U.S.A.,Florida,,998.8,347.6,FURNITURE,BED,1998.0,1.0,1994-01-01,1998-01-01
U.S.A.,Florida,,819.5,1146.2,FURNITURE,BED,1998.0,1.0,1994-02-01,1998-02-01
U.S.A.,Florida,,611.6,974.6,FURNITURE,BED,1998.0,1.0,1994-03-01,1998-03-01
U.S.A.,Florida,,1477.3,2033.9,FURNITURE,BED,1998.0,2.0,1994-04-01,1998-04-01
U.S.A.,Florida,,2141.7,680.9,FURNITURE,BED,1998.0,2.0,1994-05-01,1998-05-01
U.S.A.,Florida,,2118.6,280.5,FURNITURE,BED,1998.0,2.0,1994-06-01,1998-06-01
U.S.A.,Florida,,1489.4,490.6,FURNITURE,BED,1998.0,3.0,1994-07-01,1998-07-01
U.S.A.,Florida,,405.9,1112.1,FURNITURE,BED,1998.0,3.0,1994-08-01,1998-08-01
U.S.A.,Florida,,1570.8,79.2,FURNITURE,BED,1998.0,3.0,1994-09-01,1998-09-01
U.S.A.,Florida,,27.5,1666.5,FURNITURE,BED,1998.0,4.0,1994-10-01,1998-10-01
U.S.A.,Florida,,786.5,1690.7,FURNITURE,BED,1998.0,4.0,1994-11-01,1998-11-01
U.S.A.,Florida,,233.2,642.4,FURNITURE,BED,1998.0,4.0,1994-12-01,1998-12-01
U.S.A.,Florida,,1246.0,828.0,OFFICE,CHAIR,1997.0,1.0,1993-01-01,1997-01-01
U.S.A.,Florida,,598.0,1167.0,OFFICE,CHAIR,1997.0,1.0,1993-02-01,1997-02-01
U.S.A.,Florida,,42.0,703.0,OFFICE,CHAIR,1997.0,1.0,1993-03-01,1997-03-01
U.S.A.,Florida,,555.0,2071.0,OFFICE,CHAIR,1997.0,2.0,1993-04-01,1997-04-01
U.S.A.,Florida,,1940.0,1009.0,OFFICE,CHAIR,1997.0,2.0,1993-05-01,1997-05-01
U.S.A.,Florida,,220.0,1412.0,OFFICE,CHAIR,1997.0,2.0,1993-06-01,1997-06-01
U.S.A.,Florida,,1555.0,1234.0,OFFICE,CHAIR,1997.0,3.0,1993-07-01,1997-07-01
U.S.A.,Florida,,1727.0,2018.0,OFFICE,CHAIR,1997.0,3.0,1993-08-01,1997-08-01
U.S.A.,Florida,,1746.0,60.0,OFFICE,CHAIR,1997.0,3.0,1993-09-01,1997-09-01
U.S.A.,Florida,,542.0,1035.0,OFFICE,CHAIR,1997.0,4.0,1993-10-01,1997-10-01
U.S.A.,Florida,,1094.0,115.0,OFFICE,CHAIR,1997.0,4.0,1993-11-01,1997-11-01
U.S.A.,Florida,,856.0,1040.0,OFFICE,CHAIR,1997.0,4.0,1993-12-01,1997-12-01
U.S.A.,Florida,,862.4,1782.0,OFFICE,CHAIR,1998.0,1.0,1994-01-01,1998-01-01
U.S.A.,Florida,,1320.0,524.7,OFFICE,CHAIR,1998.0,1.0,1994-02-01,1998-02-01
U.S.A.,Florida,,1188.0,144.1,OFFICE,CHAIR,1998.0,1.0,1994-03-01,1998-03-01
U.S.A.,Florida,,695.2,1673.1,OFFICE,CHAIR,1998.0,2.0,1994-04-01,1998-04-01
U.S.A.,Florida,,141.9,1903.0,OFFICE,CHAIR,1998.0,2.0,1994-05-01,1998-05-01
U.S.A.,Florida,,339.9,1317.8,OFFICE,CHAIR,1998.0,2.0,1994-06-01,1998-06-01
U.S.A.,Florida,,785.4,1895.3,OFFICE,CHAIR,1998.0,3.0,1994-07-01,1998-07-01
U.S.A.,Florida,,1425.6,1230.9,OFFICE,CHAIR,1998.0,3.0,1994-08-01,1998-08-01
U.S.A.,Florida,,896.5,664.4,OFFICE,CHAIR,1998.0,3.0,1994-09-01,1998-09-01
U.S.A.,Florida,,315.7,421.3,OFFICE,CHAIR,1998.0,4.0,1994-10-01,1998-10-01
U.S.A.,Florida,,59.4,2175.8,OFFICE,CHAIR,1998.0,4.0,1994-11-01,1998-11-01
U.S.A.,Florida,,1384.9,292.6,OFFICE,CHAIR,1998.0,4.0,1994-12-01,1998-12-01
U.S.A.,Florida,,396.0,806.0,OFFICE,DESK,1997.0,1.0,1993-01-01,1997-01-01
U.S.A.,Florida,,470.0,873.0,OFFICE,DESK,1997.0,1.0,1993-02-01,1997-02-01
U.S.A.,Florida,,1641.0,1445.0,OFFICE,DESK,1997.0,1.0,1993-03-01,1997-03-01
U.S.A.,Florida,,870.0,1707.0,OFFICE,DESK,1997.0,2.0,1993-04-01,1997-04-01
U.S.A.,Florida,,1748.0,776.0,OFFICE,DESK,1997.0,2.0,1993-05-01,1997-05-01
U.S.A.,Florida,,792.0,1479.0,OFFICE,DESK,1997.0,2.0,1993-06-01,1997-06-01
U.S.A.,Florida,,1529.0,988.0,OFFICE,DESK,1997.0,3.0,1993-07-01,1997-07-01
U.S.A.,Florida,,738.0,30.0,OFFICE,DESK,1997.0,3.0,1993-08-01,1997-08-01
U.S.A.,Florida,,1503.0,224.0,OFFICE,DESK,1997.0,3.0,1993-09-01,1997-09-01
U.S.A.,Florida,,1754.0,1193.0,OFFICE,DESK,1997.0,4.0,1993-10-01,1997-10-01
U.S.A.,Florida,,328.0,658.0,OFFICE,DESK,1997.0,4.0,1993-11-01,1997-11-01
U.S.A.,Florida,,169.0,32.0,OFFICE,DESK,1997.0,4.0,1993-12-01,1997-12-01
U.S.A.,Florida,,211.2,26.4,OFFICE,DESK,1998.0,1.0,1994-01-01,1998-01-01
U.S.A.,Florida,,1598.3,1520.2,OFFICE,DESK,1998.0,1.0,1994-02-01,1998-02-01
U.S.A.,Florida,,1912.9,1138.5,OFFICE,DESK,1998.0,1.0,1994-03-01,1998-03-01
U.S.A.,Florida,,187.0,1683.0,OFFICE,DESK,1998.0,2.0,1994-04-01,1998-04-01
U.S.A.,Florida,,997.7,1235.3,OFFICE,DESK,1998.0,2.0,1994-05-01,1998-05-01
U.S.A.,Florida,,1802.9,1584.0,OFFICE,DESK,1998.0,2.0,1994-06-01,1998-06-01
U.S.A.,Florida,,1691.8,1111.0,OFFICE,DESK,1998.0,3.0,1994-07-01,1998-07-01
U.S.A.,Florida,,1838.1,482.9,OFFICE,DESK,1998.0,3.0,1994-08-01,1998-08-01
U.S.A.,Florida,,146.3,1592.8,OFFICE,DESK,1998.0,3.0,1994-09-01,1998-09-01
U.S.A.,Florida,,1703.9,2279.2,OFFICE,DESK,1998.0,4.0,1994-10-01,1998-10-01
U.S.A.,Florida,,1852.4,2042.7,OFFICE,DESK,1998.0,4.0,1994-11-01,1998-11-01
U.S.A.,Florida,,1211.1,2146.1,OFFICE,DESK,1998.0,4.0,1994-12-01,1998-12-01
U.S.A.,Illinois,Adams,1861.0,1302.0,FURNITURE,SOFA,1997.0,1.0,1993-01-01,1997-01-01
U.S.A.,Illinois,Adams,997.0,1271.0,FURNITURE,SOFA,1997.0,1.0,1993-02-01,1997-02-01
U.S.A.,Illinois,Adams,1417.0,1402.0,FURNITURE,SOFA,1997.0,1.0,1993-03-01,1997-03-01
U.S.A.,Illinois,Adams,712.0,90.0,FURNITURE,SOFA,1997.0,2.0,1993-04-01,1997-04-01
U.S.A.,Illinois,Adams,951.0,1499.0,FURNITURE,SOFA,1997.0,2.0,1993-05-01,1997-05-01
U.S.A.,Illinois,Adams,1305.0,80.0,FURNITURE,SOFA,1997.0,2.0,1993-06-01,1997-06-01
U.S.A.,Illinois,Adams,1482.0,567.0,FURNITURE,SOFA,1997.0,3.0,1993-07-01,1997-07-01
U.S.A.,Illinois,Adams,1630.0,2094.0,FURNITURE,SOFA,1997.0,3.0,1993-08-01,1997-08-01
U.S.A.,Illinois,Adams,235.0,1831.0,FURNITURE,SOFA,1997.0,3.0,1993-09-01,1997-09-01
U.S.A.,Illinois,Adams,1708.0,702.0,FURNITURE,SOFA,1997.0,4.0,1993-10-01,1997-10-01
U.S.A.,Illinois,Adams,1258.0,908.0,FURNITURE,SOFA,1997.0,4.0,1993-11-01,1997-11-01
U.S.A.,Illinois,Adams,468.0,495.0,FURNITURE,SOFA,1997.0,4.0,1993-12-01,1997-12-01
U.S.A.,Illinois,Adams,2080.1,2182.4,FURNITURE,SOFA,1998.0,1.0,1994-01-01,1998-01-01
U.S.A.,Illinois,Adams,277.2,807.4,FURNITURE,SOFA,1998.0,1.0,1994-02-01,1998-02-01
U.S.A.,Illinois,Adams,2242.9,1170.4,FURNITURE,SOFA,1998.0,1.0,1994-03-01,1998-03-01
U.S.A.,Illinois,Adams,1291.4,2314.4,FURNITURE,SOFA,1998.0,2.0,1994-04-01,1998-04-01
U.S.A.,Illinois,Adams,196.9,24.2,FURNITURE,SOFA,1998.0,2.0,1994-05-01,1998-05-01
U.S.A.,Illinois,Adams,2072.4,1620.3,FURNITURE,SOFA,1998.0,2.0,1994-06-01,1998-06-01
U.S.A.,Illinois,Adams,2262.7,688.6,FURNITURE,SOFA,1998.0,3.0,1994-07-01,1998-07-01
U.S.A.,Illinois,Adams,1156.1,919.6,FURNITURE,SOFA,1998.0,3.0,1994-08-01,1998-08-01
U.S.A.,Illinois,Adams,930.6,1491.6,FURNITURE,SOFA,1998.0,3.0,1994-09-01,1998-09-01
U.S.A.,Illinois,Adams,1702.8,336.6,FURNITURE,SOFA,1998.0,4.0,1994-10-01,1998-10-01
U.S.A.,Illinois,Adams,282.7,1747.9,FURNITURE,SOFA,1998.0,4.0,1994-11-01,1998-11-01
U.S.A.,Illinois,Adams,2212.1,2292.4,FURNITURE,SOFA,1998.0,4.0,1994-12-01,1998-12-01
U.S.A.,Illinois,Adams,1345.0,318.0,FURNITURE,BED,1997.0,1.0,1993-01-01,1997-01-01
U.S.A.,Illinois,Adams,1367.0,1640.0,FURNITURE,BED,1997.0,1.0,1993-02-01,1997-02-01
U.S.A.,Illinois,Adams,972.0,1824.0,FURNITURE,BED,1997.0,1.0,1993-03-01,1997-03-01
U.S.A.,Illinois,Adams,1434.0,1619.0,FURNITURE,BED,1997.0,2.0,1993-04-01,1997-04-01
U.S.A.,Illinois,Adams,1271.0,569.0,FURNITURE,BED,1997.0,2.0,1993-05-01,1997-05-01
U.S.A.,Illinois,Adams,219.0,993.0,FURNITURE,BED,1997.0,2.0,1993-06-01,1997-06-01
U.S.A.,Illinois,Adams,1787.0,1296.0,FURNITURE,BED,1997.0,3.0,1993-07-01,1997-07-01
U.S.A.,Illinois,Adams,649.0,575.0,FURNITURE,BED,1997.0,3.0,1993-08-01,1997-08-01
U.S.A.,Illinois,Adams,1150.0,1871.0,FURNITURE,BED,1997.0,3.0,1993-09-01,1997-09-01
U.S.A.,Illinois,Adams,186.0,1405.0,FURNITURE,BED,1997.0,4.0,1993-10-01,1997-10-01
U.S.A.,Illinois,Adams,959.0,1562.0,FURNITURE,BED,1997.0,4.0,1993-11-01,1997-11-01
U.S.A.,Illinois,Adams,456.0,919.0,FURNITURE,BED,1997.0,4.0,1993-12-01,1997-12-01
U.S.A.,Illinois,Adams,310.2,1859.0,FURNITURE,BED,1998.0,1.0,1994-01-01,1998-01-01
U.S.A.,Illinois,Adams,1433.3,354.2,FURNITURE,BED,1998.0,1.0,1994-02-01,1998-02-01
U.S.A.,Illinois,Adams,1447.6,2174.7,FURNITURE,BED,1998.0,1.0,1994-03-01,1998-03-01
U.S.A.,Illinois,Adams,119.9,2042.7,FURNITURE,BED,1998.0,2.0,1994-04-01,1998-04-01
U.S.A.,Illinois,Adams,1739.1,573.1,FURNITURE,BED,1998.0,2.0,1994-05-01,1998-05-01
U.S.A.,Illinois,Adams,357.5,1388.2,FURNITURE,BED,1998.0,2.0,1994-06-01,1998-06-01
U.S.A.,Illinois,Adams,169.4,2186.8,FURNITURE,BED,1998.0,3.0,1994-07-01,1998-07-01
U.S.A.,Illinois,Adams,1886.5,1091.2,FURNITURE,BED,1998.0,3.0,1994-08-01,1998-08-01
U.S.A.,Illinois,Adams,585.2,1632.4,FURNITURE,BED,1998.0,3.0,1994-09-01,1998-09-01
U.S.A.,Illinois,Adams,1312.3,968.0,FURNITURE,BED,1998.0,4.0,1994-10-01,1998-10-01
U.S.A.,Illinois,Adams,161.7,947.1,FURNITURE,BED,1998.0,4.0,1994-11-01,1998-11-01
U.S.A.,Illinois,Adams,731.5,223.3,FURNITURE,BED,1998.0,4.0,1994-12-01,1998-12-01
U.S.A.,Illinois,Adams,141.0,1137.0,OFFICE,CHAIR,1997.0,1.0,1993-01-01,1997-01-01
U.S.A.,Illinois,Adams,763.0,1447.0,OFFICE,CHAIR,1997.0,1.0,1993-02-01,1997-02-01
U.S.A.,Illinois,Adams,922.0,303.0,OFFICE,CHAIR,1997.0,1.0,1993-03-01,1997-03-01
U.S.A.,Illinois,Adams,14.0,986.0,OFFICE,CHAIR,1997.0,2.0,1993-04-01,1997-04-01
U.S.A.,Illinois,Adams,501.0,312.0,OFFICE,CHAIR,1997.0,2.0,1993-05-01,1997-05-01
U.S.A.,Illinois,Adams,704.0,1281.0,OFFICE,CHAIR,1997.0,2.0,1993-06-01,1997-06-01
U.S.A.,Illinois,Adams,530.0,1886.0,OFFICE,CHAIR,1997.0,3.0,1993-07-01,1997-07-01
U.S.A.,Illinois,Adams,1625.0,2064.0,OFFICE,CHAIR,1997.0,3.0,1993-08-01,1997-08-01
U.S.A.,Illinois,Adams,777.0,1769.0,OFFICE,CHAIR,1997.0,3.0,1993-09-01,1997-09-01
U.S.A.,Illinois,Adams,458.0,1809.0,OFFICE,CHAIR,1997.0,4.0,1993-10-01,1997-10-01
U.S.A.,Illinois,Adams,1922.0,19.0,OFFICE,CHAIR,1997.0,4.0,1993-11-01,1997-11-01
U.S.A.,Illinois,Adams,1964.0,89.0,OFFICE,CHAIR,1997.0,4.0,1993-12-01,1997-12-01
U.S.A.,Illinois,Adams,2162.6,2064.7,OFFICE,CHAIR,1998.0,1.0,1994-01-01,1998-01-01
U.S.A.,Illinois,Adams,1987.7,273.9,OFFICE,CHAIR,1998.0,1.0,1994-02-01,1998-02-01
U.S.A.,Illinois,Adams,697.4,920.7,OFFICE,CHAIR,1998.0,1.0,1994-03-01,1998-03-01
U.S.A.,Illinois,Adams,311.3,1553.2,OFFICE,CHAIR,1998.0,2.0,1994-04-01,1998-04-01
U.S.A.,Illinois,Adams,1080.2,2145.0,OFFICE,CHAIR,1998.0,2.0,1994-05-01,1998-05-01
U.S.A.,Illinois,Adams,2080.1,1184.7,OFFICE,CHAIR,1998.0,2.0,1994-06-01,1998-06-01
U.S.A.,Illinois,Adams,2084.5,1378.3,OFFICE,CHAIR,1998.0,3.0,1994-07-01,1998-07-01
U.S.A.,Illinois,Adams,591.8,491.7,OFFICE,CHAIR,1998.0,3.0,1994-08-01,1998-08-01
U.S.A.,Illinois,Adams,110.0,995.5,OFFICE,CHAIR,1998.0,3.0,1994-09-01,1998-09-01
U.S.A.,Illinois,Adams,1454.2,1980.0,OFFICE,CHAIR,1998.0,4.0,1994-10-01,1998-10-01
U.S.A.,Illinois,Adams,2055.9,1217.7,OFFICE,CHAIR,1998.0,4.0,1994-11-01,1998-11-01
U.S.A.,Illinois,Adams,1327.7,1696.2,OFFICE,CHAIR,1998.0,4.0,1994-12-01,1998-12-01
U.S.A.,Illinois,Adams,201.0,64.0,OFFICE,DESK,1997.0,1.0,1993-01-01,1997-01-01
U.S.A.,Illinois,Adams,513.0,357.0,OFFICE,DESK,1997.0,1.0,1993-02-01,1997-02-01
U.S.A.,Illinois,Adams,553.0,423.0,OFFICE,DESK,1997.0,1.0,1993-03-01,1997-03-01
U.S.A.,Illinois,Adams,478.0,1050.0,OFFICE,DESK,1997.0,2.0,1993-04-01,1997-04-01
U.S.A.,Illinois,Adams,433.0,1793.0,OFFICE,DESK,1997.0,2.0,1993-05-01,1997-05-01
U.S.A.,Illinois,Adams,54.0,147.0,OFFICE,DESK,1997.0,2.0,1993-06-01,1997-06-01
U.S.A.,Illinois,Adams,1548.0,1142.0,OFFICE,DESK,1997.0,3.0,1993-07-01,1997-07-01
U.S.A.,Illinois,Adams,513.0,405.0,OFFICE,DESK,1997.0,3.0,1993-08-01,1997-08-01
U.S.A.,Illinois,Adams,783.0,1212.0,OFFICE,DESK,1997.0,3.0,1993-09-01,1997-09-01
U.S.A.,Illinois,Adams,937.0,741.0,OFFICE,DESK,1997.0,4.0,1993-10-01,1997-10-01
U.S.A.,Illinois,Adams,1978.0,1798.0,OFFICE,DESK,1997.0,4.0,1993-11-01,1997-11-01
U.S.A.,Illinois,Adams,2014.0,1158.0,OFFICE,DESK,1997.0,4.0,1993-12-01,1997-12-01
U.S.A.,Illinois,Adams,1082.4,502.7,OFFICE,DESK,1998.0,1.0,1994-01-01,1998-01-01
U.S.A.,Illinois,Adams,2038.3,2125.2,OFFICE,DESK,1998.0,1.0,1994-02-01,1998-02-01
U.S.A.,Illinois,Adams,1634.6,2244.0,OFFICE,DESK,1998.0,1.0,1994-03-01,1998-03-01
U.S.A.,Illinois,Adams,1598.3,820.6,OFFICE,DESK,1998.0,2.0,1994-04-01,1998-04-01
U.S.A.,Illinois,Adams,1073.6,1815.0,OFFICE,DESK,1998.0,2.0,1994-05-01,1998-05-01
U.S.A.,Illinois,Adams,1837.0,143.0,OFFICE,DESK,1998.0,2.0,1994-06-01,1998-06-01
U.S.A.,Illinois,Adams,174.9,2032.8,OFFICE,DESK,1998.0,3.0,1994-07-01,1998-07-01
U.S.A.,Illinois,Adams,1093.4,315.7,OFFICE,DESK,1998.0,3.0,1994-08-01,1998-08-01
U.S.A.,Illinois,Adams,346.5,1795.2,OFFICE,DESK,1998.0,3.0,1994-09-01,1998-09-01
U.S.A.,Illinois,Adams,1941.5,1556.5,OFFICE,DESK,1998.0,4.0,1994-10-01,1998-10-01
U.S.A.,Illinois,Adams,1018.6,1081.3,OFFICE,DESK,1998.0,4.0,1994-11-01,1998-11-01
U.S.A.,Illinois,Adams,701.8,1414.6,OFFICE,DESK,1998.0,4.0,1994-12-01,1998-12-01
U.S.A.,Illinois,Adams,1762.0,1714.0,FURNITURE,SOFA,1997.0,1.0,1993-01-01,1997-01-01
U.S.A.,Illinois,Adams,2067.0,713.0,FURNITURE,SOFA,1997.0,1.0,1993-02-01,1997-02-01
U.S.A.,Illinois,Adams,730.0,1568.0,FURNITURE,SOFA,1997.0,1.0,1993-03-01,1997-03-01
U.S.A.,Illinois,Adams,2020.0,1787.0,FURNITURE,SOFA,1997.0,2.0,1993-04-01,1997-04-01
U.S.A.,Illinois,Adams,1885.0,2071.0,FURNITURE,SOFA,1997.0,2.0,1993-05-01,1997-05-01
U.S.A.,Illinois,Adams,233.0,1470.0,FURNITURE,SOFA,1997.0,2.0,1993-06-01,1997-06-01
U.S.A.,Illinois,Adams,1988.0,615.0,FURNITURE,SOFA,1997.0,3.0,1993-07-01,1997-07-01
U.S.A.,Illinois,Adams,338.0,719.0,FURNITURE,SOFA,1997.0,3.0,1993-08-01,1997-08-01
U.S.A.,Illinois,Adams,1223.0,406.0,FURNITURE,SOFA,1997.0,3.0,1993-09-01,1997-09-01
U.S.A.,Illinois,Adams,606.0,443.0,FURNITURE,SOFA,1997.0,4.0,1993-10-01,1997-10-01
U.S.A.,Illinois,Adams,1721.0,207.0,FURNITURE,SOFA,1997.0,4.0,1993-11-01,1997-11-01
U.S.A.,Illinois,Adams,83.0,2068.0,FURNITURE,SOFA,1997.0,4.0,1993-12-01,1997-12-01
U.S.A.,Illinois,Adams,980.1,2148.3,FURNITURE,SOFA,1998.0,1.0,1994-01-01,1998-01-01
U.S.A.,Illinois,Adams,1568.6,2280.3,FURNITURE,SOFA,1998.0,1.0,1994-02-01,1998-02-01
U.S.A.,Illinois,Adams,1819.4,776.6,FURNITURE,SOFA,1998.0,1.0,1994-03-01,1998-03-01
U.S.A.,Illinois,Adams,1815.0,2127.4,FURNITURE,SOFA,1998.0,2.0,1994-04-01,1998-04-01
U.S.A.,Illinois,Adams,2212.1,1255.1,FURNITURE,SOFA,1998.0,2.0,1994-05-01,1998-05-01
U.S.A.,Illinois,Adams,1148.4,2101.0,FURNITURE,SOFA,1998.0,2.0,1994-06-01,1998-06-01
U.S.A.,Illinois,Adams,882.2,426.8,FURNITURE,SOFA,1998.0,3.0,1994-07-01,1998-07-01
U.S.A.,Illinois,Adams,1463.0,194.7,FURNITURE,SOFA,1998.0,3.0,1994-08-01,1998-08-01
U.S.A.,Illinois,Adams,931.7,753.5,FURNITURE,SOFA,1998.0,3.0,1994-09-01,1998-09-01
U.S.A.,Illinois,Adams,1120.9,1929.4,FURNITURE,SOFA,1998.0,4.0,1994-10-01,1998-10-01
U.S.A.,Illinois,Adams,1570.8,201.3,FURNITURE,SOFA,1998.0,4.0,1994-11-01,1998-11-01
U.S.A.,Illinois,Adams,1793.0,614.9,FURNITURE,SOFA,1998.0,4.0,1994-12-01,1998-12-01
