Date,ProductGroup,SalesRegion,SalesOffice,SalesInUsd,SalesCost,QuantityInvoiced,SKU
2002-07-01,Electrical,Midwest,Chicago,558.192032231539,557.384345296906,659.901847712898,CPR 00207  7200XR
2002-08-01,Electrical,Midwest,Chicago,749.713091912151,751.808424838437,888.175333713052,CPR 00207  7200XR
2002-09-01,Electrical,Midwest,Chicago,985.931367990877,1005.72741682273,1166.50464601711,CPR 00207  7200XR
2002-10-01,Electrical,Midwest,Chicago,1507.49839002441,1518.49249625785,875.930257691345,CPR 00207  7200XR
2002-11-01,Electrical,Midwest,Chicago,1806.49314495815,1782.42128557115,1304.87520249737,CPR 00207  7200XR
2002-12-01,Electrical,Midwest,Chicago,1864.00571983128,1863.89637763498,1406.18047720748,CPR 00207  7200XR
2003-01-01,Electrical,Midwest,Chicago,877.611136731258,838.00849233573,1031.69615483697,CPR 00207  7200XR
2003-02-01,Electrical,Midwest,Chicago,1611.17579957999,1592.32121030091,1919.46044460914,CPR 00207  7200XR
2003-03-01,Electrical,Midwest,Chicago,1710.68376744141,1721.60094418136,2041.1691082858,CPR 00207  7200XR
2003-04-01,Electrical,Midwest,Chicago,1245.29667015332,1267.10477015877,1480.00026796542,CPR 00207  7200XR
2003-05-01,Electrical,Midwest,Chicago,904.152258395561,928.124021226552,1079.76110914817,CPR 00207  7200XR
2003-06-01,Electrical,Midwest,Chicago,768.691788680479,794.974969283407,924.952379579644,CPR 00207  7200XR
2003-07-01,Electrical,Midwest,Chicago,1626.37419764609,1589.05456420813,1944.01052116987,CPR 00207  7200XR
2003-08-01,Electrical,Midwest,Chicago,888.483293762761,2388.02106481795,1065.19231370263,CPR 00207  7200XR
2003-09-01,Electrical,Midwest,Chicago,1166.78121639761,1109.97211063732,1378.67580717441,CPR 00207  7200XR
2003-10-01,Electrical,Midwest,Chicago,1606.37620398098,2274.53642735663,1916.53594992068,CPR 00207  7200XR
2003-11-01,Electrical,Midwest,Chicago,1036.56536336416,2547.90579522513,1236.72944991968,CPR 00207  7200XR
2003-12-01,Electrical,Midwest,Chicago,2033.22730487355,2709.01102509478,2412.06675490028,CPR 00207  7200XR
2001-01-01,Electrical,Midwest,Chicago,1623.58481792962,1457.71688528862,1019.88357943835,CPR 00207  7300XR
2001-02-01,Electrical,Midwest,Chicago,641.697474911097,1276.89815641539,768.303786753198,CPR 00207  7300XR
2001-03-01,Electrical,Midwest,Chicago,2205.5985831099,2023.65845155786,2669.36787289286,CPR 00207  7300XR
2001-04-01,Electrical,Midwest,Chicago,1241.39628192828,1145.14171037076,1510.99198870021,CPR 00207  7300XR
2001-05-01,Electrical,Midwest,Chicago,1866.19979170425,1731.34165248766,1341.86350058162,CPR 00207  7300XR
2001-06-01,Electrical,Midwest,Chicago,1238.4106218359,1120.8477104707,1523.3081725286,CPR 00207  7300XR
2001-07-01,Electrical,Midwest,Chicago,2595.21253919689,2338.19717117044,2224.96573327005,CPR 00207  7300XR
2001-08-01,Electrical,Midwest,Chicago,1635.89971540413,1435.33856887955,993.758184700432,CPR 00207  7300XR
2001-09-01,Electrical,Midwest,Chicago,1088.05338043533,913.168427883475,1282.06237560963,CPR 00207  7300XR
2001-10-01,Electrical,Midwest,Chicago,854.150524081261,730.083949738771,1056.09650479668,CPR 00207  7300XR
2001-11-01,Electrical,Midwest,Chicago,2585.44926215687,2183.0730923467,2241.95942365174,CPR 00207  7300XR
2001-12-01,Electrical,Midwest,Chicago,1586.04894141095,1339.20470577747,1007.84105035742,CPR 00207  7300XR
2002-01-01,Electrical,Midwest,Chicago,1668.05714138598,1416.83814419713,1090.07730311415,CPR 00207  7300XR
2002-02-01,Electrical,Midwest,Chicago,1941.16998813537,1658.57022030818,2383.50643964102,CPR 00207  7300XR
2002-03-01,Electrical,Midwest,Chicago,2216.94726767206,1950.48737980579,1768.43587184948,CPR 00207  7300XR
2002-04-01,Electrical,Midwest,Chicago,1119.75169912679,1006.16552021991,420.0,CPR 00207  7300XR
2002-05-01,Electrical,Midwest,Chicago,667.899455982574,607.369999178562,791.567979570555,CPR 00207  7300XR
2002-06-01,Electrical,Midwest,Chicago,1262.76806853086,1207.71150518019,1560.1966319502,CPR 00207  7300XR
2002-07-01,Electrical,Midwest,Chicago,417.232,406.968,516.125970733044,CPR 00207  7300XR
2002-08-01,Electrical,Midwest,Chicago,1261.3445384423,1232.83364529311,600.591306790701,CPR 00207  7300XR
2002-09-01,Electrical,Midwest,Chicago,1979.13948583412,1986.09260424399,1500.59286088536,CPR 00207  7300XR
2002-10-01,Electrical,Midwest,Chicago,3026.93387714196,2974.76845211949,877.461927036297,CPR 00207  7300XR
2002-11-01,Electrical,Midwest,Chicago,1584.12593602576,1523.49740533107,1093.37359610715,CPR 00207  7300XR
2002-12-01,Electrical,Midwest,Chicago,2332.230789713,2138.54661622104,2113.75239053054,CPR 00207  7300XR
2003-01-01,Electrical,Midwest,Chicago,810.837624881082,722.146828426422,995.082652193646,CPR 00207  7300XR
2003-02-01,Electrical,Midwest,Chicago,1676.79235340611,1534.61771364117,1117.36973117722,CPR 00207  7300XR
2003-03-01,Electrical,Midwest,Chicago,2142.75157800799,1993.42002872631,2666.57096298058,CPR 00207  7300XR
2003-04-01,Electrical,Midwest,Chicago,1230.2833074991,1126.34357691231,1524.38853320383,CPR 00207  7300XR
2003-05-01,Electrical,Midwest,Chicago,2935.93703379479,2682.6934278509,2690.50467870755,CPR 00207  7300XR
2003-06-01,Electrical,Midwest,Chicago,2050.3925833874,1888.53241680062,1590.99385624725,CPR 00207  7300XR
2003-07-01,Electrical,Midwest,Chicago,1924.8681037314,1725.56476815998,1431.13978002848,CPR 00207  7300XR
2003-08-01,Electrical,Midwest,Chicago,2113.57372555665,1871.77994420757,1680.20192548384,CPR 00207  7300XR
2003-09-01,Electrical,Midwest,Chicago,1542.2050140266,1348.31237567804,1911.39481747733,CPR 00207  7300XR
2003-10-01,Electrical,Midwest,Chicago,1996.10787797431,1741.56046572024,2455.59249944925,CPR 00207  7300XR
2003-11-01,Electrical,Midwest,Chicago,1783.51975156397,1572.01839717848,1233.58925169237,CPR 00207  7300XR
2003-12-01,Electrical,Midwest,Chicago,3262.80695526409,2866.28774950006,2126.18578734955,CPR 00207  7300XR
2001-01-01,Electrical,Midwest,Chicago,1255.78392251891,1316.73214464214,1244.44463368967,CPR 00207  7400XR
2001-02-01,Electrical,Midwest,Chicago,344.352096893528,1826.87219697421,1711.38673477418,CPR 00207  7400XR
2001-03-01,Electrical,Midwest,Chicago,843.652863804004,2733.19350862269,2527.39504970065,CPR 00207  7400XR
2001-04-01,Electrical,Midwest,Chicago,386.427627465634,1373.00442211888,1253.92328594791,CPR 00207  7400XR
2001-05-01,Electrical,Midwest,Chicago,164.099839459438,934.654184582,854.715536318047,CPR 00207  7400XR
2001-06-01,Electrical,Midwest,Chicago,283.515877852857,435.176,408.0,CPR 00207  7400XR
2001-07-01,Electrical,Midwest,Chicago,700.556958930947,2298.5126477739,2156.36349542588,CPR 00207  7400XR
2001-08-01,Electrical,Midwest,Chicago,479.686343969049,837.373858943894,790.298227410675,CPR 00207  7400XR
2001-09-01,Electrical,Midwest,Chicago,902.772515777402,793.726867087001,784.840080847044,CPR 00207  7400XR
2001-10-01,Electrical,Midwest,Chicago,205.703752883101,1818.92098497945,1031.62431033293,CPR 00207  7400XR
2001-11-01,Electrical,Midwest,Chicago,182.21809219798,2072.49285820569,2146.1969902756,CPR 00207  7400XR
2001-12-01,Electrical,Midwest,Chicago,790.002161858962,1970.54102042488,2044.53424098832,CPR 00207  7400XR
2002-01-01,Electrical,Midwest,Chicago,817.322931978774,2002.36614132232,2042.37843836581,CPR 00207  7400XR
2002-02-01,Electrical,Midwest,Chicago,521.0253005535,2368.65035325171,2410.85933928711,CPR 00207  7400XR
2002-03-01,Electrical,Midwest,Chicago,561.519436352065,1700.37700661103,1632.1654826896,CPR 00207  7400XR
2002-04-01,Electrical,Midwest,Chicago,316.931928634721,1651.21971040937,1553.2812436132,CPR 00207  7400XR
2002-05-01,Electrical,Midwest,Chicago,999.342018558009,731.850848937615,656.633193245266,CPR 00207  7400XR
2002-06-01,Electrical,Midwest,Chicago,276.218954671389,1572.01096382543,1357.10439600805,CPR 00207  7400XR
2002-07-01,Electrical,Midwest,Chicago,223.697890358757,1961.48134308249,1676.04816711749,CPR 00207  7400XR
2002-08-01,Electrical,Midwest,Chicago,138.88,1178.88264379838,1007.38288654657,CPR 00207  7400XR
2002-09-01,Electrical,Midwest,Chicago,967.049511519558,2522.16938483368,2106.13964077991,CPR 00207  7400XR
2002-10-01,Electrical,Midwest,Chicago,1087.86234768469,1800.28101608655,1526.93855619222,CPR 00207  7400XR
2002-11-01,Electrical,Midwest,Chicago,826.215881217793,2273.31610970067,1982.95160473862,CPR 00207  7400XR
2002-12-01,Electrical,Midwest,Chicago,815.461155311184,2394.52620771411,2078.97416319444,CPR 00207  7400XR
2003-01-01,Electrical,Midwest,Chicago,536.516403244502,653.431292936393,2112.7493481524,CPR 00207  7400XR
2003-02-01,Electrical,Midwest,Chicago,264.75529204477,2315.68441483042,1859.95240136504,CPR 00207  7400XR
2003-03-01,Electrical,Midwest,Chicago,803.933770995784,1383.88622699044,1730.03318241208,CPR 00207  7400XR
2003-04-01,Electrical,Midwest,Chicago,983.770724348057,1030.61616778203,1443.8300678184,CPR 00207  7400XR
2003-05-01,Electrical,Midwest,Chicago,972.861932489929,1703.37093092355,2606.80520355019,CPR 00207  7400XR
2003-06-01,Electrical,Midwest,Chicago,617.036992691829,711.597131887921,1190.15553689894,CPR 00207  7400XR
2003-07-01,Electrical,Midwest,Chicago,739.164345982805,742.206235948515,1867.23648564069,CPR 00207  7400XR
2003-08-01,Electrical,Midwest,Chicago,1741.76424576047,1774.96007763993,1449.67236146097,CPR 00207  7400XR
2003-09-01,Electrical,Midwest,Chicago,2116.88820035432,2126.12093467349,1737.51435087817,CPR 00207  7400XR
2003-10-01,Electrical,Midwest,Chicago,1568.37809777429,2858.86051752477,2333.46262041972,CPR 00207  7400XR
2003-11-01,Electrical,Midwest,Chicago,499.857933849292,2608.7884291255,2103.07520696345,CPR 00207  7400XR
2003-12-01,Electrical,Midwest,Chicago,1197.35872538216,2120.87798972109,1726.51005356391,CPR 00207  7400XR
2001-01-01,Electrical,Midwest,Chicago,1201.87834456035,1880.84582542863,591.602263186113,CPR 00224  0400XR
2001-02-01,Electrical,Midwest,Chicago,648.156252136591,1642.38288445996,810.013705192452,CPR 00224  0400XR
2001-03-01,Electrical,Midwest,Chicago,534.70936390743,1409.87236686752,964.454486553743,CPR 00224  0400XR
2001-04-01,Electrical,Midwest,Chicago,1805.5133089922,1018.01969949394,307.2,CPR 00224  0400XR
2001-05-01,Electrical,Midwest,Chicago,429.028187676992,1809.98044537165,1749.09131395429,CPR 00224  0400XR
2001-06-01,Electrical,Midwest,Chicago,91.0516145149257,1588.82550545584,977.367894281852,CPR 00224  0400XR
2001-07-01,Electrical,Midwest,Chicago,284.880914798925,2317.45947592047,716.00802821868,CPR 00224  0400XR
2001-08-01,Electrical,Midwest,Chicago,159.709669923208,1442.79291492466,1174.54084071539,CPR 00224  0400XR
2001-09-01,Electrical,Midwest,Chicago,802.746608375848,1145.69237049288,760.238472492923,CPR 00224  0400XR
2001-10-01,Electrical,Midwest,Chicago,58.08,1777.33497544272,970.262707789946,CPR 00224  0400XR
2001-11-01,Electrical,Midwest,Chicago,270.355038118432,1116.81625133105,1235.84707724253,CPR 00224  0400XR
2001-12-01,Electrical,Midwest,Chicago,1490.17952542549,1899.25545030008,637.152909559964,CPR 00224  0400XR
2002-01-01,Electrical,Midwest,Chicago,816.054107619002,1135.19067007604,1148.58752683865,CPR 00224  0400XR
2002-02-01,Electrical,Midwest,Chicago,263.086274135304,1563.32452553777,903.939331753249,CPR 00224  0400XR
2002-03-01,Electrical,Midwest,Chicago,827.970947623049,1458.86037453543,952.929075520525,CPR 00224  0400XR
2002-04-01,Electrical,Midwest,Chicago,965.098347731851,2117.27616304155,1041.09940823804,CPR 00224  0400XR
2002-05-01,Electrical,Midwest,Chicago,769.756471519841,389.656,1086.45533802638,CPR 00224  0400XR
2002-06-01,Electrical,Midwest,Chicago,160.086739096207,1610.85356544613,792.552366608323,CPR 00224  0400XR
2002-07-01,Electrical,Midwest,Chicago,828.005639256398,1545.62822910267,1050.40023818035,CPR 00224  0400XR
2002-08-01,Electrical,Midwest,Chicago,165.134432563608,2584.6103462383,794.40676976393,CPR 00224  0400XR
2002-09-01,Electrical,Midwest,Chicago,1608.26297632939,1389.22692975572,706.227204212947,CPR 00224  0400XR
2002-10-01,Electrical,Midwest,Chicago,738.525321980628,1963.71860116107,601.506597510908,CPR 00224  0400XR
2002-11-01,Electrical,Midwest,Chicago,1000.74812189677,1927.53912983431,604.639461119365,CPR 00224  0400XR
2002-12-01,Electrical,Midwest,Chicago,1068.49360881811,1200.78445481679,908.266251595044,CPR 00224  0400XR
2003-01-01,Electrical,Midwest,Chicago,527.061202206559,806.108582729361,1849.97829844208,CPR 00224  0400XR
2003-02-01,Electrical,Midwest,Chicago,938.451339051629,522.224436400318,449.241466270523,CPR 00224  0400XR
2003-03-01,Electrical,Midwest,Chicago,1316.19955941968,2002.63532759561,609.535025693831,CPR 00224  0400XR
2003-04-01,Electrical,Midwest,Chicago,571.959765440041,1457.90378427561,1638.02006555215,CPR 00224  0400XR
2003-05-01,Electrical,Midwest,Chicago,405.395794485199,2634.64805734675,1284.61572165161,CPR 00224  0400XR
2003-06-01,Electrical,Midwest,Chicago,1203.77666088646,1728.43287788394,883.84876520856,CPR 00224  0400XR
2003-07-01,Electrical,Midwest,Chicago,428.973581386546,1410.03713858822,935.818455738852,CPR 00224  0400XR
2003-08-01,Electrical,Midwest,Chicago,722.973931578308,915.87565812419,556.772631064992,CPR 00224  0400XR
2003-09-01,Electrical,Midwest,Chicago,2252.0493465577,1802.07116778565,1107.41272366948,CPR 00224  0400XR
2003-10-01,Electrical,Midwest,Chicago,578.436401711974,1789.86245839532,1057.12162420157,CPR 00224  0400XR
2003-11-01,Electrical,Midwest,Chicago,635.425865204632,2010.43039260594,829.05173853121,CPR 00224  0400XR
2003-12-01,Electrical,Midwest,Chicago,998.60612319459,2252.08538403444,1139.67310774246,CPR 00224  0400XR
2001-01-01,Electrical,Midwest,Chicago,2272.29950537361,1124.01542293877,541.362253449275,CPR 00224  0800XR
2001-02-01,Electrical,Midwest,Chicago,148.84,1749.5733031973,852.554595527017,CPR 00224  0800XR
2001-03-01,Electrical,Midwest,Chicago,1372.89191583631,1801.93578286198,869.649735587739,CPR 00224  0800XR
2001-04-01,Electrical,Midwest,Chicago,1212.45683196661,613.912,284.8,CPR 00224  0800XR
2001-05-01,Electrical,Midwest,Chicago,171.388162780291,1154.74314187558,1444.62475858113,CPR 00224  0800XR
2001-06-01,Electrical,Midwest,Chicago,1704.6922369107,1381.19135612645,669.383017512841,CPR 00224  0800XR
2001-07-01,Electrical,Midwest,Chicago,1815.43965988769,1431.59591314827,696.181745533444,CPR 00224  0800XR
2001-08-01,Electrical,Midwest,Chicago,1725.4854589442,1883.74469050692,929.13860626486,CPR 00224  0800XR
2001-09-01,Electrical,Midwest,Chicago,1286.748155228,1610.57446401411,819.338571167829,CPR 00224  0800XR
2001-10-01,Electrical,Midwest,Chicago,1631.24235555547,777.024741538315,906.585358525795,CPR 00224  0800XR
2001-11-01,Electrical,Midwest,Chicago,568.166913935605,1746.07957335713,905.985565875799,CPR 00224  0800XR
2001-12-01,Electrical,Midwest,Chicago,1605.6078373766,752.852038350154,390.094020732664,CPR 00224  0800XR
2002-01-01,Electrical,Midwest,Chicago,1459.38723346938,1686.32531721556,861.291434690163,CPR 00224  0800XR
2002-02-01,Electrical,Midwest,Chicago,1403.5703057363,1916.81382013822,972.941841169109,CPR 00224  0800XR
2002-03-01,Electrical,Midwest,Chicago,678.723672391854,1775.33983900948,882.292210752862,CPR 00224  0800XR
2002-04-01,Electrical,Midwest,Chicago,596.847757852514,1895.29784123804,912.020756668278,CPR 00224  0800XR
2002-05-01,Electrical,Midwest,Chicago,840.477104390271,1399.80854635311,1172.104149155,CPR 00224  0800XR
2002-06-01,Electrical,Midwest,Chicago,1639.68384009882,867.817589132076,775.874439090299,CPR 00224  0800XR
2002-07-01,Electrical,Midwest,Chicago,1342.21519690236,1856.38468809705,833.982692188867,CPR 00224  0800XR
2002-08-01,Electrical,Midwest,Chicago,1018.04034676726,1117.81606692798,887.684739291357,CPR 00224  0800XR
2002-09-01,Electrical,Midwest,Chicago,2370.34064890323,1299.17862200132,575.405111917889,CPR 00224  0800XR
2002-10-01,Electrical,Midwest,Chicago,566.934722935131,2170.53418782197,971.569061673338,CPR 00224  0800XR
2002-11-01,Electrical,Midwest,Chicago,866.022591937814,910.812391943438,415.410750160552,CPR 00224  0800XR
2002-12-01,Electrical,Midwest,Chicago,2088.02799001259,1359.42918090269,707.800228577128,CPR 00224  0800XR
2003-01-01,Electrical,Midwest,Chicago,848.805396301405,1334.18871133387,1171.27980267042,CPR 00224  0800XR
2003-02-01,Electrical,Midwest,Chicago,1434.38340728162,1548.43553423852,784.966711478911,CPR 00224  0800XR
2003-03-01,Electrical,Midwest,Chicago,1085.52329901868,1663.7189046351,827.852151056977,CPR 00224  0800XR
2003-04-01,Electrical,Midwest,Chicago,1099.5742257557,3031.61540746612,1484.36537426537,CPR 00224  0800XR
2003-05-01,Electrical,Midwest,Chicago,1323.8236704144,1701.48427721335,834.173790800586,CPR 00224  0800XR
2003-06-01,Electrical,Midwest,Chicago,850.043979654995,2450.83298146487,1201.79077786078,CPR 00224  0800XR
2003-07-01,Electrical,Midwest,Chicago,1272.13780457277,1657.22780475095,797.584738291972,CPR 00224  0800XR
2003-08-01,Electrical,Midwest,Chicago,1148.42062092126,1571.70716712054,769.72946046376,CPR 00224  0800XR
2003-09-01,Electrical,Midwest,Chicago,833.103949103641,2243.8175512264,1097.89745334075,CPR 00224  0800XR
2003-10-01,Electrical,Midwest,Chicago,459.382187557824,2307.0912679987,1129.80979965795,CPR 00224  0800XR
2003-11-01,Electrical,Midwest,Chicago,605.782301160866,2307.15545557325,1119.42696488857,CPR 00224  0800XR
2003-12-01,Electrical,Midwest,Chicago,1314.76340814183,1597.56824319437,775.757546366766,CPR 00224  0800XR
2001-01-01,Electrical,Midwest,Chicago,1249.79627937758,776.164698973391,632.857546764138,CPR 00229  7000XR
2001-02-01,Electrical,Midwest,Chicago,1772.35514830015,1102.73682928119,894.542890589187,CPR 00229  7000XR
2001-03-01,Electrical,Midwest,Chicago,1246.16110408552,1358.63096474109,1094.67246341536,CPR 00229  7000XR
2001-04-01,Electrical,Midwest,Chicago,2285.67366562161,1448.35983684842,1153.89834974697,CPR 00229  7000XR
2001-05-01,Electrical,Midwest,Chicago,1929.27118468918,1224.67629518485,977.17731538153,CPR 00229  7000XR
2001-06-01,Electrical,Midwest,Chicago,1315.58096304645,820.509612495197,663.502058557257,CPR 00229  7000XR
2001-07-01,Electrical,Midwest,Chicago,751.04,465.368,376.0,CPR 00229  7000XR
2001-08-01,Electrical,Midwest,Chicago,1978.26080431381,1215.51196941299,998.766250749119,CPR 00229  7000XR
2001-09-01,Electrical,Midwest,Chicago,1713.16188665117,1022.4489571242,858.717668886443,CPR 00229  7000XR
2001-10-01,Electrical,Midwest,Chicago,1994.24785565288,1187.43362174625,1005.71982297976,CPR 00229  7000XR
2001-11-01,Electrical,Midwest,Chicago,2231.30170762781,1313.9901697955,1126.95558284738,CPR 00229  7000XR
2001-12-01,Electrical,Midwest,Chicago,965.734831016131,568.77184557988,488.001791987082,CPR 00229  7000XR
2002-01-01,Electrical,Midwest,Chicago,2327.89922869129,1449.9174813553,1175.07859433724,CPR 00229  7000XR
2002-02-01,Electrical,Midwest,Chicago,1540.18488576402,953.867395385781,772.927586654701,CPR 00229  7000XR
2002-03-01,Electrical,Midwest,Chicago,1524.42168872756,939.190654948483,768.90547496379,CPR 00229  7000XR
2002-04-01,Electrical,Midwest,Chicago,1402.21175553052,880.708267538882,708.811529090137,CPR 00229  7000XR
2002-05-01,Electrical,Midwest,Chicago,1779.6420336084,1134.76724004911,899.159927501591,CPR 00229  7000XR
2002-06-01,Electrical,Midwest,Chicago,1973.55974224956,1290.81131162022,994.636325770552,CPR 00229  7000XR
2002-07-01,Electrical,Midwest,Chicago,1720.22828486167,1141.77189898014,868.399546897049,CPR 00229  7000XR
2002-08-01,Electrical,Midwest,Chicago,1725.36348337222,1150.68288682578,872.185027288473,CPR 00229  7000XR
2002-09-01,Electrical,Midwest,Chicago,1474.27235766685,1002.27235991074,745.129998120789,CPR 00229  7000XR
2002-10-01,Electrical,Midwest,Chicago,1776.99451277813,1190.57287716529,900.090845075238,CPR 00229  7000XR
2002-11-01,Electrical,Midwest,Chicago,1058.35350779168,697.591168189341,536.056032852738,CPR 00229  7000XR
2002-12-01,Electrical,Midwest,Chicago,1853.26593188709,1054.94019279239,940.222063558971,CPR 00229  7000XR
2003-01-01,Electrical,Midwest,Chicago,2826.16925376939,1576.27326950512,1420.91329689633,CPR 00229  7000XR
2003-02-01,Electrical,Midwest,Chicago,2014.3724117688,1151.48314939712,1017.68996778563,CPR 00229  7000XR
2003-03-01,Electrical,Midwest,Chicago,917.875580309008,531.331774370137,464.376442867673,CPR 00229  7000XR
2003-04-01,Electrical,Midwest,Chicago,2221.03108507973,1823.0391745283,1563.92735091339,CPR 00229  7000XR
2003-05-01,Electrical,Midwest,Chicago,1778.14693971812,979.195320201246,899.488545477512,CPR 00229  7000XR
2003-06-01,Electrical,Midwest,Chicago,2125.16766268924,1170.06715769621,1078.63159491083,CPR 00229  7000XR
2003-07-01,Electrical,Midwest,Chicago,1959.87917212252,1134.41663911688,989.832250032443,CPR 00229  7000XR
2003-08-01,Electrical,Midwest,Chicago,1220.02405970592,692.052305527498,616.615685111894,CPR 00229  7000XR
2003-09-01,Electrical,Midwest,Chicago,1351.25231431173,1349.71610999823,1207.66851104391,CPR 00229  7000XR
2003-10-01,Electrical,Midwest,Chicago,1207.48880051595,677.952666065371,607.487516329263,CPR 00229  7000XR
2003-11-01,Electrical,Midwest,Chicago,1147.85711935137,1199.63796372518,1061.74050654774,CPR 00229  7000XR
2003-12-01,Electrical,Midwest,Chicago,1215.99460750884,690.620653981364,616.738469015485,CPR 00229  7000XR
2001-01-01,Electrical,Midwest,Chicago,1393.67969333144,727.953890314153,379.02145963614,CPR 00229  7300XR
2001-02-01,Electrical,Midwest,Chicago,1816.23384812431,953.467812999386,495.058063442113,CPR 00229  7300XR
2001-03-01,Electrical,Midwest,Chicago,1624.6662561395,856.469900905935,439.070598659969,CPR 00229  7300XR
2001-04-01,Electrical,Midwest,Chicago,2187.1656149566,1174.76146480802,594.955547278576,CPR 00229  7300XR
2001-05-01,Electrical,Midwest,Chicago,2147.55032123496,1720.10724301552,872.014273389613,CPR 00229  7300XR
2001-06-01,Electrical,Midwest,Chicago,2154.13785398609,1143.57318508757,588.36476049014,CPR 00229  7300XR
2001-07-01,Electrical,Midwest,Chicago,1801.99800999433,930.812848979943,480.046762087626,CPR 00229  7300XR
2001-08-01,Electrical,Midwest,Chicago,1871.92047896658,966.45427748186,506.321575757321,CPR 00229  7300XR
2001-09-01,Electrical,Midwest,Chicago,2268.91949000838,1133.40254760538,613.993633413751,CPR 00229  7300XR
2001-10-01,Electrical,Midwest,Chicago,2179.51621675642,1088.51273239717,592.071014089052,CPR 00229  7300XR
2001-11-01,Electrical,Midwest,Chicago,2530.18679590662,1248.30045290253,689.523197649939,CPR 00229  7300XR
2001-12-01,Electrical,Midwest,Chicago,1426.09529509152,703.522018969682,388.508741979653,CPR 00229  7300XR
2002-01-01,Electrical,Midwest,Chicago,2243.55041055414,1161.74584353302,609.445825613429,CPR 00229  7300XR
2002-02-01,Electrical,Midwest,Chicago,1897.3830815085,982.657682816112,512.873703846686,CPR 00229  7300XR
2002-03-01,Electrical,Midwest,Chicago,2162.70694301394,1149.88441588359,586.606206772089,CPR 00229  7300XR
2002-04-01,Electrical,Midwest,Chicago,1259.37784885413,1117.28273931715,564.216163531927,CPR 00229  7300XR
2002-05-01,Electrical,Midwest,Chicago,1822.10487727122,1577.88190110926,785.786439704148,CPR 00229  7300XR
2002-06-01,Electrical,Midwest,Chicago,1839.2953285399,1029.96608034525,494.745729198222,CPR 00229  7300XR
2002-07-01,Electrical,Midwest,Chicago,1748.59331854564,1005.02926863783,475.505426516144,CPR 00229  7300XR
2002-08-01,Electrical,Midwest,Chicago,2018.04876075934,1167.36860529297,550.008110147327,CPR 00229  7300XR
2002-09-01,Electrical,Midwest,Chicago,1156.976,677.85353496215,314.4,CPR 00229  7300XR
2002-10-01,Electrical,Midwest,Chicago,1770.12839445539,1022.43623583943,482.251387948299,CPR 00229  7300XR
2002-11-01,Electrical,Midwest,Chicago,1533.00644444028,871.383472189058,417.48162090643,CPR 00229  7300XR
2002-12-01,Electrical,Midwest,Chicago,2106.15535841063,988.682860362916,579.671042303695,CPR 00229  7300XR
2003-01-01,Electrical,Midwest,Chicago,2264.03184068808,1456.64515896704,862.008832095301,CPR 00229  7300XR
2003-02-01,Electrical,Midwest,Chicago,1252.36776689,588.471999999999,340.733386670545,CPR 00229  7300XR
2003-03-01,Electrical,Midwest,Chicago,1231.54257417981,588.87166924233,335.966654434708,CPR 00229  7300XR
2003-04-01,Electrical,Midwest,Chicago,2132.36139605399,2069.74926218812,1156.45288776935,CPR 00229  7300XR
2003-05-01,Electrical,Midwest,Chicago,1813.51070135255,884.642795647452,494.281291426682,CPR 00229  7300XR
2003-06-01,Electrical,Midwest,Chicago,2007.69434973199,976.448140006724,547.434765142482,CPR 00229  7300XR
2003-07-01,Electrical,Midwest,Chicago,2206.74159968361,1101.69492147453,599.486401918662,CPR 00229  7300XR
2003-08-01,Electrical,Midwest,Chicago,1353.39542226892,665.123170129937,369.456339358503,CPR 00229  7300XR
2003-09-01,Electrical,Midwest,Chicago,2455.1277023489,1198.20686056126,670.235801584395,CPR 00229  7300XR
2003-10-01,Electrical,Midwest,Chicago,2129.71058386297,1035.68619607258,581.720653081605,CPR 00229  7300XR
2003-11-01,Electrical,Midwest,Chicago,1606.43984848342,791.920483779863,436.605457922019,CPR 00229  7300XR
2003-12-01,Electrical,Midwest,Chicago,1645.35158964129,805.879383444186,448.760481771128,CPR 00229  7300XR
2001-01-01,Electrical,Midwest,Chicago,518.372669618916,351.100010873668,423.662856294642,CPR 00234  0400XR
2001-02-01,Electrical,Midwest,Chicago,664.071462719364,452.384251839448,543.773353628021,CPR 00234  0400XR
2001-03-01,Electrical,Midwest,Chicago,528.119992220278,359.836513832906,428.17933026466,CPR 00234  0400XR
2001-04-01,Electrical,Midwest,Chicago,772.950730208022,534.014840724975,630.782917259578,CPR 00234  0400XR
2001-05-01,Electrical,Midwest,Chicago,895.887557094953,622.161644375656,735.258089935726,CPR 00234  0400XR
2001-06-01,Electrical,Midwest,Chicago,910.505162502079,619.852631033736,745.196475364798,CPR 00234  0400XR
2001-07-01,Electrical,Midwest,Chicago,349.432,236.744,284.0,CPR 00234  0400XR
2001-08-01,Electrical,Midwest,Chicago,789.426155769374,528.756285108397,640.666474754488,CPR 00234  0400XR
2001-09-01,Electrical,Midwest,Chicago,811.691280480374,533.166090534876,659.367988179987,CPR 00234  0400XR
2001-10-01,Electrical,Midwest,Chicago,757.746005757637,496.744354929404,620.032226211838,CPR 00234  0400XR
2001-11-01,Electrical,Midwest,Chicago,741.536284227674,482.036153816709,606.603088513119,CPR 00234  0400XR
2001-12-01,Electrical,Midwest,Chicago,449.239054921666,292.033377818858,368.031381027734,CPR 00234  0400XR
