Dose,Rat,Sample,Length
0.0,6.0,16.0,13.278008299
0.0,6.0,16.0,17.427385892
0.0,6.0,16.0,15.352697095
0.0,6.0,16.0,21.991701245
0.0,6.0,16.0,27.800829876
0.0,6.0,16.0,16.182572614
0.0,6.0,16.0,19.502074689
0.0,6.0,16.0,17.427385892
0.0,6.0,16.0,16.597510373
0.0,6.0,16.0,19.917012448
0.0,6.0,16.0,19.087136929
0.0,6.0,16.0,17.012448133
0.0,6.0,16.0,19.917012448
0.0,6.0,16.0,24.481327801
0.0,6.0,16.0,16.182572614
0.0,6.0,16.0,17.427385892
0.0,6.0,16.0,18.257261411
0.0,6.0,16.0,18.67219917
0.0,6.0,16.0,18.257261411
0.0,6.0,16.0,42.738589212
0.0,6.0,16.0,22.821576763
0.0,6.0,16.0,16.182572614
0.0,6.0,16.0,19.502074689
0.0,6.0,16.0,20.746887967
0.0,6.0,17.0,16.597510373
0.0,6.0,17.0,17.427385892
0.0,6.0,17.0,15.767634855
0.0,6.0,17.0,15.352697095
0.0,6.0,17.0,12.863070539
0.0,6.0,17.0,14.522821577
0.0,6.0,17.0,12.033195021
0.0,6.0,17.0,14.937759336
0.0,6.0,17.0,13.278008299
0.0,6.0,17.0,14.107883817
0.0,6.0,17.0,15.767634855
0.0,6.0,17.0,17.842323651
0.0,6.0,17.0,17.012448133
0.0,6.0,17.0,15.352697095
0.0,6.0,17.0,18.257261411
0.0,6.0,17.0,14.522821577
0.0,6.0,17.0,16.597510373
0.0,6.0,17.0,15.767634855
0.0,6.0,17.0,15.767634855
0.0,6.0,17.0,17.842323651
0.0,6.0,17.0,16.597510373
0.0,6.0,17.0,17.842323651
0.0,6.0,17.0,17.842323651
0.0,6.0,17.0,19.087136929
0.0,6.0,17.0,14.937759336
0.0,6.0,17.0,17.842323651
0.0,6.0,17.0,18.67219917
0.0,6.0,17.0,20.331950207
0.0,6.0,17.0,17.427385892
0.0,6.0,17.0,17.842323651
0.0,6.0,17.0,13.278008299
0.0,6.0,17.0,14.107883817
0.0,6.0,17.0,17.842323651
0.0,6.0,17.0,17.427385892
0.0,6.0,17.0,17.842323651
0.0,6.0,17.0,19.502074689
0.0,6.0,17.0,16.597510373
0.0,6.0,17.0,17.012448133
0.0,6.0,17.0,18.67219917
0.0,6.0,17.0,17.012448133
0.0,6.0,17.0,18.67219917
0.0,6.0,17.0,18.67219917
0.0,6.0,17.0,15.352697095
0.0,6.0,17.0,18.67219917
0.0,6.0,17.0,19.502074689
0.0,6.0,17.0,16.597510373
0.0,6.0,17.0,17.427385892
0.0,6.0,17.0,19.502074689
0.0,6.0,17.0,20.746887967
0.0,6.0,17.0,20.331950207
0.0,6.0,18.0,14.937759336
0.0,6.0,18.0,17.427385892
0.0,6.0,18.0,19.502074689
0.0,6.0,18.0,15.767634855
0.0,6.0,18.0,20.746887967
0.0,6.0,18.0,15.352697095
0.0,6.0,18.0,18.67219917
0.0,6.0,18.0,15.767634855
0.0,6.0,18.0,19.502074689
0.0,6.0,18.0,23.651452282
0.0,6.0,18.0,17.012448133
0.0,6.0,18.0,16.597510373
0.0,6.0,18.0,19.087136929
0.0,6.0,18.0,20.331950207
0.0,6.0,18.0,19.087136929
0.0,6.0,18.0,26.141078838
0.0,6.0,18.0,46.058091286
0.0,6.0,18.0,17.842323651
0.0,6.0,18.0,21.161825726
0.0,6.0,18.0,24.066390041
0.0,6.0,18.0,20.331950207
0.0,6.0,18.0,20.331950207
0.0,6.0,18.0,17.842323651
0.0,6.0,18.0,35.684647303
0.0,6.0,18.0,20.331950207
0.0,6.0,18.0,15.767634855
0.0,6.0,18.0,15.767634855
0.0,6.0,18.0,20.746887967
0.0,6.0,18.0,16.182572614
0.0,6.0,18.0,18.67219917
0.0,6.0,18.0,15.352697095
0.0,6.0,18.0,19.502074689
0.0,6.0,18.0,21.576763485
0.0,6.0,18.0,20.331950207
0.0,6.0,18.0,19.917012448
0.0,6.0,18.0,17.427385892
0.0,6.0,18.0,20.331950207
0.0,6.0,18.0,23.651452282
0.0,6.0,18.0,17.427385892
0.0,6.0,18.0,20.746887967
0.0,6.0,18.0,20.331950207
0.0,6.0,18.0,19.917012448
0.0,6.0,18.0,16.182572614
0.0,6.0,18.0,17.427385892
0.0,6.0,18.0,21.161825726
0.0,6.0,18.0,17.012448133
0.0,6.0,18.0,20.331950207
0.0,6.0,18.0,15.767634855
0.0,6.0,18.0,17.842323651
0.0,6.0,18.0,17.012448133
1.25,7.0,19.0,35.269709544
1.25,7.0,19.0,53.112033195
1.25,7.0,19.0,53.112033195
1.25,7.0,19.0,19.502074689
1.25,7.0,19.0,59.751037344
1.25,7.0,19.0,79.668049793
1.25,7.0,19.0,56.43153527
1.25,7.0,19.0,53.526970954
1.25,7.0,19.0,55.601659751
1.25,7.0,19.0,58.091286307
1.25,7.0,19.0,70.124481328
1.25,7.0,19.0,97.510373444
1.25,7.0,19.0,63.070539419
1.25,7.0,19.0,35.269709544
1.25,7.0,19.0,63.485477178
1.25,7.0,19.0,65.975103734
1.25,7.0,19.0,48.547717842
1.25,7.0,19.0,50.20746888
1.25,7.0,19.0,28.630705394
1.25,7.0,19.0,50.622406639
1.25,7.0,19.0,53.526970954
1.25,7.0,19.0,57.261410788
1.25,7.0,19.0,67.634854772
1.25,7.0,19.0,52.282157676
1.25,7.0,19.0,46.058091286
1.25,7.0,19.0,57.676348548
1.25,7.0,19.0,74.68879668
1.25,7.0,19.0,60.995850622
1.25,7.0,19.0,37.34439834
1.25,7.0,19.0,75.10373444
1.25,7.0,19.0,61.825726141
1.25,7.0,19.0,55.601659751
1.25,7.0,19.0,56.01659751
1.25,7.0,19.0,29.460580913
1.25,7.0,19.0,92.946058091
1.25,7.0,19.0,41.493775934
1.25,7.0,19.0,54.771784232
1.25,7.0,19.0,74.273858921
1.25,7.0,19.0,61.410788382
1.25,7.0,19.0,64.730290456
1.25,7.0,19.0,45.643153527
1.25,7.0,19.0,57.676348548
1.25,7.0,19.0,57.676348548
1.25,7.0,19.0,60.580912863
1.25,7.0,19.0,41.493775934
1.25,7.0,19.0,56.43153527
1.25,7.0,19.0,24.066390041
1.25,7.0,19.0,48.962655602
1.25,7.0,19.0,69.294605809
1.25,7.0,19.0,46.058091286
1.25,7.0,20.0,77.593360996
1.25,7.0,20.0,68.46473029
1.25,7.0,20.0,71.369294606
1.25,7.0,20.0,70.539419087
1.25,7.0,20.0,70.124481328
1.25,7.0,20.0,48.132780083
1.25,7.0,20.0,62.2406639
1.25,7.0,20.0,81.32780083
1.25,7.0,20.0,58.921161826
1.25,7.0,20.0,57.261410788
1.25,7.0,20.0,70.954356846
1.25,7.0,20.0,68.46473029
1.25,7.0,20.0,55.186721992
1.25,7.0,20.0,49.79253112
1.25,7.0,20.0,69.709543568
1.25,7.0,20.0,71.784232365
1.25,7.0,20.0,65.560165975
1.25,7.0,20.0,60.165975104
1.25,7.0,20.0,56.846473029
1.25,7.0,20.0,59.751037344
1.25,7.0,20.0,63.485477178
1.25,7.0,20.0,74.273858921
1.25,7.0,20.0,58.091286307
1.25,7.0,20.0,63.900414938
1.25,7.0,20.0,67.634854772
1.25,7.0,20.0,66.390041494
1.25,7.0,20.0,68.46473029
1.25,7.0,20.0,70.539419087
1.25,7.0,20.0,61.410788382
1.25,7.0,20.0,70.954356846
1.25,7.0,20.0,71.369294606
1.25,7.0,20.0,45.643153527
1.25,7.0,20.0,54.356846473
1.25,7.0,20.0,56.01659751
1.25,7.0,20.0,62.2406639
1.25,7.0,20.0,58.506224066
1.25,7.0,20.0,52.282157676
1.25,7.0,20.0,68.87966805
1.25,7.0,20.0,55.186721992
1.25,7.0,20.0,54.771784232
1.25,7.0,20.0,56.43153527
1.25,7.0,20.0,69.709543568
1.25,7.0,20.0,56.846473029
1.25,7.0,20.0,54.771784232
1.25,7.0,20.0,58.921161826
1.25,7.0,20.0,58.091286307
1.25,7.0,20.0,59.751037344
1.25,7.0,20.0,34.854771784
1.25,7.0,20.0,68.87966805
1.25,7.0,20.0,88.381742739
1.25,7.0,21.0,42.323651452
1.25,7.0,21.0,49.79253112
1.25,7.0,21.0,50.622406639
1.25,7.0,21.0,66.390041494
1.25,7.0,21.0,56.01659751
1.25,7.0,21.0,50.622406639
1.25,7.0,21.0,63.485477178
1.25,7.0,21.0,60.580912863
1.25,7.0,21.0,42.738589212
1.25,7.0,21.0,57.261410788
1.25,7.0,21.0,45.643153527
1.25,7.0,21.0,49.79253112
1.25,7.0,21.0,41.493775934
1.25,7.0,21.0,54.771784232
1.25,7.0,21.0,44.398340249
1.25,7.0,21.0,49.79253112
1.25,7.0,21.0,48.547717842
1.25,7.0,21.0,49.79253112
1.25,7.0,21.0,53.526970954
1.25,7.0,21.0,48.547717842
1.25,7.0,21.0,46.473029046
1.25,7.0,21.0,55.601659751
1.25,7.0,21.0,50.622406639
1.25,7.0,21.0,57.261410788
1.25,7.0,21.0,57.261410788
1.25,7.0,21.0,56.01659751
1.25,7.0,21.0,67.634854772
1.25,7.0,21.0,53.526970954
1.25,7.0,21.0,37.34439834
1.25,7.0,21.0,59.336099585
1.25,7.0,21.0,48.132780083
1.25,7.0,21.0,60.580912863
1.25,7.0,21.0,65.560165975
1.25,7.0,21.0,49.377593361
1.25,7.0,21.0,53.941908714
1.25,7.0,21.0,49.79253112
1.25,7.0,21.0,53.941908714
1.25,7.0,21.0,46.473029046
1.25,7.0,21.0,45.228215768
1.25,7.0,21.0,49.79253112
1.25,7.0,21.0,43.98340249
1.25,7.0,21.0,54.356846473
1.25,7.0,21.0,51.452282158
1.25,7.0,21.0,47.717842324
1.25,7.0,21.0,54.771784232
1.25,7.0,21.0,50.20746888
1.25,7.0,21.0,56.846473029
1.25,7.0,21.0,43.56846473
1.25,7.0,21.0,45.643153527
1.25,7.0,21.0,47.302904564
1.25,8.0,22.0,52.697095436
1.25,8.0,22.0,58.921161826
1.25,8.0,22.0,62.2406639
1.25,8.0,22.0,60.580912863
1.25,8.0,22.0,59.751037344
1.25,8.0,22.0,54.771784232
1.25,8.0,22.0,55.601659751
1.25,8.0,22.0,74.68879668
1.25,8.0,22.0,59.751037344
1.25,8.0,22.0,60.580912863
1.25,8.0,22.0,50.20746888
1.25,8.0,22.0,49.79253112
1.25,8.0,22.0,74.273858921
1.25,8.0,22.0,73.029045643
1.25,8.0,22.0,57.261410788
1.25,8.0,22.0,56.43153527
1.25,8.0,22.0,68.46473029
1.25,8.0,22.0,62.65560166
1.25,8.0,22.0,71.784232365
1.25,8.0,22.0,65.560165975
1.25,8.0,22.0,64.730290456
1.25,8.0,22.0,69.709543568
1.25,8.0,22.0,68.46473029
1.25,8.0,22.0,68.46473029
1.25,8.0,22.0,59.336099585
1.25,8.0,22.0,72.199170124
1.25,8.0,22.0,53.112033195
1.25,8.0,22.0,59.751037344
1.25,8.0,22.0,65.145228216
1.25,8.0,22.0,51.452282158
1.25,8.0,22.0,96.680497925
1.25,8.0,22.0,46.058091286
1.25,8.0,22.0,58.091286307
1.25,8.0,22.0,71.784232365
1.25,8.0,22.0,73.443983402
1.25,8.0,22.0,61.410788382
1.25,8.0,22.0,55.601659751
1.25,8.0,22.0,68.049792531
1.25,8.0,22.0,49.377593361
1.25,8.0,22.0,63.070539419
1.25,8.0,22.0,68.46473029
1.25,8.0,22.0,57.261410788
1.25,8.0,22.0,56.43153527
1.25,8.0,22.0,85.892116183
1.25,8.0,22.0,67.219917012
1.25,8.0,22.0,76.763485477
1.25,8.0,22.0,74.273858921
1.25,8.0,22.0,54.771784232
1.25,8.0,22.0,71.784232365
1.25,8.0,22.0,70.539419087
1.25,8.0,23.0,68.049792531
1.25,8.0,23.0,63.900414938
1.25,8.0,23.0,68.87966805
1.25,8.0,23.0,61.825726141
1.25,8.0,23.0,56.43153527
1.25,8.0,23.0,38.589211618
1.25,8.0,23.0,56.846473029
1.25,8.0,23.0,51.867219917
1.25,8.0,23.0,53.112033195
1.25,8.0,23.0,68.87966805
1.25,8.0,23.0,65.145228216
1.25,8.0,23.0,73.029045643
1.25,8.0,23.0,60.165975104
1.25,8.0,23.0,69.709543568
1.25,8.0,23.0,50.622406639
1.25,8.0,23.0,65.145228216
1.25,8.0,23.0,58.921161826
1.25,8.0,23.0,73.443983402
1.25,8.0,23.0,48.132780083
1.25,8.0,23.0,67.634854772
1.25,8.0,23.0,66.804979253
1.25,8.0,23.0,62.65560166
1.25,8.0,23.0,50.20746888
1.25,8.0,23.0,54.771784232
1.25,8.0,23.0,52.282157676
1.25,8.0,23.0,43.98340249
1.25,8.0,23.0,53.526970954
1.25,8.0,23.0,51.452282158
1.25,8.0,23.0,67.219917012
1.25,8.0,23.0,51.037344398
1.25,8.0,23.0,47.717842324
1.25,8.0,23.0,69.294605809
1.25,8.0,23.0,73.029045643
1.25,8.0,23.0,52.282157676
1.25,8.0,23.0,58.091286307
1.25,8.0,23.0,56.01659751
1.25,8.0,23.0,57.676348548
1.25,8.0,23.0,61.410788382
1.25,8.0,23.0,62.2406639
1.25,8.0,23.0,58.506224066
1.25,8.0,23.0,62.65560166
1.25,8.0,23.0,60.165975104
1.25,8.0,23.0,64.315352697
1.25,8.0,23.0,55.186721992
1.25,8.0,23.0,80.912863071
1.25,8.0,23.0,61.825726141
1.25,8.0,23.0,59.336099585
1.25,8.0,23.0,66.390041494
1.25,8.0,23.0,62.65560166
1.25,8.0,23.0,45.643153527
1.25,8.0,24.0,53.526970954
1.25,8.0,24.0,59.336099585
1.25,8.0,24.0,60.580912863
1.25,8.0,24.0,85.062240664
1.25,8.0,24.0,64.315352697
1.25,8.0,24.0,41.493775934
1.25,8.0,24.0,57.261410788
1.25,8.0,24.0,59.751037344
1.25,8.0,24.0,61.410788382
1.25,8.0,24.0,53.526970954
1.25,8.0,24.0,51.867219917
1.25,8.0,24.0,58.506224066
1.25,8.0,24.0,51.867219917
1.25,8.0,24.0,67.219917012
1.25,8.0,24.0,58.091286307
1.25,8.0,24.0,50.20746888
1.25,8.0,24.0,56.43153527
1.25,8.0,24.0,63.485477178
1.25,8.0,24.0,63.070539419
1.25,8.0,24.0,63.070539419
1.25,8.0,24.0,49.79253112
1.25,8.0,24.0,63.900414938
1.25,8.0,24.0,54.356846473
1.25,8.0,24.0,61.410788382
1.25,8.0,24.0,58.506224066
1.25,8.0,24.0,56.846473029
1.25,8.0,24.0,69.709543568
1.25,8.0,24.0,72.199170124
1.25,8.0,24.0,55.186721992
1.25,8.0,24.0,52.697095436
1.25,8.0,24.0,45.643153527
1.25,8.0,24.0,53.112033195
1.25,8.0,24.0,51.037344398
1.25,8.0,24.0,58.506224066
1.25,8.0,24.0,55.186721992
1.25,8.0,24.0,51.037344398
1.25,8.0,24.0,42.323651452
1.25,8.0,24.0,47.302904564
1.25,8.0,24.0,46.473029046
1.25,8.0,24.0,37.7593361
1.25,8.0,24.0,45.228215768
1.25,8.0,24.0,58.921161826
1.25,8.0,24.0,56.01659751
1.25,8.0,24.0,52.697095436
1.25,8.0,24.0,65.975103734
1.25,8.0,24.0,51.037344398
1.25,8.0,24.0,53.941908714
1.25,8.0,24.0,56.43153527
1.25,8.0,24.0,50.622406639
1.25,8.0,24.0,52.282157676
1.25,9.0,25.0,63.485477178
1.25,9.0,25.0,61.825726141
1.25,9.0,25.0,57.676348548
1.25,9.0,25.0,63.485477178
1.25,9.0,25.0,31.12033195
1.25,9.0,25.0,82.987551867
1.25,9.0,25.0,62.2406639
1.25,9.0,25.0,62.65560166
1.25,9.0,25.0,65.975103734
1.25,9.0,25.0,68.87966805
1.25,9.0,25.0,73.858921162
1.25,9.0,25.0,69.709543568
1.25,9.0,25.0,51.867219917
1.25,9.0,25.0,55.601659751
1.25,9.0,25.0,60.580912863
1.25,9.0,25.0,51.037344398
1.25,9.0,25.0,81.742738589
1.25,9.0,25.0,68.46473029
1.25,9.0,25.0,54.771784232
1.25,9.0,25.0,56.43153527
1.25,9.0,25.0,51.867219917
1.25,9.0,25.0,57.676348548
1.25,9.0,25.0,65.560165975
1.25,9.0,25.0,59.751037344
1.25,9.0,25.0,54.771784232
1.25,9.0,25.0,55.601659751
1.25,9.0,25.0,62.2406639
1.25,9.0,25.0,58.091286307
1.25,9.0,25.0,60.580912863
1.25,9.0,25.0,62.2406639
1.25,9.0,25.0,73.443983402
1.25,9.0,25.0,64.315352697
1.25,9.0,25.0,76.763485477
1.25,9.0,25.0,53.526970954
1.25,9.0,25.0,48.547717842
1.25,9.0,25.0,51.867219917
1.25,9.0,25.0,53.526970954
1.25,9.0,25.0,51.037344398
1.25,9.0,25.0,63.070539419
1.25,9.0,25.0,48.547717842
1.25,9.0,25.0,66.390041494
1.25,9.0,25.0,59.751037344
1.25,9.0,25.0,52.282157676
1.25,9.0,25.0,50.622406639
1.25,9.0,25.0,41.493775934
1.25,9.0,25.0,61.825726141
1.25,9.0,25.0,46.473029046
1.25,9.0,25.0,49.377593361
1.25,9.0,25.0,43.153526971
1.25,9.0,25.0,59.751037344
1.25,9.0,26.0,59.336099585
1.25,9.0,26.0,58.091286307
1.25,9.0,26.0,62.2406639
1.25,9.0,26.0,55.186721992
1.25,9.0,26.0,53.526970954
1.25,9.0,26.0,61.825726141
1.25,9.0,26.0,63.900414938
1.25,9.0,26.0,60.165975104
1.25,9.0,26.0,53.941908714
1.25,9.0,26.0,73.858921162
1.25,9.0,26.0,65.975103734
1.25,9.0,26.0,51.037344398
1.25,9.0,26.0,61.410788382
1.25,9.0,26.0,55.186721992
1.25,9.0,26.0,75.10373444
1.25,9.0,26.0,57.676348548
1.25,9.0,26.0,57.676348548
1.25,9.0,26.0,70.124481328
1.25,9.0,26.0,65.560165975
1.25,9.0,26.0,63.485477178
1.25,9.0,26.0,65.560165975
1.25,9.0,26.0,83.402489627
1.25,9.0,26.0,70.539419087
1.25,9.0,26.0,73.858921162
1.25,9.0,26.0,57.676348548
1.25,9.0,26.0,68.049792531
1.25,9.0,26.0,58.506224066
1.25,9.0,26.0,70.124481328
1.25,9.0,26.0,63.485477178
1.25,9.0,26.0,73.858921162
1.25,9.0,26.0,64.730290456
1.25,9.0,26.0,76.763485477
1.25,9.0,26.0,56.43153527
1.25,9.0,26.0,47.302904564
1.25,9.0,26.0,46.473029046
1.25,9.0,26.0,63.900414938
1.25,9.0,26.0,74.68879668
1.25,9.0,26.0,54.356846473
1.25,9.0,26.0,50.622406639
1.25,9.0,26.0,70.954356846
1.25,9.0,26.0,72.614107884
1.25,9.0,26.0,78.008298755
1.25,9.0,26.0,67.219917012
1.25,9.0,26.0,68.87966805
1.25,9.0,26.0,65.975103734
1.25,9.0,26.0,64.315352697
1.25,9.0,26.0,56.01659751
1.25,9.0,26.0,52.697095436
1.25,9.0,26.0,65.560165975
1.25,9.0,26.0,52.282157676
1.25,9.0,27.0,68.049792531
1.25,9.0,27.0,60.165975104
1.25,9.0,27.0,60.165975104
1.25,9.0,27.0,51.867219917
1.25,9.0,27.0,58.921161826
1.25,9.0,27.0,50.622406639
1.25,9.0,27.0,48.962655602
1.25,9.0,27.0,63.070539419
1.25,9.0,27.0,61.410788382
1.25,9.0,27.0,52.697095436
1.25,9.0,27.0,49.79253112
1.25,9.0,27.0,65.560165975
1.25,9.0,27.0,53.112033195
1.25,9.0,27.0,59.336099585
1.25,9.0,27.0,56.846473029
1.25,9.0,27.0,56.01659751
1.25,9.0,27.0,50.622406639
1.25,9.0,27.0,61.825726141
1.25,9.0,27.0,65.560165975
1.25,9.0,27.0,58.091286307
1.25,9.0,27.0,49.79253112
1.25,9.0,27.0,52.697095436
1.25,9.0,27.0,49.79253112
1.25,9.0,27.0,52.697095436
1.25,9.0,27.0,52.282157676
1.25,9.0,27.0,70.539419087
1.25,9.0,27.0,56.43153527
1.25,9.0,27.0,59.751037344
1.25,9.0,27.0,67.634854772
1.25,9.0,27.0,58.091286307
1.25,9.0,27.0,63.900414938
1.25,9.0,27.0,67.634854772
1.25,9.0,27.0,52.282157676
1.25,9.0,27.0,61.825726141
1.25,9.0,27.0,48.962655602
1.25,9.0,27.0,60.165975104
1.25,9.0,27.0,61.410788382
1.25,9.0,27.0,63.485477178
1.25,9.0,27.0,52.697095436
1.25,9.0,27.0,48.132780083
1.25,9.0,27.0,54.771784232
1.25,9.0,27.0,55.186721992
1.25,9.0,27.0,45.643153527
1.25,9.0,27.0,43.56846473
1.25,9.0,27.0,53.941908714
1.25,9.0,27.0,58.091286307
1.25,9.0,27.0,40.663900415
1.25,9.0,27.0,77.178423237
1.25,9.0,27.0,68.049792531
1.25,9.0,27.0,62.65560166
1.25,10.0,28.0,39.834024896
1.25,10.0,28.0,31.950207469
1.25,10.0,28.0,53.941908714
1.25,10.0,28.0,57.676348548
1.25,10.0,28.0,59.751037344
1.25,10.0,28.0,44.813278008
1.25,10.0,28.0,55.186721992
1.25,10.0,28.0,49.79253112
1.25,10.0,28.0,52.697095436
1.25,10.0,28.0,57.676348548
1.25,10.0,28.0,52.697095436
1.25,10.0,28.0,60.580912863
1.25,10.0,28.0,60.580912863
1.25,10.0,28.0,48.547717842
1.25,10.0,28.0,49.79253112
1.25,10.0,28.0,54.356846473
1.25,10.0,28.0,46.887966805
1.25,10.0,28.0,36.514522822
1.25,10.0,28.0,46.473029046
1.25,10.0,28.0,48.132780083
1.25,10.0,28.0,56.846473029
1.25,10.0,28.0,51.037344398
1.25,10.0,28.0,41.078838174
1.25,10.0,28.0,34.024896266
1.25,10.0,28.0,42.738589212
1.25,10.0,28.0,46.058091286
1.25,10.0,28.0,43.153526971
1.25,10.0,28.0,42.738589212
1.25,10.0,28.0,58.091286307
1.25,10.0,28.0,51.037344398
1.25,10.0,28.0,63.485477178
1.25,10.0,28.0,53.526970954
1.25,10.0,28.0,51.037344398
1.25,10.0,28.0,58.506224066
1.25,10.0,28.0,45.643153527
1.25,10.0,28.0,59.751037344
1.25,10.0,28.0,53.941908714
1.25,10.0,28.0,44.813278008
1.25,10.0,28.0,61.825726141
1.25,10.0,28.0,45.228215768
1.25,10.0,28.0,46.887966805
1.25,10.0,28.0,53.526970954
1.25,10.0,28.0,64.315352697
1.25,10.0,28.0,53.526970954
1.25,10.0,28.0,40.248962656
1.25,10.0,28.0,41.493775934
1.25,10.0,28.0,59.751037344
1.25,10.0,28.0,53.112033195
1.25,10.0,28.0,53.941908714
1.25,10.0,28.0,61.410788382
1.25,10.0,29.0,75.518672199
1.25,10.0,29.0,75.10373444
1.25,10.0,29.0,51.452282158
1.25,10.0,29.0,55.186721992
1.25,10.0,29.0,77.593360996
1.25,10.0,29.0,58.506224066
1.25,10.0,29.0,62.65560166
1.25,10.0,29.0,59.336099585
1.25,10.0,29.0,51.452282158
1.25,10.0,29.0,52.282157676
1.25,10.0,29.0,59.336099585
1.25,10.0,29.0,51.037344398
1.25,10.0,29.0,52.282157676
1.25,10.0,29.0,56.846473029
1.25,10.0,29.0,56.43153527
1.25,10.0,29.0,70.539419087
1.25,10.0,29.0,50.20746888
1.25,10.0,29.0,58.091286307
1.25,10.0,29.0,59.751037344
1.25,10.0,29.0,64.315352697
1.25,10.0,29.0,58.506224066
1.25,10.0,29.0,63.900414938
1.25,10.0,29.0,58.506224066
1.25,10.0,29.0,61.825726141
1.25,10.0,29.0,60.995850622
1.25,10.0,29.0,59.336099585
1.25,10.0,29.0,61.410788382
1.25,10.0,29.0,58.506224066
1.25,10.0,29.0,53.941908714
1.25,10.0,29.0,51.867219917
1.25,10.0,29.0,56.01659751
1.25,10.0,29.0,51.867219917
1.25,10.0,29.0,59.336099585
1.25,10.0,29.0,53.526970954
1.25,10.0,29.0,60.580912863
1.25,10.0,29.0,59.336099585
1.25,10.0,29.0,60.165975104
1.25,10.0,29.0,58.921161826
1.25,10.0,29.0,46.887966805
1.25,10.0,29.0,46.887966805
1.25,10.0,29.0,55.601659751
1.25,10.0,29.0,44.398340249
1.25,10.0,29.0,53.941908714
1.25,10.0,29.0,51.867219917
1.25,10.0,29.0,56.01659751
1.25,10.0,29.0,48.132780083
1.25,10.0,29.0,70.954356846
1.25,10.0,29.0,50.20746888
1.25,10.0,29.0,67.219917012
1.25,10.0,29.0,46.887966805
1.25,10.0,30.0,47.302904564
1.25,10.0,30.0,43.153526971
1.25,10.0,30.0,44.813278008
1.25,10.0,30.0,47.302904564
1.25,10.0,30.0,45.643153527
1.25,10.0,30.0,56.01659751
1.25,10.0,30.0,61.825726141
1.25,10.0,30.0,62.2406639
1.25,10.0,30.0,44.813278008
1.25,10.0,30.0,55.601659751
1.25,10.0,30.0,51.037344398
1.25,10.0,30.0,44.398340249
1.25,10.0,30.0,64.315352697
1.25,10.0,30.0,39.004149378
1.25,10.0,30.0,51.452282158
1.25,10.0,30.0,41.493775934
1.25,10.0,30.0,48.547717842
1.25,10.0,30.0,44.398340249
1.25,10.0,30.0,46.058091286
1.25,10.0,30.0,37.7593361
1.25,10.0,30.0,41.493775934
1.25,10.0,30.0,43.153526971
1.25,10.0,30.0,60.165975104
1.25,10.0,30.0,42.323651452
1.25,10.0,30.0,46.887966805
1.25,10.0,30.0,60.995850622
1.25,10.0,30.0,34.439834025
1.25,10.0,30.0,56.01659751
1.25,10.0,30.0,53.526970954
1.25,10.0,30.0,38.174273859
1.25,10.0,30.0,46.058091286
1.25,10.0,30.0,59.336099585
1.25,10.0,30.0,60.165975104
1.25,10.0,30.0,58.921161826
1.25,10.0,30.0,54.356846473
1.25,10.0,30.0,60.165975104
1.25,10.0,30.0,52.282157676
1.25,10.0,30.0,58.506224066
1.25,10.0,30.0,40.663900415
1.25,10.0,30.0,57.261410788
1.25,10.0,30.0,49.79253112
1.25,10.0,30.0,35.269709544
1.25,10.0,30.0,50.20746888
1.25,10.0,30.0,63.900414938
1.25,10.0,30.0,39.834024896
1.25,10.0,30.0,60.580912863
1.25,10.0,30.0,38.589211618
1.25,10.0,30.0,58.091286307
1.25,10.0,30.0,46.058091286
1.25,10.0,30.0,53.112033195
1.25,11.0,31.0,57.261410788
1.25,11.0,31.0,61.825726141
1.25,11.0,31.0,48.962655602
1.25,11.0,31.0,57.676348548
1.25,11.0,31.0,58.091286307
1.25,11.0,31.0,26.970954357
1.25,11.0,31.0,52.697095436
1.25,11.0,31.0,55.186721992
1.25,11.0,31.0,55.601659751
1.25,11.0,31.0,69.294605809
1.25,11.0,31.0,83.402489627
1.25,11.0,31.0,50.622406639
1.25,11.0,31.0,58.921161826
1.25,11.0,31.0,56.846473029
1.25,11.0,31.0,70.124481328
1.25,11.0,31.0,58.921161826
1.25,11.0,31.0,61.410788382
1.25,11.0,31.0,67.634854772
1.25,11.0,31.0,52.697095436
1.25,11.0,31.0,37.7593361
1.25,11.0,31.0,60.580912863
1.25,11.0,31.0,59.751037344
1.25,11.0,31.0,58.506224066
1.25,11.0,31.0,60.995850622
1.25,11.0,31.0,52.697095436
1.25,11.0,31.0,63.070539419
1.25,11.0,31.0,52.282157676
1.25,11.0,31.0,39.419087137
1.25,11.0,31.0,49.79253112
1.25,11.0,31.0,46.473029046
1.25,11.0,31.0,42.738589212
1.25,11.0,31.0,55.186721992
1.25,11.0,31.0,55.601659751
1.25,11.0,31.0,49.79253112
1.25,11.0,31.0,55.186721992
1.25,11.0,31.0,48.962655602
1.25,11.0,31.0,52.697095436
1.25,11.0,31.0,43.98340249
1.25,11.0,31.0,60.165975104
1.25,11.0,31.0,46.058091286
1.25,11.0,31.0,58.506224066
1.25,11.0,31.0,53.526970954
1.25,11.0,31.0,73.858921162
1.25,11.0,31.0,38.174273859
1.25,11.0,31.0,54.771784232
1.25,11.0,31.0,69.294605809
1.25,11.0,31.0,53.526970954
1.25,11.0,31.0,28.215767635
1.25,11.0,31.0,61.410788382
1.25,11.0,31.0,49.377593361
1.25,11.0,32.0,44.398340249
1.25,11.0,32.0,46.058091286
