ID,X,Y,Z,Status,Watershed,BurrowCount,Elevation,Aspect,Slope,Dew,PercentRock,PercentShrub,Burrow
,128197.6203,1031525.011,,,,0.0,526.9,225.0,7.05,9.1,32.0,12.0,0.0
,128198.6203,1031525.011,,,,0.0,527.0,234.46,6.13,9.17,52.0,6.0,0.0
,128199.6203,1031525.011,,,,0.0,527.09,236.3,5.15,9.18,36.0,14.0,0.0
,128200.6203,1031525.011,,,,0.0,527.09,225.0,5.05,9.1,34.0,18.0,0.0
,128201.6203,1031525.011,,,,0.0,527.2,225.0,7.05,9.1,48.0,7.0,0.0
,128202.6203,1031525.011,,,,0.0,527.3,225.0,8.04,9.1,51.0,0.0,0.0
,128203.6203,1031525.011,,,,0.0,527.4,225.0,8.04,9.1,42.0,11.0,0.0
,128204.6203,1031525.011,,,,0.0,527.5,225.0,8.04,9.1,63.0,13.0,0.0
,128205.6203,1031525.011,,,,0.0,527.59,225.0,8.04,9.1,55.0,3.0,0.0
,128206.6203,1031525.011,,,,0.0,527.7,225.0,8.04,9.1,69.0,4.0,0.0
,128207.6203,1031525.011,,,,0.0,527.8,225.0,8.04,9.1,66.0,1.0,0.0
,128208.6203,1031525.011,,,,0.0,527.9,225.0,7.05,9.1,54.0,6.0,0.0
,128209.6203,1031525.011,,,,0.0,528.0,234.46,6.13,9.17,51.0,10.0,0.0
,128210.6203,1031525.011,,,,0.0,528.09,243.43,6.37,9.22,56.0,2.0,0.0
,128211.6203,1031525.011,,,,0.0,528.2,236.31,5.15,9.18,64.0,6.0,0.0
,128212.6203,1031525.011,,,,0.0,528.2,236.3,5.15,9.18,73.0,4.0,0.0
,128213.6203,1031525.011,,,,0.0,528.3,234.45,6.13,9.17,53.0,13.0,0.0
,128214.6203,1031525.011,,,,0.0,528.4,225.0,7.05,9.1,75.0,1.0,0.0
,128215.6203,1031525.011,,,,0.0,528.5,225.0,8.04,9.1,88.0,1.0,0.0
,128216.6203,1031525.011,,,,0.0,528.59,225.0,8.04,9.1,63.0,11.0,0.0
,128217.6203,1031525.011,,,,0.0,528.7,225.0,8.04,9.1,73.0,3.0,0.0
,128218.6203,1031525.011,,,,0.0,528.8,225.0,8.04,9.1,35.0,3.0,0.0
,128219.6203,1031525.011,,,,0.0,528.9,225.0,8.04,9.1,50.0,16.0,0.0
,128220.6203,1031525.011,,,,0.0,529.0,225.0,8.04,9.1,62.0,2.0,0.0
,128221.6203,1031525.011,,,,0.0,529.09,225.0,7.05,9.1,61.0,4.0,0.0
,128222.6203,1031525.011,,,,0.0,529.2,234.45,6.13,9.17,56.0,9.0,0.0
,128223.6203,1031525.011,,,,0.0,529.3,243.43,6.37,9.22,37.0,24.0,0.0
,128224.6203,1031525.011,,,,0.0,529.4,243.43,6.37,9.22,60.0,5.0,0.0
,128225.6203,1031525.011,,,,0.0,529.5,243.43,6.37,9.22,55.0,5.0,0.0
,128226.6203,1031525.011,,,,0.0,529.59,243.43,6.37,9.22,56.0,2.0,0.0
,128227.6203,1031525.011,,,,1.0,529.7,243.43,6.37,9.22,39.0,22.0,0.0
,128228.6203,1031525.011,,,,0.0,529.8,236.3,5.15,9.18,62.0,22.0,0.0
,128229.6203,1031525.011,,,,0.0,529.8,236.31,5.15,9.18,64.0,11.0,0.0
,128230.6203,1031525.011,,,,0.0,529.9,243.43,6.37,9.22,50.0,20.0,0.0
,128231.6203,1031525.011,,,,0.0,530.0,243.43,6.37,9.22,64.0,21.0,0.0
,128232.6203,1031525.011,,,,0.0,530.09,234.45,6.13,9.17,58.0,9.0,0.0
,128233.6203,1031525.011,,,,0.0,530.2,225.0,6.05,9.1,53.0,0.0,0.0
,128234.6203,1031525.011,,,,0.0,530.3,213.69,5.15,9.02,67.0,9.0,0.0
,128235.6203,1031525.011,,,,0.0,530.3,213.69,5.15,9.02,74.0,8.0,0.0
,128236.6203,1031525.011,,,,0.0,530.4,225.0,5.05,9.1,80.0,0.0,0.0
,128237.6203,1031525.011,,,,0.0,530.4,225.0,4.04,9.1,81.0,2.0,0.0
,128238.6203,1031525.011,,,,0.0,530.5,225.0,4.04,9.1,71.0,4.0,0.0
,128239.6203,1031525.011,,,,0.0,530.5,225.0,5.05,9.1,80.0,0.0,0.0
,128240.6203,1031525.011,,,,0.0,530.59,213.68,5.15,9.02,70.0,0.0,0.0
,128241.6203,1031525.011,,,,0.0,530.59,213.68,5.15,9.02,80.0,1.0,0.0
,128242.6203,1031525.011,,,,0.0,530.7,225.0,6.05,9.1,96.0,0.0,0.0
,128243.6203,1031525.011,,,,0.0,530.8,225.0,5.05,9.1,81.0,0.0,0.0
,128244.6203,1031525.011,,,,0.0,530.8,225.0,5.05,9.1,81.0,0.0,0.0
,128245.6203,1031525.011,,,,0.0,530.9,225.0,6.05,9.1,26.0,55.0,0.0
,128246.6203,1031525.011,,,,0.0,531.0,225.0,5.05,9.1,31.0,31.0,0.0
,128247.6203,1031525.011,,,,0.0,531.0,225.0,4.04,9.1,34.0,48.0,0.0
,128248.6203,1031525.011,,,,0.0,531.09,225.0,4.04,9.1,66.0,5.0,0.0
,128249.6203,1031525.011,,,,3.0,531.09,225.0,4.04,9.1,59.0,19.0,0.0
,128250.6203,1031525.011,,,,0.0,531.2,225.0,4.04,9.1,66.0,9.0,0.0
,128251.6203,1031525.011,,,,1.0,531.2,225.0,4.04,9.1,69.0,17.0,0.0
,128252.6203,1031525.011,,,,0.0,531.3,206.56,3.19,8.96,62.0,8.0,0.0
,128253.6203,1031525.011,,,,0.0,531.3,206.56,3.19,8.96,74.0,1.0,0.0
,128254.6203,1031525.011,,,,0.0,531.3,206.56,3.2,8.96,72.0,0.0,0.0
,128255.6203,1031525.011,,,,0.0,531.3,206.56,3.2,8.96,80.0,2.0,0.0
,128256.6203,1031525.011,,,,0.0,531.4,206.56,3.2,8.96,93.0,2.0,0.0
,128257.6203,1031525.011,,,,0.0,531.4,180.0,2.86,8.75,81.0,0.0,0.0
,128258.6203,1031525.011,,,,0.0,531.4,180.0,2.86,8.75,76.0,6.0,0.0
,128259.6203,1031525.011,,,,0.0,531.4,180.0,2.86,8.75,62.0,16.0,0.0
,128260.6203,1031525.011,,,,0.0,531.4,135.0,3.03,8.46,75.0,6.0,0.0
,128261.6203,1031525.011,,,,0.0,531.3,108.43,2.26,8.4,74.0,8.0,0.0
,128262.6203,1031525.011,,,,0.0,531.3,108.43,2.26,8.4,91.0,0.0,0.0
,128263.6203,1031525.011,,,,0.0,531.2,116.56,3.19,8.41,63.0,8.0,0.0
,128264.6203,1031525.011,,,,0.0,531.2,116.56,3.2,8.41,63.0,9.0,0.0
,128265.6203,1031525.011,,,,0.0,531.09,113.19,5.43,8.4,69.0,13.0,0.0
,128266.6203,1031525.011,,,,0.0,531.0,116.56,6.37,8.41,49.0,17.0,0.0
,128267.6203,1031525.011,,,,0.0,530.9,108.43,6.76,8.4,40.0,11.0,0.0
,128268.6203,1031525.011,,,,0.0,530.8,96.33,6.45,8.41,21.0,54.0,0.0
,128269.6203,1031525.011,,,,0.0,530.7,96.33,6.45,8.41,33.0,24.0,0.0
,128270.6203,1031525.011,,,,1.0,530.59,99.46,8.64,8.4,45.0,16.0,0.0
,128271.6203,1031525.011,,,,1.0,530.4,95.19,7.86,8.41,74.0,9.0,0.0
,128272.6203,1031525.011,,,,0.0,530.3,96.34,6.45,8.41,72.0,3.0,0.0
,128273.6203,1031525.011,,,,0.0,530.2,99.46,8.64,8.4,69.0,4.0,0.0
,128274.6203,1031525.011,,,,0.0,530.0,95.19,7.86,8.41,79.0,1.0,0.0
,128275.6203,1031525.011,,,,0.0,529.9,90.0,8.53,8.42,86.0,0.0,0.0
,128276.6203,1031525.011,,,,0.0,529.7,90.0,8.53,8.42,79.0,6.0,0.0
,128277.6203,1031525.011,,,,0.0,529.59,90.0,8.53,8.42,97.0,1.0,0.0
,128278.6203,1031525.011,,,,0.0,529.4,86.18,10.64,8.43,84.0,0.0,0.0
,128279.6203,1031525.011,,,,0.0,529.2,77.01,9.46,8.48,89.0,0.0,0.0
,128280.6203,1031525.011,,,,0.0,529.09,77.0,9.46,8.48,48.0,30.0,0.0
,128281.6203,1031525.011,,,,0.0,528.9,86.18,10.64,8.43,54.0,14.0,0.0
,128282.6203,1031525.011,,,,0.0,528.7,86.63,12.01,8.43,60.0,8.0,0.0
,128283.6203,1031525.011,,,,0.0,528.5,79.99,12.17,8.46,58.0,26.0,0.0
,128284.6203,1031525.011,,,,0.0,528.3,75.96,11.64,8.48,41.0,29.0,0.0
,128285.6203,1031525.011,,,,0.0,528.09,77.47,12.97,8.48,68.0,15.0,0.0
,128286.6203,1031525.011,,,,0.0,527.8,78.68,14.3,8.47,52.0,14.0,0.0
,128287.6203,1031525.011,,,,0.0,527.59,78.68,14.3,8.47,85.0,0.0,0.0
,128288.6203,1031525.011,,,,0.0,527.3,75.25,13.79,8.49,69.0,10.0,0.0
,128289.6203,1031525.011,,,,0.0,527.09,73.29,14.62,8.5,79.0,5.0,0.0
,128290.6203,1031525.011,,,,0.0,526.8,76.6,15.1,8.48,62.0,16.0,0.0
,128291.6203,1031525.011,,,,0.0,526.59,76.6,15.1,8.48,42.0,12.0,0.0
,128292.6203,1031525.011,,,,0.0,526.3,74.74,15.9,8.49,45.0,9.0,0.0
,128293.6203,1031525.011,,,,0.0,526.0,76.6,15.1,8.48,19.0,37.0,0.0
,128294.6203,1031525.011,,,,0.0,525.8,76.61,15.1,8.48,31.0,8.0,0.0
,128295.6203,1031525.011,,,,0.0,525.5,73.07,16.72,8.5,20.0,35.0,0.0
,128296.6203,1031525.011,,,,0.0,525.2,71.56,17.54,8.51,68.0,16.0,0.0
,128297.6203,1031525.011,,,,0.0,524.9,73.07,16.72,8.5,58.0,18.0,0.0
,128298.6203,1031525.011,,,,0.0,524.59,76.6,15.1,8.48,61.0,7.0,0.0
,128299.6203,1031525.011,,,,0.0,524.4,76.6,15.1,8.48,58.0,20.0,0.0
,128300.6203,1031525.011,,,,0.0,524.09,73.07,16.72,8.5,23.0,43.0,0.0
,128301.6203,1031525.011,,,,0.0,523.8,71.56,17.54,8.51,72.0,0.0,0.0
,128302.6203,1031525.011,,,,0.0,523.5,71.56,17.54,8.51,85.0,0.0,0.0
,128303.6203,1031525.011,,,,0.0,523.2,71.56,17.54,8.51,76.0,3.0,0.0
,128304.6203,1031525.011,,,,0.0,522.9,71.56,17.54,8.51,72.0,14.0,0.0
,128305.6203,1031525.011,,,,0.0,522.59,71.56,17.54,8.51,65.0,2.0,0.0
,128306.6203,1031525.011,,,,0.0,522.3,71.56,17.54,8.51,19.0,65.0,0.0
,128307.6203,1031525.011,,,,0.0,522.0,73.07,16.72,8.5,53.0,22.0,0.0
,128308.6203,1031525.011,,,,0.0,521.7,77.73,16.39,8.47,62.0,17.0,0.0
,128309.6203,1031525.011,,,,0.0,521.4,79.69,15.61,8.46,81.0,9.0,0.0
,128310.6203,1031525.011,,,,1.0,521.2,76.6,15.1,8.48,31.0,53.0,0.0
,128311.6203,1031525.011,,,,0.0,520.9,74.74,15.91,8.49,59.0,21.0,0.0
,128312.6203,1031525.011,,,,0.0,520.59,76.6,15.1,8.48,58.0,18.0,0.0
,128313.6203,1031525.011,,,,0.0,520.4,78.68,14.3,8.47,55.0,20.0,0.0
,128314.6203,1031525.011,,,,0.0,520.09,78.68,14.3,8.47,50.0,33.0,0.0
,128315.6203,1031525.011,,,,0.0,519.9,78.68,14.3,8.47,61.0,29.0,0.0
,128316.6203,1031525.011,,,,0.0,519.59,78.68,14.3,8.47,67.0,17.0,0.0
,128317.6203,1031525.011,,,,0.0,519.4,77.46,12.97,8.48,55.0,23.0,0.0
,128318.6203,1031525.011,,,,1.0,519.2,77.46,12.97,8.48,56.0,16.0,0.0
,128319.6203,1031525.011,,,,0.0,518.9,81.02,13.51,8.46,47.0,23.0,0.0
,128320.6203,1031525.011,,,,0.0,518.7,86.63,12.01,8.43,70.0,12.0,0.0
,128321.6203,1031525.011,,,,0.0,518.5,90.0,11.31,8.42,58.0,17.0,0.0
,128322.6203,1031525.011,,,,0.0,518.3,93.81,10.64,8.41,60.0,11.0,0.0
,128323.6203,1031525.011,,,,0.0,518.09,102.99,9.46,8.4,60.0,18.0,0.0
,128324.6203,1031525.011,,,,0.0,518.0,105.94,10.31,8.4,73.0,12.0,0.0
,128325.6203,1031525.011,,,,0.0,517.8,104.03,11.64,8.4,66.0,15.0,0.0
,128326.6203,1031525.011,,,,0.0,517.59,108.43,11.17,8.4,59.0,2.0,0.0
,128327.6203,1031525.011,,,,1.0,517.4,113.19,10.77,8.4,83.0,0.0,0.0
,128328.6203,1031525.011,,,,1.0,517.2,111.03,9.87,8.4,98.0,0.0,0.0
,128329.6203,1031525.011,,,,0.0,517.09,102.99,9.46,8.4,86.0,0.0,0.0
,128330.6203,1031525.011,,,,0.0,516.9,90.0,8.53,8.42,29.0,15.0,0.0
,128331.6203,1031525.011,,,,0.0,516.8,71.56,6.76,8.51,46.0,3.0,0.0
,128332.6203,1031525.011,,,,0.0,516.7,63.43,6.37,8.58,96.0,0.0,0.0
,128333.6203,1031525.011,,,,0.0,516.59,54.46,6.13,8.67,81.0,8.0,0.0
,128334.6203,1031525.011,,,,0.0,516.5,45.0,7.05,8.79,72.0,8.0,0.0
,128335.6203,1031525.011,,,,0.0,516.4,26.56,6.37,9.11,23.0,44.0,0.0
,128336.6203,1031525.011,,,,2.0,516.4,0.0,5.71,9.76,15.0,26.0,0.0
,128337.6203,1031525.011,,,,0.0,516.4,0.0,5.71,9.76,13.0,40.0,0.0
,128338.6203,1031525.011,,,,0.0,516.4,0.0,5.71,9.76,5.0,56.0,0.0
,128339.6203,1031525.011,,,,0.0,516.4,353.66,6.45,8.92,7.0,47.0,0.0
,128340.6203,1031525.011,,,,0.0,516.4,338.19,7.66,9.12,0.0,96.0,0.0
,128341.6203,1031525.011,,,,0.0,516.5,329.03,8.29,9.21,0.0,100.0,0.0
,128342.6203,1031525.011,,,,0.0,516.59,335.55,8.58,9.15,2.0,88.0,0.0
,128343.6203,1031525.011,,,,0.0,516.59,333.43,9.52,9.17,35.0,36.0,0.0
,128344.6203,1031525.011,,,,0.0,516.7,320.19,11.04,9.28,51.0,29.0,0.0
,128195.6203,1031524.011,,,,0.0,526.59,225.0,8.04,9.1,46.0,3.0,0.0
,128196.6203,1031524.011,,,,0.0,526.7,225.0,8.04,9.1,46.0,4.0,0.0
,128197.6203,1031524.011,,,,0.0,526.8,225.0,8.04,9.1,41.0,4.0,0.0
,128198.6203,1031524.011,,,,0.0,526.9,225.0,8.04,9.1,47.0,0.0,0.0
,128199.6203,1031524.011,,,,0.0,527.0,225.0,7.05,9.1,47.0,12.0,0.0
,128200.6203,1031524.011,,,,0.0,527.09,225.0,5.05,9.1,61.0,8.0,0.0
,128201.6203,1031524.011,,,,0.0,527.09,225.0,5.05,9.1,38.0,13.0,0.0
,128202.6203,1031524.011,,,,0.0,527.2,225.0,7.05,9.1,46.0,6.0,0.0
,128203.6203,1031524.011,,,,0.0,527.3,225.0,8.04,9.1,53.0,4.0,0.0
,128204.6203,1031524.011,,,,0.0,527.4,225.0,8.04,9.1,44.0,1.0,0.0
,128205.6203,1031524.011,,,,0.0,527.5,225.0,8.04,9.1,52.0,0.0,0.0
,128206.6203,1031524.011,,,,0.0,527.59,225.0,8.04,9.1,29.0,42.0,0.0
,128207.6203,1031524.011,,,,0.0,527.7,225.0,8.04,9.1,57.0,13.0,0.0
,128208.6203,1031524.011,,,,0.0,527.8,225.0,8.04,9.1,73.0,8.0,0.0
,128209.6203,1031524.011,,,,0.0,527.9,225.0,8.04,9.1,52.0,5.0,0.0
,128210.6203,1031524.011,,,,0.0,528.0,225.0,8.04,9.1,47.0,8.0,0.0
,128211.6203,1031524.011,,,,0.0,528.09,225.0,7.05,9.1,57.0,1.0,0.0
,128212.6203,1031524.011,,,,0.0,528.2,234.45,6.13,9.17,57.0,2.0,0.0
,128213.6203,1031524.011,,,,0.0,528.3,236.3,5.15,9.18,13.0,63.0,0.0
,128214.6203,1031524.011,,,,0.0,528.3,236.31,5.15,9.18,66.0,6.0,0.0
,128215.6203,1031524.011,,,,0.0,528.4,243.43,6.37,9.22,63.0,16.0,0.0
,128216.6203,1031524.011,,,,0.0,528.5,234.46,6.13,9.17,68.0,11.0,0.0
,128217.6203,1031524.011,,,,0.0,528.59,225.0,7.05,9.1,76.0,3.0,0.0
,128218.6203,1031524.011,,,,0.0,528.7,225.0,8.04,9.1,58.0,3.0,0.0
,128219.6203,1031524.011,,,,0.0,528.8,225.0,8.04,9.1,42.0,4.0,0.0
,128220.6203,1031524.011,,,,0.0,528.9,225.0,8.04,9.1,66.0,0.0,0.0
,128221.6203,1031524.011,,,,0.0,529.0,225.0,8.04,9.1,67.0,3.0,0.0
,128222.6203,1031524.011,,,,0.0,529.09,225.0,8.04,9.1,67.0,2.0,0.0
,128223.6203,1031524.011,,,,0.0,529.2,225.0,8.04,9.1,57.0,4.0,0.0
,128224.6203,1031524.011,,,,0.0,529.3,225.0,8.04,9.1,72.0,1.0,0.0
,128225.6203,1031524.011,,,,0.0,529.4,225.0,8.04,9.1,66.0,2.0,0.0
,128226.6203,1031524.011,,,,0.0,529.5,225.0,8.04,9.1,60.0,10.0,0.0
,128227.6203,1031524.011,,,,0.0,529.59,225.0,8.04,9.1,64.0,7.0,0.0
,128228.6203,1031524.011,,,,1.0,529.7,225.0,7.05,9.1,61.0,16.0,0.0
,128229.6203,1031524.011,,,,0.0,529.8,234.46,6.13,9.17,28.0,49.0,0.0
,128230.6203,1031524.011,,,,0.0,529.9,243.43,6.37,9.22,68.0,4.0,0.0
,128231.6203,1031524.011,,,,0.0,530.0,243.43,6.37,9.22,43.0,18.0,0.0
,128232.6203,1031524.011,,,,0.0,530.09,236.3,5.15,9.18,44.0,32.0,0.0
,128233.6203,1031524.011,,,,0.0,530.09,225.0,5.05,9.1,68.0,0.0,0.0
,128234.6203,1031524.011,,,,0.0,530.2,213.69,5.15,9.02,50.0,17.0,0.0
,128235.6203,1031524.011,,,,0.0,530.2,213.69,5.15,9.02,55.0,10.0,0.0
,128236.6203,1031524.011,,,,0.0,530.3,225.0,6.05,9.1,81.0,1.0,0.0
,128237.6203,1031524.011,,,,0.0,530.4,213.68,5.15,9.02,89.0,0.0,0.0
,128238.6203,1031524.011,,,,0.0,530.4,213.68,5.15,9.02,69.0,2.0,0.0
,128239.6203,1031524.011,,,,0.0,530.5,225.0,5.05,9.1,80.0,0.0,0.0
,128240.6203,1031524.011,,,,0.0,530.5,225.0,4.04,9.1,55.0,9.0,0.0
,128241.6203,1031524.011,,,,0.0,530.59,225.0,4.04,9.1,85.0,1.0,0.0
,128242.6203,1031524.011,,,,0.0,530.59,225.0,5.05,9.1,68.0,8.0,0.0
,128243.6203,1031524.011,,,,0.0,530.7,225.0,6.05,9.1,71.0,5.0,0.0
,128244.6203,1031524.011,,,,0.0,530.8,225.0,5.05,9.1,97.0,0.0,0.0
,128245.6203,1031524.011,,,,0.0,530.8,225.0,5.05,9.1,37.0,35.0,0.0
,128246.6203,1031524.011,,,,0.0,530.9,225.0,6.05,9.1,48.0,26.0,0.0
,128247.6203,1031524.011,,,,0.0,531.0,213.69,5.15,9.02,42.0,32.0,0.0
,128248.6203,1031524.011,,,,0.0,531.0,213.69,5.14,9.02,37.0,40.0,0.0
,128249.6203,1031524.011,,,,0.0,531.09,225.0,5.05,9.1,51.0,25.0,0.0
,128250.6203,1031524.011,,,,0.0,531.09,225.0,4.04,9.1,73.0,9.0,0.0
,128251.6203,1031524.011,,,,0.0,531.2,210.96,4.16,8.99,85.0,4.0,0.0
,128252.6203,1031524.011,,,,0.0,531.2,198.43,4.52,8.89,83.0,1.0,0.0
,128253.6203,1031524.011,,,,0.0,531.2,210.96,4.16,8.99,84.0,2.0,0.0
,128254.6203,1031524.011,,,,1.0,531.3,206.56,3.19,8.96,86.0,1.0,0.0
,128255.6203,1031524.011,,,,0.0,531.3,206.56,3.19,8.96,77.0,3.0,0.0
,128256.6203,1031524.011,,,,0.0,531.3,206.56,3.2,8.96,86.0,0.0,0.0
,128257.6203,1031524.011,,,,0.0,531.3,180.0,2.86,8.75,80.0,0.0,0.0
,128258.6203,1031524.011,,,,0.0,531.3,180.0,2.86,8.75,88.0,0.0,0.0
,128259.6203,1031524.011,,,,0.0,531.3,180.0,2.86,8.75,82.0,0.0,0.0
,128260.6203,1031524.011,,,,0.0,531.3,161.56,2.26,8.61,75.0,3.0,0.0
,128261.6203,1031524.011,,,,0.0,531.3,135.0,2.02,8.46,80.0,3.0,0.0
,128262.6203,1031524.011,,,,0.0,531.3,116.56,3.19,8.41,80.0,1.0,0.0
,128263.6203,1031524.011,,,,0.0,531.2,116.56,3.19,8.41,61.0,7.0,0.0
,128264.6203,1031524.011,,,,0.0,531.2,120.96,4.16,8.42,59.0,9.0,0.0
,128265.6203,1031524.011,,,,0.0,531.09,116.56,6.37,8.41,69.0,7.0,0.0
,128266.6203,1031524.011,,,,0.0,531.0,116.56,6.37,8.41,68.0,9.0,0.0
,128267.6203,1031524.011,,,,0.0,530.9,116.56,6.37,8.41,48.0,20.0,0.0
,128268.6203,1031524.011,,,,1.0,530.8,116.56,6.37,8.41,59.0,7.0,0.0
,128269.6203,1031524.011,,,,0.0,530.7,111.8,7.66,8.4,37.0,42.0,0.0
,128270.6203,1031524.011,,,,0.0,530.5,105.25,8.11,8.4,38.0,25.0,0.0
,128271.6203,1031524.011,,,,0.0,530.4,101.3,7.26,8.4,92.0,0.0,0.0
,128272.6203,1031524.011,,,,1.0,530.3,105.25,8.11,8.4,88.0,0.0,0.0
,128273.6203,1031524.011,,,,0.0,530.09,105.25,8.11,8.4,73.0,7.0,0.0
,128274.6203,1031524.011,,,,0.0,530.0,96.34,6.45,8.41,82.0,0.0,0.0
,128275.6203,1031524.011,,,,0.0,529.9,90.0,8.53,8.42,83.0,3.0,0.0
,128276.6203,1031524.011,,,,0.0,529.7,90.0,8.53,8.42,84.0,2.0,0.0
,128277.6203,1031524.011,,,,0.0,529.59,90.0,8.53,8.42,72.0,7.0,0.0
,128278.6203,1031524.011,,,,0.0,529.4,85.6,9.25,8.44,65.0,13.0,0.0
,128279.6203,1031524.011,,,,0.0,529.3,80.54,8.64,8.46,65.0,4.0,0.0
,128280.6203,1031524.011,,,,0.0,529.09,81.87,10.02,8.45,44.0,19.0,0.0
,128281.6203,1031524.011,,,,0.0,528.9,78.69,10.82,8.47,33.0,28.0,0.0
,128282.6203,1031524.011,,,,0.0,528.7,75.96,11.64,8.48,51.0,15.0,0.0
,128283.6203,1031524.011,,,,0.0,528.5,75.96,11.64,8.48,50.0,24.0,0.0
,128284.6203,1031524.011,,,,0.0,528.3,75.96,11.64,8.48,46.0,17.0,0.0
,128285.6203,1031524.011,,,,0.0,528.09,77.46,12.97,8.48,53.0,17.0,0.0
,128286.6203,1031524.011,,,,0.0,527.9,78.68,14.3,8.47,60.0,7.0,0.0
,128287.6203,1031524.011,,,,0.0,527.59,75.25,13.79,8.49,68.0,4.0,0.0
,128288.6203,1031524.011,,,,0.0,527.4,71.56,13.34,8.51,58.0,15.0,0.0
,128289.6203,1031524.011,,,,0.0,527.2,73.29,14.62,8.5,78.0,5.0,0.0
,128290.6203,1031524.011,,,,0.0,526.9,74.74,15.91,8.49,55.0,27.0,0.0
,128291.6203,1031524.011,,,,0.0,526.59,76.6,15.1,8.48,44.0,10.0,0.0
,128292.6203,1031524.011,,,,0.0,526.4,76.6,15.1,8.48,39.0,10.0,0.0
,128293.6203,1031524.011,,,,0.0,526.09,74.74,15.91,8.49,31.0,31.0,0.0
,128294.6203,1031524.011,,,,0.0,525.8,76.6,15.1,8.48,36.0,8.0,0.0
,128295.6203,1031524.011,,,,0.0,525.59,76.6,15.1,8.48,53.0,22.0,0.0
,128296.6203,1031524.011,,,,0.0,525.3,73.07,16.72,8.5,29.0,44.0,0.0
,128297.6203,1031524.011,,,,0.0,525.0,71.56,17.54,8.51,51.0,25.0,0.0
,128298.6203,1031524.011,,,,0.0,524.7,73.07,16.72,8.5,57.0,7.0,0.0
,128299.6203,1031524.011,,,,0.0,524.4,76.6,15.1,8.48,62.0,11.0,0.0
,128300.6203,1031524.011,,,,0.0,524.2,76.6,15.1,8.48,41.0,35.0,0.0
,128301.6203,1031524.011,,,,0.0,523.9,73.07,16.72,8.5,27.0,8.0,0.0
,128302.6203,1031524.011,,,,0.0,523.59,71.56,17.54,8.51,72.0,0.0,0.0
,128303.6203,1031524.011,,,,0.0,523.3,71.56,17.54,8.51,47.0,1.0,0.0
,128304.6203,1031524.011,,,,0.0,523.0,71.56,17.54,8.51,82.0,11.0,0.0
,128305.6203,1031524.011,,,,0.0,522.7,71.56,17.54,8.51,56.0,17.0,0.0
,128306.6203,1031524.011,,,,0.0,522.4,71.56,17.54,8.51,82.0,5.0,0.0
,128307.6203,1031524.011,,,,0.0,522.09,71.56,17.54,8.51,60.0,23.0,0.0
,128308.6203,1031524.011,,,,0.0,521.8,71.56,17.54,8.51,60.0,11.0,0.0
,128309.6203,1031524.011,,,,0.0,521.5,73.07,16.72,8.5,33.0,32.0,0.0
,128310.6203,1031524.011,,,,0.0,521.2,76.61,15.1,8.48,20.0,46.0,0.0
,128311.6203,1031524.011,,,,0.0,521.0,79.69,15.61,8.46,30.0,34.0,0.0
,128312.6203,1031524.011,,,,0.0,520.7,79.69,15.61,8.46,43.0,34.0,0.0
,128313.6203,1031524.011,,,,0.0,520.4,78.68,14.3,8.47,70.0,13.0,0.0
,128314.6203,1031524.011,,,,1.0,520.2,78.68,14.3,8.47,66.0,14.0,0.0
,128315.6203,1031524.011,,,,0.0,519.9,78.68,14.3,8.47,66.0,10.0,0.0
,128316.6203,1031524.011,,,,0.0,519.7,78.68,14.3,8.47,44.0,33.0,0.0
,128317.6203,1031524.011,,,,0.0,519.4,81.02,13.51,8.46,59.0,19.0,0.0
,128318.6203,1031524.011,,,,0.0,519.2,83.66,12.75,8.44,55.0,10.0,0.0
,128319.6203,1031524.011,,,,0.0,519.0,81.02,13.51,8.46,65.0,10.0,0.0
,128320.6203,1031524.011,,,,1.0,518.7,81.02,13.51,8.46,55.0,15.0,0.0
,128321.6203,1031524.011,,,,1.0,518.5,86.63,12.01,8.43,30.0,46.0,0.0
,128322.6203,1031524.011,,,,0.0,518.3,90.0,11.31,8.42,90.0,5.0,0.0
,128323.6203,1031524.011,,,,0.0,518.09,93.81,10.64,8.41,86.0,1.0,0.0
,128324.6203,1031524.011,,,,0.0,517.9,101.3,10.82,8.4,89.0,0.0,0.0
,128325.6203,1031524.011,,,,0.0,517.7,104.03,11.64,8.4,85.0,3.0,0.0
,128326.6203,1031524.011,,,,0.0,517.5,104.03,11.64,8.4,93.0,0.0,0.0
,128327.6203,1031524.011,,,,0.0,517.3,105.94,10.31,8.4,60.0,0.0,0.0
,128328.6203,1031524.011,,,,0.0,517.2,108.43,8.98,8.4,98.0,0.0,0.0
,128329.6203,1031524.011,,,,0.0,517.0,105.25,8.11,8.4,89.0,4.0,0.0
,128330.6203,1031524.011,,,,1.0,516.9,96.33,6.45,8.41,49.0,11.0,0.0
,128331.6203,1031524.011,,,,0.0,516.8,90.0,5.71,8.42,32.0,24.0,0.0
,128332.6203,1031524.011,,,,0.0,516.7,81.86,5.05,8.45,61.0,25.0,0.0
,128333.6203,1031524.011,,,,0.0,516.59,59.03,4.16,8.62,78.0,2.0,0.0
,128334.6203,1031524.011,,,,0.0,516.59,45.0,5.05,8.79,72.0,3.0,0.0
,128335.6203,1031524.011,,,,0.0,516.5,23.19,5.43,9.18,5.0,64.0,0.0
,128336.6203,1031524.011,,,,1.0,516.5,0.0,5.7,9.76,0.0,72.0,0.0
