CONT,ID,ISO,NAME,ISONAME,region,pop,popAGR,popUrban,totalFR,AdolescentFPpct,AdolescentFPyear,AdultLiteracypct,MaleSchoolpct,FemaleSchoolpct,GNI,PopPovertypct,PopPovertyYear
95.0,888.0,784.0,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,EMR,4495823.0,0.058134000747,0.855,2.5,,,0.773,0.84,0.82,21000.0,,
95.0,905.0,792.0,TURKEY,TURKEY,EUR,73192838.0,0.014364472005,0.673,2.4,0.114,2000.0,0.883,0.89,0.84,7680.0,,2000.0
95.0,909.0,795.0,TURKMENISTAN,TURKMENISTAN,EUR,4833266.0,0.012892177415,0.458,2.7,0.048,1998.0,0.988,,,6910.0,0.121,1998.0
95.0,931.0,860.0,UZBEKISTAN,UZBEKISTAN,EUR,26593123.0,0.013506689542,0.364,2.7,0.041,2000.0,0.993,,,1860.0,0.173,2000.0
95.0,945.0,704.0,VIETNAM,VIET NAM,WPR,84238231.0,0.012844842893,0.267,2.3,0.059,2001.0,0.903,0.98,0.92,2700.0,,2000.0
95.0,965.0,887.0,YEMEN,YEMEN,EMR,20974655.0,0.029377539301,0.263,6.0,,,0.49,0.84,0.59,820.0,0.157,1998.0
96.0,63.0,583.0,MICRONESIA,"MICRONESIA, FEDERATED STATES OF",WPR,110487.0,0.0022875937633,0.3,4.3,,,,,,,,
96.0,73.0,584.0,MARSHALL ISLANDS,MARSHALL ISLANDS,WPR,61963.0,0.015893136445,0.667,4.4,,,,0.77,0.75,,,
96.0,75.0,585.0,PALAU,PALAU,WPR,19949.0,0.013287491639,0.682,1.4,,,,0.98,0.94,,,
96.0,155.0,36.0,ASHMORE/CARTIER,AUSTRALIA,WPR,20155129.0,0.010633765174,0.927,1.7,0.05,2000.0,,0.96,0.97,29200.0,,
96.0,160.0,36.0,AUSTRALIA,AUSTRALIA,WPR,20155129.0,0.010633765174,0.927,1.7,0.05,2000.0,,0.96,0.97,29200.0,,
96.0,229.0,90.0,SOLOMON ISLANDS,SOLOMON ISLANDS,WPR,477742.0,0.025012323892,0.171,4.2,,,,,,1760.0,,
96.0,293.0,184.0,COOK ISLANDS,COOK ISLANDS,WPR,17954.0,-0.0098516808008,0.733,2.6,,,,,,,,
96.0,294.0,36.0,CORAL SEA ISLANDS,AUSTRALIA,WPR,20155129.0,0.010633765174,0.927,1.7,0.05,2000.0,,0.96,0.97,29200.0,,
96.0,338.0,242.0,FIJI,FIJI,WPR,847706.0,0.009107631752,0.532,2.9,,,0.929,1.0,1.0,5770.0,,
96.0,398.0,296.0,KIRIBATI,KIRIBATI,WPR,99350.0,0.019412539207,0.502,4.1,,,,,,,,
96.0,621.0,520.0,NAURU,NAURU,WPR,13635.0,0.02205856798,1.0,3.8,,,,0.8,0.82,,,
96.0,651.0,548.0,VANUATU,VANUATU,WPR,211367.0,0.01872758418,0.237,4.0,,,0.74,0.93,0.95,2790.0,,
96.0,660.0,554.0,NEW ZEALAND,NEW ZEALAND,WPR,4028384.0,0.0087136750837,0.86,2.0,0.072,2000.0,,1.0,1.0,22130.0,,
96.0,672.0,570.0,NIUE,NIUE,WPR,1445.0,-0.019500386558,0.367,2.8,,,,0.99,0.98,,,
96.0,712.0,598.0,PAPUA NEW GUINEA,PAPUA NEW GUINEA,WPR,5887138.0,0.021034816395,0.132,3.9,,,0.573,0.79,0.69,2300.0,,
96.0,886.0,776.0,TONGA,TONGA,WPR,102311.0,0.0051610797826,0.34,3.4,,,0.989,1.0,1.0,7220.0,,
96.0,908.0,798.0,TUVALU,TUVALU,WPR,10441.0,0.0057982441589,0.57,3.7,,,,,,,,
96.0,963.0,882.0,SAMOA,SAMOA,WPR,184984.0,0.0088522634545,0.225,4.3,,,0.987,0.99,0.96,5670.0,,
