COUNTRY,STATE,COUNTY,ACTUAL,PREDICT,PRODTYPE,PRODUCT,YEAR,QUARTER,MONTH,MONYR
U.S.A.,Florida,,341.0,167.0,OFFICE,CHAIR,1998.0,3.0,1994-07-01,1998-07-01
U.S.A.,Florida,,1091.0,126.0,OFFICE,CHAIR,1998.0,3.0,1994-08-01,1998-08-01
U.S.A.,Florida,,1578.0,1945.0,OFFICE,CHAIR,1998.0,3.0,1994-09-01,1998-09-01
U.S.A.,Florida,,1756.0,1952.0,OFFICE,CHAIR,1998.0,4.0,1994-10-01,1998-10-01
U.S.A.,Florida,,887.0,1043.0,OFFICE,CHAIR,1998.0,4.0,1994-11-01,1998-11-01
U.S.A.,Florida,,141.0,1772.0,OFFICE,CHAIR,1998.0,4.0,1994-12-01,1998-12-01
U.S.A.,Florida,,316.0,728.0,OFFICE,DESK,1998.0,1.0,1994-01-01,1998-01-01
U.S.A.,Florida,,784.0,1411.0,OFFICE,DESK,1998.0,1.0,1994-02-01,1998-02-01
U.S.A.,Florida,,1997.0,1880.0,OFFICE,DESK,1998.0,1.0,1994-03-01,1998-03-01
U.S.A.,Florida,,1610.0,1930.0,OFFICE,DESK,1998.0,2.0,1994-04-01,1998-04-01
U.S.A.,Florida,,724.0,1415.0,OFFICE,DESK,1998.0,2.0,1994-05-01,1998-05-01
U.S.A.,Florida,,281.0,1788.0,OFFICE,DESK,1998.0,2.0,1994-06-01,1998-06-01
U.S.A.,Florida,,879.0,282.0,OFFICE,DESK,1998.0,3.0,1994-07-01,1998-07-01
U.S.A.,Florida,,1119.0,387.0,OFFICE,DESK,1998.0,3.0,1994-08-01,1998-08-01
U.S.A.,Florida,,1755.0,560.0,OFFICE,DESK,1998.0,3.0,1994-09-01,1998-09-01
U.S.A.,Florida,,1028.0,1348.0,OFFICE,DESK,1998.0,4.0,1994-10-01,1998-10-01
U.S.A.,Florida,,1674.0,524.0,OFFICE,DESK,1998.0,4.0,1994-11-01,1998-11-01
U.S.A.,Florida,,1356.0,292.0,OFFICE,DESK,1998.0,4.0,1994-12-01,1998-12-01
U.S.A.,Florida,,1581.0,750.0,FURNITURE,SOFA,1998.0,1.0,1994-01-01,1998-01-01
U.S.A.,Florida,,386.0,252.0,FURNITURE,SOFA,1998.0,1.0,1994-02-01,1998-02-01
U.S.A.,Florida,,1375.0,1873.0,FURNITURE,SOFA,1998.0,1.0,1994-03-01,1998-03-01
U.S.A.,Florida,,1858.0,1869.0,FURNITURE,SOFA,1998.0,2.0,1994-04-01,1998-04-01
U.S.A.,Florida,,760.0,673.0,FURNITURE,SOFA,1998.0,2.0,1994-05-01,1998-05-01
U.S.A.,Florida,,694.0,249.0,FURNITURE,SOFA,1998.0,2.0,1994-06-01,1998-06-01
U.S.A.,Florida,,828.0,903.0,FURNITURE,SOFA,1998.0,3.0,1994-07-01,1998-07-01
U.S.A.,Florida,,61.0,732.0,FURNITURE,SOFA,1998.0,3.0,1994-08-01,1998-08-01
U.S.A.,Florida,,480.0,823.0,FURNITURE,SOFA,1998.0,3.0,1994-09-01,1998-09-01
U.S.A.,Florida,,1296.0,1526.0,FURNITURE,SOFA,1998.0,4.0,1994-10-01,1998-10-01
U.S.A.,Florida,,1791.0,681.0,FURNITURE,SOFA,1998.0,4.0,1994-11-01,1998-11-01
U.S.A.,Florida,,1782.0,1553.0,FURNITURE,SOFA,1998.0,4.0,1994-12-01,1998-12-01
U.S.A.,Florida,,690.0,353.0,FURNITURE,BED,1998.0,1.0,1994-01-01,1998-01-01
U.S.A.,Florida,,1925.0,1083.0,FURNITURE,BED,1998.0,1.0,1994-02-01,1998-02-01
U.S.A.,Florida,,226.0,1618.0,FURNITURE,BED,1998.0,1.0,1994-03-01,1998-03-01
U.S.A.,Florida,,850.0,620.0,FURNITURE,BED,1998.0,2.0,1994-04-01,1998-04-01
U.S.A.,Florida,,1773.0,1711.0,FURNITURE,BED,1998.0,2.0,1994-05-01,1998-05-01
U.S.A.,Florida,,214.0,1293.0,FURNITURE,BED,1998.0,2.0,1994-06-01,1998-06-01
U.S.A.,Florida,,1712.0,17.0,FURNITURE,BED,1998.0,3.0,1994-07-01,1998-07-01
U.S.A.,Florida,,49.0,770.0,FURNITURE,BED,1998.0,3.0,1994-08-01,1998-08-01
U.S.A.,Florida,,1339.0,1769.0,FURNITURE,BED,1998.0,3.0,1994-09-01,1998-09-01
U.S.A.,Florida,,1629.0,864.0,FURNITURE,BED,1998.0,4.0,1994-10-01,1998-10-01
U.S.A.,Florida,,314.0,1314.0,FURNITURE,BED,1998.0,4.0,1994-11-01,1998-11-01
U.S.A.,Florida,,977.0,1057.0,FURNITURE,BED,1998.0,4.0,1994-12-01,1998-12-01
U.S.A.,Florida,,1757.0,1664.0,OFFICE,CHAIR,1998.0,1.0,1994-01-01,1998-01-01
U.S.A.,Florida,,835.0,201.0,OFFICE,CHAIR,1998.0,1.0,1994-02-01,1998-02-01
U.S.A.,Florida,,653.0,897.0,OFFICE,CHAIR,1998.0,1.0,1994-03-01,1998-03-01
U.S.A.,Florida,,1644.0,1160.0,OFFICE,CHAIR,1998.0,2.0,1994-04-01,1998-04-01
U.S.A.,Florida,,342.0,971.0,OFFICE,CHAIR,1998.0,2.0,1994-05-01,1998-05-01
U.S.A.,Florida,,1910.0,1910.0,OFFICE,CHAIR,1998.0,2.0,1994-06-01,1998-06-01
U.S.A.,Florida,,197.0,1218.0,OFFICE,CHAIR,1998.0,3.0,1994-07-01,1998-07-01
U.S.A.,Florida,,158.0,782.0,OFFICE,CHAIR,1998.0,3.0,1994-08-01,1998-08-01
U.S.A.,Florida,,706.0,1672.0,OFFICE,CHAIR,1998.0,3.0,1994-09-01,1998-09-01
U.S.A.,Florida,,328.0,230.0,OFFICE,CHAIR,1998.0,4.0,1994-10-01,1998-10-01
U.S.A.,Florida,,1107.0,1137.0,OFFICE,CHAIR,1998.0,4.0,1994-11-01,1998-11-01
U.S.A.,Florida,,1842.0,1824.0,OFFICE,CHAIR,1998.0,4.0,1994-12-01,1998-12-01
U.S.A.,Florida,,930.0,677.0,OFFICE,DESK,1998.0,1.0,1994-01-01,1998-01-01
U.S.A.,Florida,,461.0,1368.0,OFFICE,DESK,1998.0,1.0,1994-02-01,1998-02-01
U.S.A.,Florida,,581.0,1546.0,OFFICE,DESK,1998.0,1.0,1994-03-01,1998-03-01
U.S.A.,Florida,,546.0,1671.0,OFFICE,DESK,1998.0,2.0,1994-04-01,1998-04-01
U.S.A.,Florida,,1768.0,371.0,OFFICE,DESK,1998.0,2.0,1994-05-01,1998-05-01
U.S.A.,Florida,,163.0,1741.0,OFFICE,DESK,1998.0,2.0,1994-06-01,1998-06-01
U.S.A.,Florida,,707.0,1804.0,OFFICE,DESK,1998.0,3.0,1994-07-01,1998-07-01
U.S.A.,Florida,,131.0,1954.0,OFFICE,DESK,1998.0,3.0,1994-08-01,1998-08-01
U.S.A.,Florida,,273.0,41.0,OFFICE,DESK,1998.0,3.0,1994-09-01,1998-09-01
U.S.A.,Florida,,1686.0,1747.0,OFFICE,DESK,1998.0,4.0,1994-10-01,1998-10-01
U.S.A.,Florida,,1764.0,584.0,OFFICE,DESK,1998.0,4.0,1994-11-01,1998-11-01
U.S.A.,Florida,,943.0,192.0,OFFICE,DESK,1998.0,4.0,1994-12-01,1998-12-01
U.S.A.,Florida,,1081.0,53.0,FURNITURE,SOFA,1998.0,1.0,1994-01-01,1998-01-01
U.S.A.,Florida,,1306.0,297.0,FURNITURE,SOFA,1998.0,1.0,1994-02-01,1998-02-01
U.S.A.,Florida,,1762.0,1761.0,FURNITURE,SOFA,1998.0,1.0,1994-03-01,1998-03-01
U.S.A.,Florida,,1349.0,1736.0,FURNITURE,SOFA,1998.0,2.0,1994-04-01,1998-04-01
U.S.A.,Florida,,312.0,1584.0,FURNITURE,SOFA,1998.0,2.0,1994-05-01,1998-05-01
U.S.A.,Florida,,1443.0,1297.0,FURNITURE,SOFA,1998.0,2.0,1994-06-01,1998-06-01
U.S.A.,Florida,,1924.0,909.0,FURNITURE,SOFA,1998.0,3.0,1994-07-01,1998-07-01
U.S.A.,Florida,,1261.0,448.0,FURNITURE,SOFA,1998.0,3.0,1994-08-01,1998-08-01
U.S.A.,Florida,,1003.0,342.0,FURNITURE,SOFA,1998.0,3.0,1994-09-01,1998-09-01
U.S.A.,Florida,,1011.0,620.0,FURNITURE,SOFA,1998.0,4.0,1994-10-01,1998-10-01
U.S.A.,Florida,,292.0,1200.0,FURNITURE,SOFA,1998.0,4.0,1994-11-01,1998-11-01
U.S.A.,Florida,,1677.0,1083.0,FURNITURE,SOFA,1998.0,4.0,1994-12-01,1998-12-01
U.S.A.,Florida,,1303.0,56.0,FURNITURE,BED,1998.0,1.0,1994-01-01,1998-01-01
U.S.A.,Florida,,1728.0,1847.0,FURNITURE,BED,1998.0,1.0,1994-02-01,1998-02-01
U.S.A.,Florida,,1489.0,1221.0,FURNITURE,BED,1998.0,1.0,1994-03-01,1998-03-01
U.S.A.,Florida,,421.0,113.0,FURNITURE,BED,1998.0,2.0,1994-04-01,1998-04-01
U.S.A.,Florida,,1039.0,1727.0,FURNITURE,BED,1998.0,2.0,1994-05-01,1998-05-01
U.S.A.,Florida,,225.0,527.0,FURNITURE,BED,1998.0,2.0,1994-06-01,1998-06-01
U.S.A.,Florida,,1663.0,803.0,FURNITURE,BED,1998.0,3.0,1994-07-01,1998-07-01
U.S.A.,Florida,,994.0,72.0,FURNITURE,BED,1998.0,3.0,1994-08-01,1998-08-01
U.S.A.,Florida,,696.0,797.0,FURNITURE,BED,1998.0,3.0,1994-09-01,1998-09-01
U.S.A.,Florida,,354.0,478.0,FURNITURE,BED,1998.0,4.0,1994-10-01,1998-10-01
U.S.A.,Florida,,438.0,1914.0,FURNITURE,BED,1998.0,4.0,1994-11-01,1998-11-01
U.S.A.,Florida,,379.0,911.0,FURNITURE,BED,1998.0,4.0,1994-12-01,1998-12-01
U.S.A.,Florida,,568.0,340.0,OFFICE,CHAIR,1998.0,1.0,1994-01-01,1998-01-01
U.S.A.,Florida,,359.0,1696.0,OFFICE,CHAIR,1998.0,1.0,1994-02-01,1998-02-01
U.S.A.,Florida,,1844.0,466.0,OFFICE,CHAIR,1998.0,1.0,1994-03-01,1998-03-01
U.S.A.,Florida,,1550.0,454.0,OFFICE,CHAIR,1998.0,2.0,1994-04-01,1998-04-01
U.S.A.,Florida,,579.0,1998.0,OFFICE,CHAIR,1998.0,2.0,1994-05-01,1998-05-01
U.S.A.,Florida,,1378.0,17.0,OFFICE,CHAIR,1998.0,2.0,1994-06-01,1998-06-01
U.S.A.,Florida,,2003.0,1667.0,OFFICE,CHAIR,1998.0,3.0,1994-07-01,1998-07-01
U.S.A.,Florida,,815.0,1367.0,OFFICE,CHAIR,1998.0,3.0,1994-08-01,1998-08-01
U.S.A.,Florida,,1135.0,1396.0,OFFICE,CHAIR,1998.0,3.0,1994-09-01,1998-09-01
U.S.A.,Florida,,975.0,799.0,OFFICE,CHAIR,1998.0,4.0,1994-10-01,1998-10-01
U.S.A.,Florida,,1248.0,800.0,OFFICE,CHAIR,1998.0,4.0,1994-11-01,1998-11-01
U.S.A.,Florida,,348.0,1464.0,OFFICE,CHAIR,1998.0,4.0,1994-12-01,1998-12-01
U.S.A.,Florida,,36.0,143.0,OFFICE,DESK,1998.0,1.0,1994-01-01,1998-01-01
U.S.A.,Florida,,452.0,1769.0,OFFICE,DESK,1998.0,1.0,1994-02-01,1998-02-01
U.S.A.,Florida,,1451.0,473.0,OFFICE,DESK,1998.0,1.0,1994-03-01,1998-03-01
U.S.A.,Florida,,514.0,1416.0,OFFICE,DESK,1998.0,2.0,1994-04-01,1998-04-01
U.S.A.,Florida,,1880.0,742.0,OFFICE,DESK,1998.0,2.0,1994-05-01,1998-05-01
U.S.A.,Florida,,1249.0,515.0,OFFICE,DESK,1998.0,2.0,1994-06-01,1998-06-01
U.S.A.,Florida,,1035.0,1383.0,OFFICE,DESK,1998.0,3.0,1994-07-01,1998-07-01
U.S.A.,Florida,,395.0,1926.0,OFFICE,DESK,1998.0,3.0,1994-08-01,1998-08-01
U.S.A.,Florida,,474.0,2014.0,OFFICE,DESK,1998.0,3.0,1994-09-01,1998-09-01
U.S.A.,Florida,,1335.0,759.0,OFFICE,DESK,1998.0,4.0,1994-10-01,1998-10-01
U.S.A.,Florida,,1177.0,1193.0,OFFICE,DESK,1998.0,4.0,1994-11-01,1998-11-01
U.S.A.,Florida,,1228.0,1818.0,OFFICE,DESK,1998.0,4.0,1994-12-01,1998-12-01
U.S.A.,Florida,,1440.0,1559.0,FURNITURE,SOFA,1998.0,1.0,1994-01-01,1998-01-01
U.S.A.,Florida,,528.0,1284.0,FURNITURE,SOFA,1998.0,1.0,1994-02-01,1998-02-01
U.S.A.,Florida,,368.0,559.0,FURNITURE,SOFA,1998.0,1.0,1994-03-01,1998-03-01
U.S.A.,Florida,,2035.0,1190.0,FURNITURE,SOFA,1998.0,2.0,1994-04-01,1998-04-01
U.S.A.,Florida,,1637.0,96.0,FURNITURE,SOFA,1998.0,2.0,1994-05-01,1998-05-01
U.S.A.,Florida,,491.0,1732.0,FURNITURE,SOFA,1998.0,2.0,1994-06-01,1998-06-01
U.S.A.,Florida,,645.0,1805.0,FURNITURE,SOFA,1998.0,3.0,1994-07-01,1998-07-01
U.S.A.,Florida,,839.0,568.0,FURNITURE,SOFA,1998.0,3.0,1994-08-01,1998-08-01
U.S.A.,Florida,,249.0,206.0,FURNITURE,SOFA,1998.0,3.0,1994-09-01,1998-09-01
U.S.A.,Florida,,350.0,2033.0,FURNITURE,SOFA,1998.0,4.0,1994-10-01,1998-10-01
U.S.A.,Florida,,110.0,1493.0,FURNITURE,SOFA,1998.0,4.0,1994-11-01,1998-11-01
U.S.A.,Florida,,887.0,1469.0,FURNITURE,SOFA,1998.0,4.0,1994-12-01,1998-12-01
U.S.A.,Florida,,1337.0,1402.0,FURNITURE,BED,1998.0,1.0,1994-01-01,1998-01-01
U.S.A.,Florida,,661.0,629.0,FURNITURE,BED,1998.0,1.0,1994-02-01,1998-02-01
U.S.A.,Florida,,975.0,354.0,FURNITURE,BED,1998.0,1.0,1994-03-01,1998-03-01
U.S.A.,Florida,,1659.0,415.0,FURNITURE,BED,1998.0,2.0,1994-04-01,1998-04-01
U.S.A.,Florida,,1718.0,998.0,FURNITURE,BED,1998.0,2.0,1994-05-01,1998-05-01
U.S.A.,Florida,,159.0,1846.0,FURNITURE,BED,1998.0,2.0,1994-06-01,1998-06-01
U.S.A.,Florida,,160.0,484.0,FURNITURE,BED,1998.0,3.0,1994-07-01,1998-07-01
U.S.A.,Florida,,388.0,1124.0,FURNITURE,BED,1998.0,3.0,1994-08-01,1998-08-01
U.S.A.,Florida,,1383.0,1416.0,FURNITURE,BED,1998.0,3.0,1994-09-01,1998-09-01
U.S.A.,Florida,,454.0,1679.0,FURNITURE,BED,1998.0,4.0,1994-10-01,1998-10-01
U.S.A.,Florida,,45.0,1122.0,FURNITURE,BED,1998.0,4.0,1994-11-01,1998-11-01
U.S.A.,Florida,,1283.0,65.0,FURNITURE,BED,1998.0,4.0,1994-12-01,1998-12-01
U.S.A.,Florida,,568.0,404.0,OFFICE,CHAIR,1998.0,1.0,1994-01-01,1998-01-01
U.S.A.,Florida,,340.0,1558.0,OFFICE,CHAIR,1998.0,1.0,1994-02-01,1998-02-01
U.S.A.,Florida,,764.0,858.0,OFFICE,CHAIR,1998.0,1.0,1994-03-01,1998-03-01
U.S.A.,Florida,,1302.0,1918.0,OFFICE,CHAIR,1998.0,2.0,1994-04-01,1998-04-01
U.S.A.,Florida,,550.0,932.0,OFFICE,CHAIR,1998.0,2.0,1994-05-01,1998-05-01
U.S.A.,Florida,,1129.0,1147.0,OFFICE,CHAIR,1998.0,2.0,1994-06-01,1998-06-01
U.S.A.,Florida,,1966.0,478.0,OFFICE,CHAIR,1998.0,3.0,1994-07-01,1998-07-01
U.S.A.,Florida,,379.0,1556.0,OFFICE,CHAIR,1998.0,3.0,1994-08-01,1998-08-01
U.S.A.,Florida,,1123.0,941.0,OFFICE,CHAIR,1998.0,3.0,1994-09-01,1998-09-01
U.S.A.,Florida,,293.0,140.0,OFFICE,CHAIR,1998.0,4.0,1994-10-01,1998-10-01
U.S.A.,Florida,,1343.0,1753.0,OFFICE,CHAIR,1998.0,4.0,1994-11-01,1998-11-01
U.S.A.,Florida,,1905.0,442.0,OFFICE,CHAIR,1998.0,4.0,1994-12-01,1998-12-01
U.S.A.,Florida,,1236.0,1287.0,OFFICE,DESK,1998.0,1.0,1994-01-01,1998-01-01
U.S.A.,Florida,,1373.0,1576.0,OFFICE,DESK,1998.0,1.0,1994-02-01,1998-02-01
U.S.A.,Florida,,786.0,1788.0,OFFICE,DESK,1998.0,1.0,1994-03-01,1998-03-01
U.S.A.,Florida,,905.0,225.0,OFFICE,DESK,1998.0,2.0,1994-04-01,1998-04-01
U.S.A.,Florida,,14.0,352.0,OFFICE,DESK,1998.0,2.0,1994-05-01,1998-05-01
U.S.A.,Florida,,1886.0,596.0,OFFICE,DESK,1998.0,2.0,1994-06-01,1998-06-01
U.S.A.,Florida,,949.0,1738.0,OFFICE,DESK,1998.0,3.0,1994-07-01,1998-07-01
U.S.A.,Florida,,284.0,1100.0,OFFICE,DESK,1998.0,3.0,1994-08-01,1998-08-01
U.S.A.,Florida,,1950.0,18.0,OFFICE,DESK,1998.0,3.0,1994-09-01,1998-09-01
U.S.A.,Florida,,1478.0,143.0,OFFICE,DESK,1998.0,4.0,1994-10-01,1998-10-01
U.S.A.,Florida,,1088.0,1426.0,OFFICE,DESK,1998.0,4.0,1994-11-01,1998-11-01
U.S.A.,Florida,,265.0,72.0,OFFICE,DESK,1998.0,4.0,1994-12-01,1998-12-01
U.S.A.,Florida,,1954.0,687.0,FURNITURE,SOFA,1998.0,1.0,1994-01-01,1998-01-01
U.S.A.,Florida,,1602.0,409.0,FURNITURE,SOFA,1998.0,1.0,1994-02-01,1998-02-01
U.S.A.,Florida,,1923.0,1785.0,FURNITURE,SOFA,1998.0,1.0,1994-03-01,1998-03-01
U.S.A.,Florida,,1374.0,596.0,FURNITURE,SOFA,1998.0,2.0,1994-04-01,1998-04-01
U.S.A.,Florida,,512.0,49.0,FURNITURE,SOFA,1998.0,2.0,1994-05-01,1998-05-01
U.S.A.,Florida,,457.0,96.0,FURNITURE,SOFA,1998.0,2.0,1994-06-01,1998-06-01
U.S.A.,Florida,,951.0,863.0,FURNITURE,SOFA,1998.0,3.0,1994-07-01,1998-07-01
U.S.A.,Florida,,2002.0,517.0,FURNITURE,SOFA,1998.0,3.0,1994-08-01,1998-08-01
U.S.A.,Florida,,995.0,569.0,FURNITURE,SOFA,1998.0,3.0,1994-09-01,1998-09-01
U.S.A.,Florida,,290.0,1491.0,FURNITURE,SOFA,1998.0,4.0,1994-10-01,1998-10-01
U.S.A.,Florida,,8.0,538.0,FURNITURE,SOFA,1998.0,4.0,1994-11-01,1998-11-01
U.S.A.,Florida,,728.0,299.0,FURNITURE,SOFA,1998.0,4.0,1994-12-01,1998-12-01
U.S.A.,Florida,,2027.0,273.0,FURNITURE,BED,1998.0,1.0,1994-01-01,1998-01-01
U.S.A.,Florida,,90.0,51.0,FURNITURE,BED,1998.0,1.0,1994-02-01,1998-02-01
U.S.A.,Florida,,872.0,849.0,FURNITURE,BED,1998.0,1.0,1994-03-01,1998-03-01
U.S.A.,Florida,,138.0,372.0,FURNITURE,BED,1998.0,2.0,1994-04-01,1998-04-01
U.S.A.,Florida,,1598.0,1202.0,FURNITURE,BED,1998.0,2.0,1994-05-01,1998-05-01
U.S.A.,Florida,,1634.0,1477.0,FURNITURE,BED,1998.0,2.0,1994-06-01,1998-06-01
U.S.A.,Florida,,1033.0,1488.0,FURNITURE,BED,1998.0,3.0,1994-07-01,1998-07-01
U.S.A.,Florida,,95.0,1275.0,FURNITURE,BED,1998.0,3.0,1994-08-01,1998-08-01
U.S.A.,Florida,,471.0,255.0,FURNITURE,BED,1998.0,3.0,1994-09-01,1998-09-01
U.S.A.,Florida,,236.0,258.0,FURNITURE,BED,1998.0,4.0,1994-10-01,1998-10-01
U.S.A.,Florida,,773.0,2138.0,FURNITURE,BED,1998.0,4.0,1994-11-01,1998-11-01
U.S.A.,Florida,,1499.0,451.0,FURNITURE,BED,1998.0,4.0,1994-12-01,1998-12-01
U.S.A.,Florida,,12.0,1358.0,OFFICE,CHAIR,1998.0,1.0,1994-01-01,1998-01-01
U.S.A.,Florida,,1047.0,1878.0,OFFICE,CHAIR,1998.0,1.0,1994-02-01,1998-02-01
U.S.A.,Florida,,208.0,1009.0,OFFICE,CHAIR,1998.0,1.0,1994-03-01,1998-03-01
U.S.A.,Florida,,1380.0,1300.0,OFFICE,CHAIR,1998.0,2.0,1994-04-01,1998-04-01
U.S.A.,Florida,,1601.0,1668.0,OFFICE,CHAIR,1998.0,2.0,1994-05-01,1998-05-01
U.S.A.,Florida,,1320.0,898.0,OFFICE,CHAIR,1998.0,2.0,1994-06-01,1998-06-01
U.S.A.,Florida,,1150.0,830.0,OFFICE,CHAIR,1998.0,3.0,1994-07-01,1998-07-01
U.S.A.,Florida,,1062.0,1306.0,OFFICE,CHAIR,1998.0,3.0,1994-08-01,1998-08-01
U.S.A.,Florida,,474.0,1458.0,OFFICE,CHAIR,1998.0,3.0,1994-09-01,1998-09-01
U.S.A.,Florida,,1108.0,47.0,OFFICE,CHAIR,1998.0,4.0,1994-10-01,1998-10-01
U.S.A.,Florida,,1976.0,329.0,OFFICE,CHAIR,1998.0,4.0,1994-11-01,1998-11-01
U.S.A.,Florida,,1413.0,1470.0,OFFICE,CHAIR,1998.0,4.0,1994-12-01,1998-12-01
U.S.A.,Florida,,939.0,1694.0,OFFICE,DESK,1998.0,1.0,1994-01-01,1998-01-01
U.S.A.,Florida,,467.0,1758.0,OFFICE,DESK,1998.0,1.0,1994-02-01,1998-02-01
U.S.A.,Florida,,1682.0,342.0,OFFICE,DESK,1998.0,1.0,1994-03-01,1998-03-01
U.S.A.,Florida,,1335.0,1593.0,OFFICE,DESK,1998.0,2.0,1994-04-01,1998-04-01
U.S.A.,Florida,,453.0,45.0,OFFICE,DESK,1998.0,2.0,1994-05-01,1998-05-01
U.S.A.,Florida,,1903.0,1829.0,OFFICE,DESK,1998.0,2.0,1994-06-01,1998-06-01
U.S.A.,Florida,,378.0,1137.0,OFFICE,DESK,1998.0,3.0,1994-07-01,1998-07-01
U.S.A.,Florida,,603.0,1402.0,OFFICE,DESK,1998.0,3.0,1994-08-01,1998-08-01
U.S.A.,Florida,,1860.0,1655.0,OFFICE,DESK,1998.0,3.0,1994-09-01,1998-09-01
U.S.A.,Florida,,1100.0,849.0,OFFICE,DESK,1998.0,4.0,1994-10-01,1998-10-01
U.S.A.,Florida,,1708.0,186.0,OFFICE,DESK,1998.0,4.0,1994-11-01,1998-11-01
U.S.A.,Florida,,1789.0,568.0,OFFICE,DESK,1998.0,4.0,1994-12-01,1998-12-01
U.S.A.,Florida,,142.0,743.0,FURNITURE,SOFA,1998.0,1.0,1994-01-01,1998-01-01
U.S.A.,Florida,,536.0,1857.0,FURNITURE,SOFA,1998.0,1.0,1994-02-01,1998-02-01
U.S.A.,Florida,,68.0,1609.0,FURNITURE,SOFA,1998.0,1.0,1994-03-01,1998-03-01
U.S.A.,Florida,,177.0,1229.0,FURNITURE,SOFA,1998.0,2.0,1994-04-01,1998-04-01
U.S.A.,Florida,,532.0,2026.0,FURNITURE,SOFA,1998.0,2.0,1994-05-01,1998-05-01
U.S.A.,Florida,,1062.0,605.0,FURNITURE,SOFA,1998.0,2.0,1994-06-01,1998-06-01
U.S.A.,Florida,,607.0,1195.0,FURNITURE,SOFA,1998.0,3.0,1994-07-01,1998-07-01
U.S.A.,Florida,,799.0,576.0,FURNITURE,SOFA,1998.0,3.0,1994-08-01,1998-08-01
U.S.A.,Florida,,1744.0,28.0,FURNITURE,SOFA,1998.0,3.0,1994-09-01,1998-09-01
U.S.A.,Florida,,1347.0,586.0,FURNITURE,SOFA,1998.0,4.0,1994-10-01,1998-10-01
U.S.A.,Florida,,171.0,368.0,FURNITURE,SOFA,1998.0,4.0,1994-11-01,1998-11-01
U.S.A.,Florida,,389.0,1542.0,FURNITURE,SOFA,1998.0,4.0,1994-12-01,1998-12-01
U.S.A.,Florida,,908.0,316.0,FURNITURE,BED,1998.0,1.0,1994-01-01,1998-01-01
U.S.A.,Florida,,745.0,1042.0,FURNITURE,BED,1998.0,1.0,1994-02-01,1998-02-01
U.S.A.,Florida,,556.0,886.0,FURNITURE,BED,1998.0,1.0,1994-03-01,1998-03-01
U.S.A.,Florida,,1343.0,1849.0,FURNITURE,BED,1998.0,2.0,1994-04-01,1998-04-01
U.S.A.,Florida,,1947.0,619.0,FURNITURE,BED,1998.0,2.0,1994-05-01,1998-05-01
U.S.A.,Florida,,1926.0,255.0,FURNITURE,BED,1998.0,2.0,1994-06-01,1998-06-01
U.S.A.,Florida,,1354.0,446.0,FURNITURE,BED,1998.0,3.0,1994-07-01,1998-07-01
U.S.A.,Florida,,369.0,1011.0,FURNITURE,BED,1998.0,3.0,1994-08-01,1998-08-01
U.S.A.,Florida,,1428.0,72.0,FURNITURE,BED,1998.0,3.0,1994-09-01,1998-09-01
U.S.A.,Florida,,25.0,1515.0,FURNITURE,BED,1998.0,4.0,1994-10-01,1998-10-01
U.S.A.,Florida,,715.0,1537.0,FURNITURE,BED,1998.0,4.0,1994-11-01,1998-11-01
U.S.A.,Florida,,212.0,584.0,FURNITURE,BED,1998.0,4.0,1994-12-01,1998-12-01
U.S.A.,Florida,,784.0,1620.0,OFFICE,CHAIR,1998.0,1.0,1994-01-01,1998-01-01
U.S.A.,Florida,,1200.0,477.0,OFFICE,CHAIR,1998.0,1.0,1994-02-01,1998-02-01
U.S.A.,Florida,,1080.0,131.0,OFFICE,CHAIR,1998.0,1.0,1994-03-01,1998-03-01
U.S.A.,Florida,,632.0,1521.0,OFFICE,CHAIR,1998.0,2.0,1994-04-01,1998-04-01
U.S.A.,Florida,,129.0,1730.0,OFFICE,CHAIR,1998.0,2.0,1994-05-01,1998-05-01
U.S.A.,Florida,,309.0,1198.0,OFFICE,CHAIR,1998.0,2.0,1994-06-01,1998-06-01
U.S.A.,Florida,,714.0,1723.0,OFFICE,CHAIR,1998.0,3.0,1994-07-01,1998-07-01
U.S.A.,Florida,,1296.0,1119.0,OFFICE,CHAIR,1998.0,3.0,1994-08-01,1998-08-01
U.S.A.,Florida,,815.0,604.0,OFFICE,CHAIR,1998.0,3.0,1994-09-01,1998-09-01
U.S.A.,Florida,,287.0,383.0,OFFICE,CHAIR,1998.0,4.0,1994-10-01,1998-10-01
U.S.A.,Florida,,54.0,1978.0,OFFICE,CHAIR,1998.0,4.0,1994-11-01,1998-11-01
U.S.A.,Florida,,1259.0,266.0,OFFICE,CHAIR,1998.0,4.0,1994-12-01,1998-12-01
U.S.A.,Florida,,192.0,24.0,OFFICE,DESK,1998.0,1.0,1994-01-01,1998-01-01
U.S.A.,Florida,,1453.0,1382.0,OFFICE,DESK,1998.0,1.0,1994-02-01,1998-02-01
U.S.A.,Florida,,1739.0,1035.0,OFFICE,DESK,1998.0,1.0,1994-03-01,1998-03-01
U.S.A.,Florida,,170.0,1530.0,OFFICE,DESK,1998.0,2.0,1994-04-01,1998-04-01
U.S.A.,Florida,,907.0,1123.0,OFFICE,DESK,1998.0,2.0,1994-05-01,1998-05-01
U.S.A.,Florida,,1639.0,1440.0,OFFICE,DESK,1998.0,2.0,1994-06-01,1998-06-01
U.S.A.,Florida,,1538.0,1010.0,OFFICE,DESK,1998.0,3.0,1994-07-01,1998-07-01
