regionname,protractionname,date,oil,gas
Central,Green Canyon,1997-09-01,992353.0,7851991.0
Central,Green Canyon,1997-10-01,1154833.0,7537910.0
Central,Green Canyon,1997-11-01,1564454.0,7916323.0
Central,Green Canyon,1997-12-01,1948682.0,8684736.0
Central,Green Canyon,1998-01-01,2357793.0,9717495.0
Central,Green Canyon,1998-02-01,2086364.0,9657980.0
Central,Green Canyon,1998-03-01,2088539.0,11036198.0
Central,Green Canyon,1998-04-01,2547709.0,11396198.0
Central,Green Canyon,1998-05-01,2773399.0,12408587.0
Central,Green Canyon,1998-06-01,2431100.0,11626077.0
Central,Green Canyon,1998-07-01,2363824.0,11591051.0
Central,Green Canyon,1998-08-01,3487456.0,13675464.0
Central,Green Canyon,1998-09-01,2332088.0,9374770.0
Central,Green Canyon,1998-10-01,2459287.0,12325512.0
Central,Green Canyon,1998-11-01,2570918.0,12052285.0
Central,Green Canyon,1998-12-01,3656121.0,14304575.0
Central,Green Canyon,1999-01-01,3574332.0,13625216.0
Central,Green Canyon,1999-02-01,3007201.0,11606929.0
Central,Green Canyon,1999-03-01,3910892.0,13416601.0
Central,Green Canyon,1999-04-01,4882649.0,15019614.0
Central,Green Canyon,1999-05-01,5373067.0,16364260.0
Central,Green Canyon,1999-06-01,5298020.0,15116934.0
Central,Green Canyon,1999-07-01,5988940.0,15705988.0
Central,Green Canyon,1999-08-01,5562089.0,14881599.0
Central,Green Canyon,1999-09-01,5456268.0,15318195.0
Central,Green Canyon,1999-10-01,7005567.0,17579981.0
Central,Green Canyon,1999-11-01,7048570.0,17010052.0
Central,Green Canyon,1999-12-01,7036041.0,17508972.0
Central,Green Canyon,2000-01-01,6709293.0,16956361.0
Central,Green Canyon,2000-02-01,5860005.0,14995353.0
Central,Green Canyon,2000-03-01,6579775.0,16657313.0
Central,Green Canyon,2000-04-01,6529114.0,16728807.0
Central,Green Canyon,2000-05-01,6727386.0,17511433.0
Central,Green Canyon,2000-06-01,5774525.0,14929508.0
Central,Green Canyon,2000-07-01,5778891.0,15348295.0
Central,Green Canyon,2000-08-01,5921131.0,15283928.0
Central,Green Canyon,2000-09-01,6313535.0,15273666.0
Central,Green Canyon,2000-10-01,6344945.0,15739926.0
Central,Green Canyon,2000-11-01,5742991.0,14360822.0
Central,Green Canyon,2000-12-01,6004041.0,14892611.0
Central,Green Canyon,2001-01-01,5794954.0,14466553.0
Central,Green Canyon,2001-02-01,5391177.0,13783845.0
Central,Green Canyon,2001-03-01,5840956.0,14875093.0
Central,Green Canyon,2001-04-01,5586814.0,14326906.0
Central,Green Canyon,2001-05-01,5537163.0,13599548.0
Central,Green Canyon,2001-06-01,5425246.0,13187400.0
Central,Green Canyon,2001-07-01,5584663.0,14918888.0
Central,Green Canyon,2001-08-01,5971372.0,14945064.0
Central,Green Canyon,2001-09-01,7114954.0,16592886.0
Central,Green Canyon,2001-10-01,7632388.0,17235678.0
Central,Green Canyon,2001-11-01,7132378.0,16063590.0
Central,Green Canyon,2001-12-01,7456633.0,16879240.0
Central,Green Canyon,2002-01-01,7780392.0,16613333.0
Central,Green Canyon,2002-02-01,6494956.0,14965597.0
Central,Green Canyon,2002-03-01,6526732.0,18845533.0
Central,Green Canyon,2002-04-01,5934228.0,17698425.0
Central,Green Canyon,2002-05-01,7980824.0,22286847.0
Central,Green Canyon,2002-06-01,8829106.0,21378127.0
Central,Green Canyon,2002-07-01,8852673.0,23813890.0
Central,Green Canyon,2002-08-01,8647070.0,23180387.0
Central,Green Canyon,2002-09-01,6700586.0,18155349.0
Central,Green Canyon,2002-10-01,6321116.0,16150895.0
Central,Green Canyon,2002-11-01,7572526.0,20414455.0
Central,Green Canyon,2002-12-01,7562218.0,20209265.0
Central,Green Canyon,2003-01-01,7740337.0,20614822.0
Central,Green Canyon,2003-02-01,7254920.0,19049969.0
Central,Green Canyon,2003-03-01,7968354.0,20884660.0
Central,Green Canyon,2003-04-01,7275185.0,19146164.0
Central,Green Canyon,2003-05-01,6845527.0,17565404.0
Central,Green Canyon,2003-06-01,6791076.0,17510192.0
Central,Green Canyon,2003-07-01,6295778.0,15057511.0
Central,Green Canyon,2003-08-01,6895020.0,17207737.0
Central,Green Canyon,2003-09-01,5816824.0,14519494.0
Central,Green Canyon,2003-10-01,5920135.0,14729814.0
Central,Green Canyon,2003-11-01,5130703.0,12707549.0
Central,Green Canyon,2003-12-01,5008170.0,11951007.0
Central,Green Canyon,2004-01-01,4856527.0,12276145.0
Central,Green Canyon,2004-02-01,4314411.0,12359863.0
Central,Green Canyon,2004-03-01,4525641.0,13160330.0
Central,Green Canyon,2004-04-01,4432191.0,12063128.0
Central,Green Canyon,2004-05-01,4788426.0,12847671.0
Central,Green Canyon,2004-06-01,4417579.0,12084626.0
Central,Green Canyon,2004-07-01,5112503.0,10713292.0
Central,Green Canyon,2004-08-01,5453448.0,12784544.0
Central,Green Canyon,2004-09-01,5262282.0,11523111.0
Central,Green Canyon,2004-10-01,6050812.0,13811965.0
Central,Green Canyon,2004-11-01,5423808.0,13193792.0
Central,Green Canyon,2004-12-01,5628716.0,13573969.0
Central,Green Canyon,2005-01-01,5846539.0,14209852.0
Central,Green Canyon,2005-02-01,5155221.0,13132587.0
Central,Green Canyon,2005-03-01,6691650.0,14518965.0
Central,Green Canyon,2005-04-01,6655825.0,12708686.0
Central,Green Canyon,2005-05-01,7480447.0,13474752.0
Central,Green Canyon,2005-06-01,7807514.0,13093970.0
Central,Green Canyon,2005-07-01,6672119.0,11403252.0
Central,Green Canyon,2005-08-01,6430192.0,10404710.0
Central,Green Canyon,2005-09-01,3587892.0,6487299.0
Central,Green Canyon,2005-10-01,6209107.0,9718591.0
Central,Green Canyon,2005-11-01,6279986.0,9828729.0
Central,Green Canyon,2005-12-01,5548672.0,8857852.0
Central,Green Canyon,2006-01-01,4552079.0,8669198.0
Central,Green Canyon,2006-02-01,3337690.0,7191190.0
Central,Green Canyon,2006-03-01,3754210.0,8130574.0
Central,Main Pass Area,1996-01-01,2169086.0,15714372.0
Central,Main Pass Area,1996-02-01,2045169.0,15788709.0
Central,Main Pass Area,1996-03-01,2213279.0,16040439.0
Central,Main Pass Area,1996-04-01,2233817.0,18626796.0
Central,Main Pass Area,1996-05-01,2289407.0,19931067.0
Central,Main Pass Area,1996-06-01,2268851.0,19141879.0
Central,Main Pass Area,1996-07-01,2226916.0,16741465.0
Central,Main Pass Area,1996-08-01,2328655.0,19850633.0
Central,Main Pass Area,1996-09-01,2241655.0,18634830.0
Central,Main Pass Area,1996-10-01,2087002.0,18108436.0
Central,Main Pass Area,1996-11-01,2232313.0,17982854.0
Central,Main Pass Area,1996-12-01,2262883.0,18271392.0
Central,Main Pass Area,1997-01-01,2380661.0,18926129.0
Central,Main Pass Area,1997-02-01,2111755.0,17586692.0
Central,Main Pass Area,1997-03-01,2378395.0,18996569.0
Central,Main Pass Area,1997-04-01,2197159.0,16683408.0
Central,Main Pass Area,1997-05-01,2331247.0,16824088.0
Central,Main Pass Area,1997-06-01,2390427.0,17303159.0
Central,Main Pass Area,1997-07-01,2279717.0,16917575.0
Central,Main Pass Area,1997-08-01,2301186.0,17617537.0
Central,Main Pass Area,1997-09-01,2233081.0,17936036.0
Central,Main Pass Area,1997-10-01,2146993.0,16648133.0
Central,Main Pass Area,1997-11-01,2143350.0,17783958.0
Central,Main Pass Area,1997-12-01,2102728.0,17494300.0
Central,Main Pass Area,1998-01-01,2111656.0,18298180.0
Central,Main Pass Area,1998-02-01,1756233.0,16347997.0
Central,Main Pass Area,1998-03-01,2097045.0,18044173.0
Central,Main Pass Area,1998-04-01,2056321.0,18065818.0
Central,Main Pass Area,1998-05-01,2192657.0,19333922.0
Central,Main Pass Area,1998-06-01,2133284.0,20327785.0
Central,Main Pass Area,1998-07-01,2135250.0,21270897.0
Central,Main Pass Area,1998-08-01,2163036.0,23784863.0
Central,Main Pass Area,1998-09-01,1416081.0,15033033.0
Central,Main Pass Area,1998-10-01,1653071.0,20435823.0
Central,Main Pass Area,1998-11-01,1852746.0,22565504.0
Central,Main Pass Area,1998-12-01,2025215.0,22767521.0
Central,Main Pass Area,1999-01-01,1961002.0,22875393.0
Central,Main Pass Area,1999-02-01,1664693.0,20453641.0
Central,Main Pass Area,1999-03-01,2019272.0,22804120.0
Central,Main Pass Area,1999-04-01,2081569.0,23093411.0
Central,Main Pass Area,1999-05-01,2170893.0,23728486.0
Central,Main Pass Area,1999-06-01,2144784.0,26109214.0
Central,Main Pass Area,1999-07-01,2169197.0,25346883.0
Central,Main Pass Area,1999-08-01,2119519.0,24631207.0
Central,Main Pass Area,1999-09-01,2115080.0,22973245.0
Central,Main Pass Area,1999-10-01,2113103.0,22897769.0
Central,Main Pass Area,1999-11-01,2125065.0,22357774.0
Central,Main Pass Area,1999-12-01,2076379.0,23005081.0
Central,Main Pass Area,2000-01-01,2107555.0,23640910.0
Central,Main Pass Area,2000-02-01,1958882.0,20968462.0
Central,Main Pass Area,2000-03-01,2048053.0,21851687.0
Central,Main Pass Area,2000-04-01,1881694.0,20731106.0
Central,Main Pass Area,2000-05-01,2122014.0,21088339.0
Central,Main Pass Area,2000-06-01,2066459.0,20814681.0
Central,Main Pass Area,2000-07-01,2179191.0,22206396.0
Central,Main Pass Area,2000-08-01,2137299.0,21131249.0
Central,Main Pass Area,2000-09-01,2002977.0,18323772.0
Central,Main Pass Area,2000-10-01,2030787.0,20137244.0
Central,Main Pass Area,2000-11-01,1943707.0,20012839.0
Central,Main Pass Area,2000-12-01,1777711.0,19472767.0
Central,Main Pass Area,2001-01-01,1892149.0,19290323.0
Central,Main Pass Area,2001-02-01,1320529.0,16642912.0
Central,Main Pass Area,2001-03-01,1775775.0,16546359.0
Central,Main Pass Area,2001-04-01,1892783.0,16768631.0
Central,Main Pass Area,2001-05-01,1905653.0,16383967.0
Central,Main Pass Area,2001-06-01,1909744.0,16247525.0
Central,Main Pass Area,2001-07-01,2047512.0,17109864.0
Central,Main Pass Area,2001-08-01,2143575.0,17197281.0
Central,Main Pass Area,2001-09-01,1999681.0,17276586.0
Central,Main Pass Area,2001-10-01,2068831.0,16948603.0
Central,Main Pass Area,2001-11-01,1968485.0,15950395.0
Central,Main Pass Area,2001-12-01,1993242.0,16376748.0
Central,Main Pass Area,2002-01-01,2198164.0,15323912.0
Central,Main Pass Area,2002-02-01,2141470.0,14113365.0
Central,Main Pass Area,2002-03-01,2348836.0,14995372.0
Central,Main Pass Area,2002-04-01,2153692.0,13945415.0
Central,Main Pass Area,2002-05-01,2178125.0,12875430.0
Central,Main Pass Area,2002-06-01,2168254.0,12935651.0
Central,Main Pass Area,2002-07-01,2259496.0,12611338.0
Central,Main Pass Area,2002-08-01,2268645.0,12256679.0
Central,Main Pass Area,2002-09-01,1998602.0,10033389.0
Central,Main Pass Area,2002-10-01,2048657.0,10371249.0
Central,Main Pass Area,2002-11-01,2372222.0,11482547.0
Central,Main Pass Area,2002-12-01,2267574.0,11251582.0
Central,Main Pass Area,2003-01-01,2345794.0,10939171.0
Central,Main Pass Area,2003-02-01,2325416.0,10973489.0
Central,Main Pass Area,2003-03-01,2661520.0,11962440.0
Central,Main Pass Area,2003-04-01,2659790.0,11721712.0
Central,Main Pass Area,2003-05-01,2695620.0,12116090.0
Central,Main Pass Area,2003-06-01,2602024.0,11441153.0
Central,Main Pass Area,2003-07-01,2586335.0,10864315.0
Central,Main Pass Area,2003-08-01,2477055.0,11089716.0
Central,Main Pass Area,2003-09-01,2248400.0,10133694.0
Central,Main Pass Area,2003-10-01,2386797.0,10878050.0
Central,Main Pass Area,2003-11-01,2180943.0,10094224.0
Central,Main Pass Area,2003-12-01,2318291.0,10257604.0
Central,Main Pass Area,2004-01-01,2249988.0,10554064.0
Central,Main Pass Area,2004-02-01,2157418.0,10218402.0
Central,Main Pass Area,2004-03-01,2386645.0,11054135.0
Central,Main Pass Area,2004-04-01,2250204.0,10878317.0
Central,Main Pass Area,2004-05-01,2325827.0,10768812.0
Central,Main Pass Area,2004-06-01,2281348.0,10590558.0
Central,Main Pass Area,2004-07-01,2371669.0,11087908.0
Central,Main Pass Area,2004-08-01,2273028.0,11082614.0
Central,Main Pass Area,2004-09-01,918522.0,4842374.0
Central,Main Pass Area,2004-10-01,223370.0,4103400.0
Central,Main Pass Area,2004-11-01,789229.0,5121596.0
Central,Main Pass Area,2004-12-01,1389522.0,6450537.0
Central,Main Pass Area,2005-01-01,1407675.0,7153262.0
Central,Main Pass Area,2005-02-01,1514370.0,6115011.0
Central,Main Pass Area,2005-03-01,1750264.0,8786246.0
Central,Main Pass Area,2005-04-01,1713826.0,9549767.0
Central,Main Pass Area,2005-05-01,1769351.0,9780103.0
Central,Main Pass Area,2005-06-01,1773995.0,8736362.0
Central,Main Pass Area,2005-07-01,1716209.0,9002261.0
Central,Main Pass Area,2005-08-01,1665590.0,9529026.0
Central,Main Pass Area,2005-09-01,17261.0,1231112.0
Central,Main Pass Area,2005-10-01,251882.0,3208944.0
Central,Main Pass Area,2005-11-01,1011401.0,6909602.0
Central,Main Pass Area,2005-12-01,1403931.0,8462299.0
Central,Main Pass Area,2006-01-01,1409334.0,9065334.0
Central,Main Pass Area,2006-02-01,1072633.0,6830023.0
Central,Main Pass Area,2006-03-01,1279372.0,7560499.0
Central,Mississippi Canyon,1996-01-01,1847257.0,14670988.0
Central,Mississippi Canyon,1996-02-01,1757498.0,14240996.0
Central,Mississippi Canyon,1996-03-01,1850430.0,14837782.0
Central,Mississippi Canyon,1996-04-01,1745589.0,13791785.0
Central,Mississippi Canyon,1996-05-01,1973629.0,14101952.0
Central,Mississippi Canyon,1996-06-01,1927859.0,12218900.0
Central,Mississippi Canyon,1996-07-01,2628687.0,15309215.0
Central,Mississippi Canyon,1996-08-01,3220346.0,14966119.0
Central,Mississippi Canyon,1996-09-01,3296985.0,14032303.0
Central,Mississippi Canyon,1996-10-01,3325616.0,16172860.0
Central,Mississippi Canyon,1996-11-01,3708631.0,16883484.0
Central,Mississippi Canyon,1996-12-01,4400836.0,17836075.0
Central,Mississippi Canyon,1997-01-01,4255955.0,17174922.0
Central,Mississippi Canyon,1997-02-01,4204370.0,16564970.0
Central,Mississippi Canyon,1997-03-01,4755777.0,17126405.0
Central,Mississippi Canyon,1997-04-01,4453773.0,16262002.0
Central,Mississippi Canyon,1997-05-01,5039558.0,17498628.0
Central,Mississippi Canyon,1997-06-01,4907407.0,17361802.0
Central,Mississippi Canyon,1997-07-01,4849240.0,18213107.0
Central,Mississippi Canyon,1997-08-01,4830908.0,20474927.0
Central,Mississippi Canyon,1997-09-01,5277676.0,19872937.0
Central,Mississippi Canyon,1997-10-01,5612786.0,19827908.0
Central,Mississippi Canyon,1997-11-01,5581300.0,18677530.0
Central,Mississippi Canyon,1997-12-01,6017545.0,24657376.0
Central,Mississippi Canyon,1998-01-01,5963368.0,21146509.0
Central,Mississippi Canyon,1998-02-01,5369524.0,17694530.0
Central,Mississippi Canyon,1998-03-01,5771214.0,18126963.0
Central,Mississippi Canyon,1998-04-01,5870612.0,20994572.0
Central,Mississippi Canyon,1998-05-01,5777724.0,25084173.0
Central,Mississippi Canyon,1998-06-01,5582119.0,22423939.0
Central,Mississippi Canyon,1998-07-01,5954666.0,19696717.0
Central,Mississippi Canyon,1998-08-01,6328075.0,20616934.0
Central,Mississippi Canyon,1998-09-01,4693331.0,19239362.0
Central,Mississippi Canyon,1998-10-01,5970406.0,26386920.0
Central,Mississippi Canyon,1998-11-01,6213676.0,26245191.0
Central,Mississippi Canyon,1998-12-01,6653026.0,30910955.0
Central,Mississippi Canyon,1999-01-01,6659169.0,31370728.0
Central,Mississippi Canyon,1999-02-01,5922043.0,27962143.0
Central,Mississippi Canyon,1999-03-01,6559984.0,30466799.0
Central,Mississippi Canyon,1999-04-01,6492200.0,28660111.0
Central,Mississippi Canyon,1999-05-01,6289091.0,28777752.0
Central,Mississippi Canyon,1999-06-01,6632014.0,29602570.0
Central,Mississippi Canyon,1999-07-01,7535960.0,31727335.0
Central,Mississippi Canyon,1999-08-01,7786310.0,32050317.0
Central,Mississippi Canyon,1999-09-01,7702168.0,33740190.0
Central,Mississippi Canyon,1999-10-01,7927723.0,36033932.0
Central,Mississippi Canyon,1999-11-01,7658812.0,34441554.0
Central,Mississippi Canyon,1999-12-01,7039859.0,33852177.0
Central,Mississippi Canyon,2000-01-01,6946235.0,33644663.0
Central,Mississippi Canyon,2000-02-01,7970782.0,32630436.0
Central,Mississippi Canyon,2000-03-01,9759908.0,37146833.0
Central,Mississippi Canyon,2000-04-01,9884331.0,35925160.0
Central,Mississippi Canyon,2000-05-01,10817925.0,37494318.0
Central,Mississippi Canyon,2000-06-01,11095656.0,36947157.0
Central,Mississippi Canyon,2000-07-01,10953752.0,37746437.0
Central,Mississippi Canyon,2000-08-01,10881239.0,36773311.0
Central,Mississippi Canyon,2000-09-01,10442777.0,35698484.0
Central,Mississippi Canyon,2000-10-01,9440483.0,35571484.0
Central,Mississippi Canyon,2000-11-01,10071732.0,38006371.0
Central,Mississippi Canyon,2000-12-01,11209532.0,39962333.0
Central,Mississippi Canyon,2001-01-01,11182897.0,39740147.0
Central,Mississippi Canyon,2001-02-01,8925546.0,34506553.0
Central,Mississippi Canyon,2001-03-01,10920551.0,37639424.0
Central,Mississippi Canyon,2001-04-01,11218919.0,38197169.0
Central,Mississippi Canyon,2001-05-01,11156101.0,38233094.0
Central,Mississippi Canyon,2001-06-01,10726765.0,36540259.0
Central,Mississippi Canyon,2001-07-01,11200450.0,37013022.0
Central,Mississippi Canyon,2001-08-01,9668182.0,33415809.0
Central,Mississippi Canyon,2001-09-01,10255410.0,38200013.0
Central,Mississippi Canyon,2001-10-01,11179568.0,37699165.0
Central,Mississippi Canyon,2001-11-01,11053919.0,39770832.0
Central,Mississippi Canyon,2001-12-01,10742489.0,40371871.0
Central,Mississippi Canyon,2002-01-01,11336848.0,39903549.0
Central,Mississippi Canyon,2002-02-01,10254686.0,35994892.0
Central,Mississippi Canyon,2002-03-01,12079669.0,40521569.0
Central,Mississippi Canyon,2002-04-01,12029283.0,41220776.0
Central,Mississippi Canyon,2002-05-01,13153132.0,43603419.0
Central,Mississippi Canyon,2002-06-01,12564057.0,40339938.0
Central,Mississippi Canyon,2002-07-01,12749278.0,41284733.0
Central,Mississippi Canyon,2002-08-01,12835562.0,40058479.0
Central,Mississippi Canyon,2002-09-01,10087708.0,33012517.0
Central,Mississippi Canyon,2002-10-01,9406805.0,33469645.0
Central,Mississippi Canyon,2002-11-01,11305808.0,42648098.0
Central,Mississippi Canyon,2002-12-01,12921101.0,46852615.0
Central,Mississippi Canyon,2003-01-01,13818821.0,49978720.0
Central,Mississippi Canyon,2003-02-01,12519265.0,46269166.0
Central,Mississippi Canyon,2003-03-01,13979720.0,52303260.0
Central,Mississippi Canyon,2003-04-01,13352359.0,52576199.0
Central,Mississippi Canyon,2003-05-01,13271159.0,52885896.0
Central,Mississippi Canyon,2003-06-01,13422995.0,49226474.0
Central,Mississippi Canyon,2003-07-01,12898342.0,50398004.0
Central,Mississippi Canyon,2003-08-01,13272203.0,50466757.0
Central,Mississippi Canyon,2003-09-01,13749911.0,48565351.0
Central,Mississippi Canyon,2003-10-01,14825503.0,51863327.0
Central,Mississippi Canyon,2003-11-01,14099161.0,48855463.0
Central,Mississippi Canyon,2003-12-01,14772238.0,53774634.0
Central,Mississippi Canyon,2004-01-01,15788249.0,55379795.0
Central,Mississippi Canyon,2004-02-01,15649810.0,53536451.0
Central,Mississippi Canyon,2004-03-01,16195107.0,56630559.0
Central,Mississippi Canyon,2004-04-01,15950899.0,56320453.0
Central,Mississippi Canyon,2004-05-01,16335864.0,56528072.0
Central,Mississippi Canyon,2004-06-01,13731965.0,52188968.0
Central,Mississippi Canyon,2004-07-01,19931486.0,60868843.0
Central,Mississippi Canyon,2004-08-01,18099915.0,54755448.0
Central,Mississippi Canyon,2004-09-01,10974746.0,32098552.0
Central,Mississippi Canyon,2004-10-01,11185792.0,40785632.0
Central,Mississippi Canyon,2004-11-01,16472845.0,52906885.0
Central,Mississippi Canyon,2004-12-01,17725287.0,43342961.0
Central,Mississippi Canyon,2005-01-01,17613078.0,46704428.0
Central,Mississippi Canyon,2005-02-01,15732210.0,46996425.0
Central,Mississippi Canyon,2005-03-01,17496519.0,53106874.0
Central,Mississippi Canyon,2005-04-01,16413878.0,49206462.0
Central,Mississippi Canyon,2005-05-01,17458874.0,53391966.0
Central,Mississippi Canyon,2005-06-01,15494485.0,48519002.0
Central,Mississippi Canyon,2005-07-01,15087815.0,44022111.0
Central,Mississippi Canyon,2005-08-01,13687727.0,38416712.0
Central,Mississippi Canyon,2005-09-01,1641.0,3492373.0
Central,Mississippi Canyon,2005-10-01,3760153.0,18773592.0
Central,Mississippi Canyon,2005-11-01,7237762.0,23509656.0
Central,Mississippi Canyon,2005-12-01,10982928.0,30635083.0
Central,Mississippi Canyon,2006-01-01,12222577.0,32978554.0
Central,Mississippi Canyon,2006-02-01,10295763.0,28178992.0
Central,Mississippi Canyon,2006-03-01,10540870.0,32685140.0
Central,Mobile,1996-01-01,1297.0,12619411.0
Central,Mobile,1996-02-01,1689.0,12133648.0
Central,Mobile,1996-03-01,1440.0,12570998.0
Central,Mobile,1996-04-01,1812.0,12015204.0
Central,Mobile,1996-05-01,1732.0,12279786.0
Central,Mobile,1996-06-01,1960.0,11958290.0
Central,Mobile,1996-07-01,1158.0,12227903.0
Central,Mobile,1996-08-01,1042.0,12471285.0
Central,Mobile,1996-09-01,2093.0,12632874.0
Central,Mobile,1996-10-01,1142.0,11956614.0
Central,Mobile,1996-11-01,2018.0,13399803.0
Central,Mobile,1996-12-01,1941.0,13420516.0
Central,Mobile,1997-01-01,3482.0,14941861.0
Central,Mobile,1997-02-01,769.0,15836394.0
Central,Mobile,1997-03-01,2087.0,18356821.0
Central,Mobile,1997-04-01,2656.0,18266839.0
Central,Mobile,1997-05-01,1892.0,16727676.0
Central,Mobile,1997-06-01,4270.0,15591310.0
Central,Mobile,1997-07-01,1178.0,14738662.0
Central,Mobile,1997-08-01,2971.0,15097434.0
Central,Mobile,1997-09-01,2190.0,15119897.0
Central,Mobile,1997-10-01,1546.0,15634211.0
Central,Mobile,1997-11-01,2780.0,15574204.0
Central,Mobile,1997-12-01,1468.0,14687809.0
Central,Mobile,1998-01-01,1320.0,14316757.0
Central,Mobile,1998-02-01,1373.0,13683250.0
Central,Mobile,1998-03-01,2165.0,15241560.0
Central,Mobile,1998-04-01,1663.0,13864260.0
Central,Mobile,1998-05-01,2049.0,15280065.0
Central,Mobile,1998-06-01,463.0,16486361.0
Central,Mobile,1998-07-01,1408.0,16689600.0
Central,Mobile,1998-08-01,702.0,15493547.0
Central,Mobile,1998-09-01,968.0,11607070.0
Central,Mobile,1998-10-01,2970.0,13882064.0
Central,Mobile,1998-11-01,444.0,14525991.0
Central,Mobile,1998-12-01,1741.0,15236780.0
Central,Mobile,1999-01-01,2139.0,15690684.0
Central,Mobile,1999-02-01,1773.0,13094155.0
Central,Mobile,1999-03-01,2234.0,14833814.0
Central,Mobile,1999-04-01,2206.0,14138927.0
Central,Mobile,1999-05-01,2482.0,13705340.0
Central,Mobile,1999-06-01,2561.0,13852598.0
Central,Mobile,1999-07-01,3580.0,13883525.0
Central,Mobile,1999-08-01,1369.0,13433019.0
Central,Mobile,1999-09-01,2299.0,11827932.0
Central,Mobile,1999-10-01,2437.0,12622860.0
Central,Mobile,1999-11-01,1996.0,12510378.0
Central,Mobile,1999-12-01,3513.0,12732698.0
Central,Mobile,2000-01-01,2212.0,12235560.0
Central,Mobile,2000-02-01,1198.0,11005784.0
Central,Mobile,2000-03-01,1426.0,11506429.0
Central,Mobile,2000-04-01,1455.0,11963164.0
Central,Mobile,2000-05-01,2455.0,12150494.0
Central,Mobile,2000-06-01,937.0,11293514.0
Central,Mobile,2000-07-01,1043.0,12432187.0
Central,Mobile,2000-08-01,1892.0,12569569.0
Central,Mobile,2000-09-01,982.0,11547369.0
Central,Mobile,2000-10-01,1644.0,11557729.0
Central,Mobile,2000-11-01,1393.0,11222358.0
Central,Mobile,2000-12-01,707.0,11671103.0
Central,Mobile,2001-01-01,1545.0,12805411.0
Central,Mobile,2001-02-01,1631.0,10609147.0
Central,Mobile,2001-03-01,1305.0,12214047.0
Central,Mobile,2001-04-01,2058.0,11692351.0
Central,Mobile,2001-05-01,2877.0,11375350.0
Central,Mobile,2001-06-01,1696.0,10229171.0
Central,Mobile,2001-07-01,819.0,10146830.0
Central,Mobile,2001-08-01,1250.0,10218528.0
Central,Mobile,2001-09-01,893.0,9839879.0
Central,Mobile,2001-10-01,1151.0,9764991.0
Central,Mobile,2001-11-01,2216.0,9714001.0
Central,Mobile,2001-12-01,2148.0,9621800.0
Central,Mobile,2002-01-01,2486.0,9113586.0
Central,Mobile,2002-02-01,1873.0,8816800.0
Central,Mobile,2002-03-01,1542.0,10386103.0
Central,Mobile,2002-04-01,2158.0,10444899.0
Central,Mobile,2002-05-01,2070.0,10451092.0
Central,Mobile,2002-06-01,1540.0,10036636.0
Central,Mobile,2002-07-01,2221.0,10212748.0
Central,Mobile,2002-08-01,1596.0,10360641.0
Central,Mobile,2002-09-01,1736.0,9195112.0
Central,Mobile,2002-10-01,792.0,9986763.0
Central,Mobile,2002-11-01,2697.0,9495443.0
Central,Mobile,2002-12-01,1393.0,9803959.0
Central,Mobile,2003-01-01,683.0,9436627.0
Central,Mobile,2003-02-01,326.0,8716700.0
Central,Mobile,2003-03-01,748.0,9515657.0
Central,Mobile,2003-04-01,410.0,8962358.0
Central,Mobile,2003-05-01,444.0,9121365.0
Central,Mobile,2003-06-01,574.0,8571106.0
Central,Mobile,2003-07-01,873.0,8391304.0
Central,Mobile,2003-08-01,1831.0,8356267.0
Central,Mobile,2003-09-01,1120.0,8136236.0
Central,Mobile,2003-10-01,1446.0,8902278.0
Central,Mobile,2003-11-01,473.0,8287191.0
Central,Mobile,2003-12-01,349.0,8429918.0
Central,Mobile,2004-01-01,368.0,7143900.0
Central,Mobile,2004-02-01,273.0,6334552.0
Central,Mobile,2004-03-01,899.0,8607785.0
Central,Mobile,2004-04-01,1904.0,7787682.0
Central,Mobile,2004-05-01,1123.0,8181652.0
Central,Mobile,2004-06-01,1357.0,8198319.0
Central,Mobile,2004-07-01,1492.0,8450295.0
Central,Mobile,2004-08-01,701.0,7660428.0
Central,Mobile,2004-09-01,1610.0,5546736.0
Central,Mobile,2004-10-01,658.0,7477965.0
Central,Mobile,2004-11-01,713.0,7110845.0
Central,Mobile,2004-12-01,1300.0,7334009.0
Central,Mobile,2005-01-01,1081.0,7814131.0
Central,Mobile,2005-02-01,1088.0,6948533.0
Central,Mobile,2005-03-01,1039.0,7545351.0
Central,Mobile,2005-04-01,912.0,6770918.0
Central,Mobile,2005-05-01,625.0,7218422.0
Central,Mobile,2005-06-01,903.0,7001505.0
Central,Mobile,2005-07-01,55.0,6297698.0
Central,Mobile,2005-08-01,852.0,6144838.0
Central,Mobile,2005-09-01,1215.0,4276964.0
Central,Mobile,2005-10-01,189.0,5583589.0
Central,Mobile,2005-11-01,1013.0,6087386.0
Central,Mobile,2005-12-01,874.0,6607530.0
Central,Mobile,2006-01-01,295.0,4398325.0
Central,Mobile,2006-02-01,327.0,5891682.0
Central,Mobile,2006-03-01,213.0,4217671.0
Central,Sabine Pass Area,1996-01-01,18877.0,391415.0
Central,Sabine Pass Area,1996-02-01,16831.0,313955.0
Central,Sabine Pass Area,1996-03-01,18633.0,382379.0
Central,Sabine Pass Area,1996-04-01,18242.0,355328.0
Central,Sabine Pass Area,1996-05-01,17412.0,336249.0
Central,Sabine Pass Area,1996-06-01,16191.0,325102.0
Central,Sabine Pass Area,1996-07-01,16216.0,326790.0
