libname,memname,memtype,name,type,length,npos,varnum,label,format,informat,idxusage,sortedby,xtype,notnull,precision,scale,transcode
SASHELP,LEUTEST,DATA,x3442,num,8.0,27536.0,3443.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3443,num,8.0,27544.0,3444.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3444,num,8.0,27552.0,3445.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3445,num,8.0,27560.0,3446.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3446,num,8.0,27568.0,3447.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3447,num,8.0,27576.0,3448.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3448,num,8.0,27584.0,3449.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3449,num,8.0,27592.0,3450.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3450,num,8.0,27600.0,3451.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3451,num,8.0,27608.0,3452.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3452,num,8.0,27616.0,3453.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3453,num,8.0,27624.0,3454.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3454,num,8.0,27632.0,3455.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3455,num,8.0,27640.0,3456.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3456,num,8.0,27648.0,3457.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3457,num,8.0,27656.0,3458.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3458,num,8.0,27664.0,3459.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3459,num,8.0,27672.0,3460.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3460,num,8.0,27680.0,3461.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3461,num,8.0,27688.0,3462.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3462,num,8.0,27696.0,3463.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3463,num,8.0,27704.0,3464.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3464,num,8.0,27712.0,3465.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3465,num,8.0,27720.0,3466.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3466,num,8.0,27728.0,3467.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3467,num,8.0,27736.0,3468.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3468,num,8.0,27744.0,3469.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3469,num,8.0,27752.0,3470.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3470,num,8.0,27760.0,3471.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3471,num,8.0,27768.0,3472.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3472,num,8.0,27776.0,3473.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3473,num,8.0,27784.0,3474.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3474,num,8.0,27792.0,3475.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3475,num,8.0,27800.0,3476.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3476,num,8.0,27808.0,3477.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3477,num,8.0,27816.0,3478.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3478,num,8.0,27824.0,3479.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3479,num,8.0,27832.0,3480.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3480,num,8.0,27840.0,3481.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3481,num,8.0,27848.0,3482.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3482,num,8.0,27856.0,3483.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3483,num,8.0,27864.0,3484.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3484,num,8.0,27872.0,3485.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3485,num,8.0,27880.0,3486.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3486,num,8.0,27888.0,3487.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3487,num,8.0,27896.0,3488.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3488,num,8.0,27904.0,3489.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3489,num,8.0,27912.0,3490.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3490,num,8.0,27920.0,3491.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3491,num,8.0,27928.0,3492.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3492,num,8.0,27936.0,3493.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3493,num,8.0,27944.0,3494.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3494,num,8.0,27952.0,3495.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3495,num,8.0,27960.0,3496.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3496,num,8.0,27968.0,3497.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3497,num,8.0,27976.0,3498.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3498,num,8.0,27984.0,3499.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3499,num,8.0,27992.0,3500.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3500,num,8.0,28000.0,3501.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3501,num,8.0,28008.0,3502.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3502,num,8.0,28016.0,3503.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3503,num,8.0,28024.0,3504.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3504,num,8.0,28032.0,3505.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3505,num,8.0,28040.0,3506.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3506,num,8.0,28048.0,3507.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3507,num,8.0,28056.0,3508.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3508,num,8.0,28064.0,3509.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3509,num,8.0,28072.0,3510.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3510,num,8.0,28080.0,3511.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3511,num,8.0,28088.0,3512.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3512,num,8.0,28096.0,3513.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3513,num,8.0,28104.0,3514.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3514,num,8.0,28112.0,3515.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3515,num,8.0,28120.0,3516.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3516,num,8.0,28128.0,3517.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3517,num,8.0,28136.0,3518.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3518,num,8.0,28144.0,3519.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3519,num,8.0,28152.0,3520.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3520,num,8.0,28160.0,3521.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3521,num,8.0,28168.0,3522.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3522,num,8.0,28176.0,3523.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3523,num,8.0,28184.0,3524.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3524,num,8.0,28192.0,3525.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3525,num,8.0,28200.0,3526.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3526,num,8.0,28208.0,3527.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3527,num,8.0,28216.0,3528.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3528,num,8.0,28224.0,3529.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3529,num,8.0,28232.0,3530.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3530,num,8.0,28240.0,3531.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3531,num,8.0,28248.0,3532.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3532,num,8.0,28256.0,3533.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3533,num,8.0,28264.0,3534.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3534,num,8.0,28272.0,3535.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3535,num,8.0,28280.0,3536.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3536,num,8.0,28288.0,3537.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3537,num,8.0,28296.0,3538.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3538,num,8.0,28304.0,3539.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3539,num,8.0,28312.0,3540.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3540,num,8.0,28320.0,3541.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3541,num,8.0,28328.0,3542.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3542,num,8.0,28336.0,3543.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3543,num,8.0,28344.0,3544.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3544,num,8.0,28352.0,3545.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3545,num,8.0,28360.0,3546.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3546,num,8.0,28368.0,3547.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3547,num,8.0,28376.0,3548.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3548,num,8.0,28384.0,3549.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3549,num,8.0,28392.0,3550.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3550,num,8.0,28400.0,3551.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3551,num,8.0,28408.0,3552.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3552,num,8.0,28416.0,3553.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3553,num,8.0,28424.0,3554.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3554,num,8.0,28432.0,3555.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3555,num,8.0,28440.0,3556.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3556,num,8.0,28448.0,3557.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3557,num,8.0,28456.0,3558.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3558,num,8.0,28464.0,3559.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3559,num,8.0,28472.0,3560.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3560,num,8.0,28480.0,3561.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3561,num,8.0,28488.0,3562.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3562,num,8.0,28496.0,3563.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3563,num,8.0,28504.0,3564.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3564,num,8.0,28512.0,3565.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3565,num,8.0,28520.0,3566.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3566,num,8.0,28528.0,3567.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3567,num,8.0,28536.0,3568.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3568,num,8.0,28544.0,3569.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3569,num,8.0,28552.0,3570.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3570,num,8.0,28560.0,3571.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3571,num,8.0,28568.0,3572.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3572,num,8.0,28576.0,3573.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3573,num,8.0,28584.0,3574.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3574,num,8.0,28592.0,3575.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3575,num,8.0,28600.0,3576.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3576,num,8.0,28608.0,3577.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3577,num,8.0,28616.0,3578.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3578,num,8.0,28624.0,3579.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3579,num,8.0,28632.0,3580.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3580,num,8.0,28640.0,3581.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3581,num,8.0,28648.0,3582.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3582,num,8.0,28656.0,3583.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3583,num,8.0,28664.0,3584.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3584,num,8.0,28672.0,3585.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3585,num,8.0,28680.0,3586.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3586,num,8.0,28688.0,3587.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3587,num,8.0,28696.0,3588.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3588,num,8.0,28704.0,3589.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3589,num,8.0,28712.0,3590.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3590,num,8.0,28720.0,3591.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3591,num,8.0,28728.0,3592.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3592,num,8.0,28736.0,3593.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3593,num,8.0,28744.0,3594.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3594,num,8.0,28752.0,3595.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3595,num,8.0,28760.0,3596.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3596,num,8.0,28768.0,3597.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3597,num,8.0,28776.0,3598.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3598,num,8.0,28784.0,3599.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3599,num,8.0,28792.0,3600.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3600,num,8.0,28800.0,3601.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3601,num,8.0,28808.0,3602.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3602,num,8.0,28816.0,3603.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3603,num,8.0,28824.0,3604.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3604,num,8.0,28832.0,3605.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3605,num,8.0,28840.0,3606.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3606,num,8.0,28848.0,3607.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3607,num,8.0,28856.0,3608.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3608,num,8.0,28864.0,3609.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3609,num,8.0,28872.0,3610.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3610,num,8.0,28880.0,3611.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3611,num,8.0,28888.0,3612.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3612,num,8.0,28896.0,3613.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3613,num,8.0,28904.0,3614.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3614,num,8.0,28912.0,3615.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3615,num,8.0,28920.0,3616.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3616,num,8.0,28928.0,3617.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3617,num,8.0,28936.0,3618.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3618,num,8.0,28944.0,3619.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3619,num,8.0,28952.0,3620.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3620,num,8.0,28960.0,3621.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3621,num,8.0,28968.0,3622.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3622,num,8.0,28976.0,3623.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3623,num,8.0,28984.0,3624.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3624,num,8.0,28992.0,3625.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3625,num,8.0,29000.0,3626.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3626,num,8.0,29008.0,3627.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3627,num,8.0,29016.0,3628.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3628,num,8.0,29024.0,3629.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3629,num,8.0,29032.0,3630.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3630,num,8.0,29040.0,3631.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3631,num,8.0,29048.0,3632.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3632,num,8.0,29056.0,3633.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3633,num,8.0,29064.0,3634.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3634,num,8.0,29072.0,3635.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3635,num,8.0,29080.0,3636.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3636,num,8.0,29088.0,3637.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3637,num,8.0,29096.0,3638.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3638,num,8.0,29104.0,3639.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3639,num,8.0,29112.0,3640.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3640,num,8.0,29120.0,3641.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3641,num,8.0,29128.0,3642.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3642,num,8.0,29136.0,3643.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3643,num,8.0,29144.0,3644.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3644,num,8.0,29152.0,3645.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3645,num,8.0,29160.0,3646.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3646,num,8.0,29168.0,3647.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3647,num,8.0,29176.0,3648.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3648,num,8.0,29184.0,3649.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3649,num,8.0,29192.0,3650.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3650,num,8.0,29200.0,3651.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3651,num,8.0,29208.0,3652.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3652,num,8.0,29216.0,3653.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3653,num,8.0,29224.0,3654.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3654,num,8.0,29232.0,3655.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3655,num,8.0,29240.0,3656.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3656,num,8.0,29248.0,3657.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3657,num,8.0,29256.0,3658.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3658,num,8.0,29264.0,3659.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3659,num,8.0,29272.0,3660.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3660,num,8.0,29280.0,3661.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3661,num,8.0,29288.0,3662.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3662,num,8.0,29296.0,3663.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3663,num,8.0,29304.0,3664.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3664,num,8.0,29312.0,3665.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3665,num,8.0,29320.0,3666.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3666,num,8.0,29328.0,3667.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3667,num,8.0,29336.0,3668.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3668,num,8.0,29344.0,3669.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3669,num,8.0,29352.0,3670.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3670,num,8.0,29360.0,3671.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3671,num,8.0,29368.0,3672.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3672,num,8.0,29376.0,3673.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3673,num,8.0,29384.0,3674.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3674,num,8.0,29392.0,3675.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3675,num,8.0,29400.0,3676.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3676,num,8.0,29408.0,3677.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3677,num,8.0,29416.0,3678.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3678,num,8.0,29424.0,3679.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3679,num,8.0,29432.0,3680.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3680,num,8.0,29440.0,3681.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3681,num,8.0,29448.0,3682.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3682,num,8.0,29456.0,3683.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3683,num,8.0,29464.0,3684.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3684,num,8.0,29472.0,3685.0,,,,,0.0,num,no,0.0,,yes
SASHELP,LEUTEST,DATA,x3685,num,8.0,29480.0,3686.0,,,,,0.0,num,no,0.0,,yes
