CLASNAME,OBJNAME,DEFCREDT,DEFMODDT,DELETED,EXPLABEL,ID,LDESC,MRACCESS,PRODFLAG,USEDFLAG,VERSION,PREDCLAS,PREDROLE,SUCCCLAS,SUCCROLE,VERB,PREDCARD,SUCCCARD
OMSassocmgr,PSLayoutComponent USES PSPortlet,1357142922.638,1357142922.638,,,A0000001.A40000AA,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSpslytcmp,LAYOUTCOMPONENTS,OMSpsprtlt,PORTLETS,USES,0:m,0:m
OMSassocmgr,DELETED *** PSPortalCollection IS_RELATED_TO_1 PSPortlet,1334139291.575,,,,A0000001.A40000AB,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSpsprtlcl,ASSOCIATEDPORTALCOLLECTION,OMSpsprtlt,OWNINGPORTLET,DELETED,1:1,0:1
OMSassocmgr,PSPortalPage IS_CONTAINED_IN_0_N PSLayoutComponent,1357142922.638,1357142922.638,,,A0000001.A40000AC,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSpsprtlpg,OWNINGPAGE,OMSpslytcmp,LAYOUTCOMPONENTS,IS_CONTAINED_IN_0_N,0:m,1:1
OMSassocmgr,PSPortalPage USES PSPortalProfile,1357142922.638,1357142922.638,,,A0000001.A40000AD,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSpsprtlpg,PORTALPAGES,OMSpsprtlpr,PAGEPROFILES,USES,0:m,0:m
OMSassocmgr,Root IS_RELATED_TO_0_N Property,1357142922.628,1357142922.628,,,A0000001.A40000AE,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSroot,ASSOCIATEDLOCALIZEDOBJECT,OMSprop,LOCALIZEDATTRIBUTES,IS_RELATED_TO_0_N,0:m,0:1
OMSassocmgr,Root IS_RELATED_TO_0_N Variable,1357142922.628,1357142922.628,,,A0000001.A40000AF,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSroot,ASSOCIATEDOBJECT,OMSvariable,VARIABLES,IS_RELATED_TO_0_N,0:m,0:1
OMSassocmgr,SASPassword IS_RELATED_TO_0_N Connection,1357142922.628,1357142922.628,,,A0000001.A40000AG,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSsaspass,PASSTHRUPASSWORD,OMScnction,PROTECTEDPASSTHRUS,IS_RELATED_TO_0_N,0:m,0:1
OMSassocmgr,SASPassword IS_RELATED_TO_0_N Connection,1357142922.628,1357142922.628,,,A0000001.A40000AH,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSsaspass,SAPW,OMScnction,PROTECTEDCONNECTIONS,IS_RELATED_TO_0_N,0:m,0:1
OMSassocmgr,Text USES Target,1357142922.638,1357142922.638,,,A0000001.A40000AI,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMStext,TEXTUALINFORMATIONOBJECTS,OMStarget,TARGETS,USES,0:m,0:m
OMSassocmgr,AbstractTransformation IS_CONTAINED_IN_0_N Variable,1357142922.628,1357142922.628,,,A0000001.A40000AJ,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMStransfm,OWNINGTRANSFORMATION,OMSvariable,SUBSTITUTIONVARIABLES,IS_CONTAINED_IN_0_N,0:m,1:1
OMSassocmgr,DELETED *** TransformationActivity USES Job,1352977116.436,,,,A0000001.A40000AK,This association template has been deleted.,2.0,0.0,0.0,2.0,OMStrnsact,JOBACTIVITIES,OMSjob,JOBS,DELETED,0:m,0:m
OMSassocmgr,Column USES Key,1357142922.628,1357142922.628,,,A0000001.A40000AL,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSwcolumn,DISPLAYCOLUMNS,OMSkey,DISPLAYFORKEYS,USES,0:m,0:m
OMSassocmgr,RelationalTable CONTAINS SXLEMap,1357142922.628,1357142922.628,,,A0000001.A40000AM,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSwtable,XMLMAPTABLES,OMSsxlemap,ASSOCIATEDXMLMAP,CONTAINS,0:1,0:m
OMSassocmgr,XPath CONTAINS Column,1357142922.628,1357142922.628,,,A0000001.A40000AN,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSxpath,XPATHS,OMSwcolumn,ASSOCIATEDMAPCOLUMN,CONTAINS,0:1,0:m
OMSassocmgr,XPath CONTAINS RelationalTable,1357142922.628,1357142922.628,,,A0000001.A40000AO,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSxpath,XPATHS,OMSwtable,ASSOCIATEDMAPTABLE,CONTAINS,0:1,0:m
OMSassocmgr,DeployedComponent IS_RELATED_TO_0_N SASLicense,1357142922.638,1357142922.638,,,A0000001.A40000AP,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSdepcomp,LICENSEDCOMPONENT,OMSsaslcns,LICENSES,IS_RELATED_TO_0_N,0:m,0:1
OMSassocmgr,Email IS_RELATED_TO_0_1 ITSubscriber,1357142922.638,1357142922.638,,,A0000001.A40000AQ,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSemail,SUBSCRIBEREMAIL,OMSitsbscrb,EMAILSUBSCRIBER,IS_RELATED_TO_0_1,0:1,0:1
OMSassocmgr,Level USES Aggregation,1357142922.628,1357142922.628,,,A0000001.A40000AR,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSlevel,LEVELS,OMSaggregat,AGGREGATIONS,USES,0:m,0:m
OMSassocmgr,Hierarchy USES OLAPProperty,1357142922.628,1357142922.628,,,A0000001.A40000AS,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSohier,HIERARCHIES,OMSolapprop,OLAPPROPERTIES,USES,0:m,0:m
OMSassocmgr,Connection IS_RELATED_TO_0_N DataSourceName,1357142922.628,1357142922.628,,,A0000001.A40000AT,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMScnction,DATASOURCECONNECTION,OMSdatsrcnm,DATASOURCES,IS_RELATED_TO_0_N,0:m,0:1
OMSassocmgr,DataSourceName USES DataSourceName,1357142922.628,1357142922.628,,,A0000001.A40000AU,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSdatsrcnm,CHILDDATASOURCES,OMSdatsrcnm,PARENTDATASOURCES,USES,0:m,0:m
OMSassocmgr,DataSourceName CONTAINS Login,1357142922.628,1357142922.628,,,A0000001.A40000AV,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSdatsrcnm,DATASOURCES,OMSlogin,DEFAULTLOGIN,CONTAINS,0:1,0:m
OMSassocmgr,PSPortlet IS_RELATED_TO_0_1 Tree,1357142922.638,1357142922.638,,,A0000001.A40000AW,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSpsprtlt,ASSOCIATEDPSPORTLET,OMStree,ASSOCIATEDCONTENTCOLLECTION,IS_RELATED_TO_0_1,0:1,0:1
OMSassocmgr,RelationalSchema CONTAINS DatabaseCatalog,1357142922.628,1357142922.628,,,A0000001.A40000AX,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSreltnlsc,SCHEMAS,OMSdbcat,SCHEMAPACKAGE,CONTAINS,0:1,0:m
OMSassocmgr,DeployedDataPackage USES TableCollection,1357142922.628,1357142922.628,,,A0000001.A40000AY,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSddatapkg,COLLECTIONLOCATIONS,OMStablcllc,TABLECOLLECTIONS,USES,0:m,0:m
OMSassocmgr,Directory IS_RELATED_TO_0_N ITChannel,1357142922.638,1357142922.638,,,A0000001.A40000AZ,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSdirectry,CONTENTDESTINATION,OMSitchnnl,ITCHANNELS,IS_RELATED_TO_0_N,0:m,0:1
OMSassocmgr,Directory IS_RELATED_TO_0_N ITSubscriber,1357142922.638,1357142922.638,,,A0000001.A40000B0,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSdirectry,CONTENTDESTINATION,OMSitsbscrb,ITSUBSCRIBERS,IS_RELATED_TO_0_N,0:m,0:1
OMSassocmgr,DataTable USES TableCollection,1357142922.628,1357142922.628,,,A0000001.A40000B1,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMSdtable,TABLES,OMStablcllc,TABLECOLLECTIONS,USES,0:m,0:m
OMSassocmgr,DELETED *** AbstractJob USES TransformationActivity,1355335283.67,1357142923.86,,,A0000001.A40000B2,This association template has been deleted.,2.0,0.0,0.0,2.0,OMSabstrctj,JOBS,OMStrnsact,JOBACTIVITIES,DELETED,0:m,0:m
OMSassocmgr,TransformationActivity USES AbstractJob,1357142922.628,1357142922.628,,,A0000001.A40000B3,Compiled by ModelCompiler on 02JAN03 16:08,2.0,0.0,0.0,2.0,OMStrnsact,JOBACTIVITIES,OMSabstrctj,JOBS,USES,0:m,0:m
