Year,Quarter,Product_Line,Product_Category,Product_Group,Quantity,Profit,Total_Retail_Price
2000.0,2000Q2,Children,Children Sports,"Eclipse, Kid's Shoes",728.0,15364.34,31014.99
2000.0,2000Q2,Children,Children Sports,"Lucky Guy, Kids",567.0,12903.0499999999,23485.1
2000.0,2000Q2,Children,Children Sports,"N.D. Gear, Kids",1676.0,45402.4199999999,81242.8699999999
2000.0,2000Q2,Children,Children Sports,"Olssons, Kids",511.0,4619.04999999999,7715.4
2000.0,2000Q2,Children,Children Sports,Orion Kid's Clothes,19.0,351.1,706.0
2000.0,2000Q2,Children,Children Sports,"Osprey, Kids",968.0,14924.33,27010.08
2000.0,2000Q2,Children,Children Sports,Tracker Kid's Clothes,2512.0,45018.1,82924.3500000002
2000.0,2000Q2,Children,Children Sports,"Ypsilon, Kids",259.0,5711.75,10125.7999999999
2000.0,2000Q2,Clothes & Shoes,Clothes,Eclipse Clothing,6755.0,191287.399999999,384318.350000002
2000.0,2000Q2,Clothes & Shoes,Clothes,Green Tomato,407.0,12023.15,20037.0
2000.0,2000Q2,Clothes & Shoes,Clothes,Knitwear,1089.0,54432.2500000001,95199.2999999998
2000.0,2000Q2,Clothes & Shoes,Clothes,LSF,797.0,40207.2,77149.0000000001
2000.0,2000Q2,Clothes & Shoes,Clothes,Leisure,678.0,31398.9499999999,56801.7
2000.0,2000Q2,Clothes & Shoes,Clothes,Massif,103.0,15519.2,29622.0
2000.0,2000Q2,Clothes & Shoes,Clothes,Orion,1799.0,86710.4999999999,166252.649999999
2000.0,2000Q2,Clothes & Shoes,Clothes,Orion Clothing,1007.0,27650.78,53412.6299999999
2000.0,2000Q2,Clothes & Shoes,Clothes,Osprey,652.0,21752.5,36711.0999999999
2000.0,2000Q2,Clothes & Shoes,Clothes,Shorts,293.0,4339.39999999999,7749.39999999999
2000.0,2000Q2,Clothes & Shoes,Clothes,Stockings & Socks,499.0,4672.29999999999,7965.90000000001
2000.0,2000Q2,Clothes & Shoes,Clothes,Street Wear,949.0,36509.0999999999,63409.0999999999
2000.0,2000Q2,Clothes & Shoes,Clothes,T-Shirts,765.0,11090.1199999999,20440.8699999999
2000.0,2000Q2,Clothes & Shoes,Clothes,Tracker Clothes,5941.0,164258.019999999,302537.720000001
2000.0,2000Q2,Clothes & Shoes,Clothes,Twain,149.0,20033.45,38452.1499999999
2000.0,2000Q2,Clothes & Shoes,Shoes,Eclipse Shoes,7717.0,378502.709999999,765253.460000001
2000.0,2000Q2,Clothes & Shoes,Shoes,Shoes,3377.0,178159.739999999,330792.39
2000.0,2000Q2,Clothes & Shoes,Shoes,Tracker Shoes,4226.0,173593.67,320046.27
2000.0,2000Q2,Outdoors,Outdoors,Anoraks & Parkas,2367.0,183170.51,329619.56
2000.0,2000Q2,Outdoors,Outdoors,Backpacks,1810.0,124273.869999999,236848.37
2000.0,2000Q2,Outdoors,Outdoors,Gloves & Mittens,280.0,6607.55,11537.9
2000.0,2000Q2,Outdoors,Outdoors,Knitted Accessories,207.0,2315.65,3938.0
2000.0,2000Q2,Outdoors,Outdoors,Outdoor Gear,5443.0,237044.73,420435.129999999
2000.0,2000Q2,Outdoors,Outdoors,Sleepingbags,4628.0,210270.7,414518.5
2000.0,2000Q2,Outdoors,Outdoors,Tents,2018.0,356591.800000001,726506.599999999
2000.0,2000Q2,Sports,Assorted Sports Articles,Assorted Sports articles,7980.0,277982.039999999,504459.69
2000.0,2000Q2,Sports,Assorted Sports Articles,Darts,1268.0,24188.5999999999,41254.3000000003
2000.0,2000Q2,Sports,Assorted Sports Articles,Petanque - Boule,1240.0,30612.7999999998,55057.3999999999
2000.0,2000Q2,Sports,Assorted Sports Articles,Skates,6016.0,552970.510000001,1159837.25999999
2000.0,2000Q2,Sports,Golf,Golf,4269.0,221011.949999999,463360.499999998
2000.0,2000Q2,Sports,Golf,Golf Clothes,1367.0,107704.009999999,150656.96
2000.0,2000Q2,Sports,Indoor Sports,Fitness,373.0,29211.85,58081.1999999999
2000.0,2000Q2,Sports,Indoor Sports,Gymnastic Clothing,195.0,5241.64999999999,9295.5
2000.0,2000Q2,Sports,Indoor Sports,Top Trim,184.0,20651.8,37155.0999999999
2000.0,2000Q2,Sports,Racket Sports,Badminton,94.0,13037.85,17076.5
2000.0,2000Q2,Sports,Racket Sports,Racket Sports,1094.0,89128.35,152396.499999999
2000.0,2000Q2,Sports,Racket Sports,Tennis,1664.0,42833.4,74367.2999999999
2000.0,2000Q2,Sports,Running - Jogging,Jogging,2532.0,89904.8800000002,157296.68
2000.0,2000Q2,Sports,Running - Jogging,Running Clothes,3761.0,91769.6399999998,166192.89
2000.0,2000Q2,Sports,Swim Sports,Bathing Suits,3596.0,70695.7099999999,122146.56
2000.0,2000Q2,Sports,Team Sports,American Football,1184.0,16031.51,28626.66
2000.0,2000Q2,Sports,Team Sports,Baseball,934.0,9107.17,16095.9699999999
2000.0,2000Q2,Sports,Team Sports,Basket Ball,144.0,1795.52,2887.11999999999
2000.0,2000Q2,Sports,Team Sports,Soccer,3674.0,64957.25,127549.999999999
2000.0,2000Q2,Sports,Winter Sports,Ski Dress,596.0,85682.9999999999,150419.5
2000.0,2000Q2,Sports,Winter Sports,Winter Sports,1182.0,66382.4500000001,118497.399999999
2000.0,2000Q3,Children,Children Sports,"A-Team, Kids",668.0,10689.75,20152.0499999999
2000.0,2000Q3,Children,Children Sports,"Bathing Suits, Kids",179.0,3053.0,5269.9
2000.0,2000Q3,Children,Children Sports,"Eclipse, Kid's Clothes",1271.0,21049.46,42363.3099999999
2000.0,2000Q3,Children,Children Sports,"Eclipse, Kid's Shoes",779.0,16434.97,33142.82
2000.0,2000Q3,Children,Children Sports,"Lucky Guy, Kids",650.0,15493.0,28017.4999999999
2000.0,2000Q3,Children,Children Sports,"N.D. Gear, Kids",1776.0,45839.9399999999,82339.89
2000.0,2000Q3,Children,Children Sports,"Olssons, Kids",556.0,4934.45,8285.9
2000.0,2000Q3,Children,Children Sports,Orion Kid's Clothes,30.0,519.65,1045.29999999999
2000.0,2000Q3,Children,Children Sports,"Osprey, Kids",1067.0,17238.03,31431.83
2000.0,2000Q3,Children,Children Sports,Tracker Kid's Clothes,3022.0,53352.91,99103.2099999998
2000.0,2000Q3,Children,Children Sports,"Ypsilon, Kids",310.0,6694.2,11862.4999999999
2000.0,2000Q3,Clothes & Shoes,Clothes,Eclipse Clothing,7332.0,209707.669999999,423223.369999999
2000.0,2000Q3,Clothes & Shoes,Clothes,Green Tomato,421.0,11289.35,19139.5
2000.0,2000Q3,Clothes & Shoes,Clothes,Knitwear,808.0,42422.9999999999,73947.3999999999
2000.0,2000Q3,Clothes & Shoes,Clothes,LSF,821.0,43013.15,82724.3
2000.0,2000Q3,Clothes & Shoes,Clothes,Leisure,755.0,34172.2999999999,62061.4
2000.0,2000Q3,Clothes & Shoes,Clothes,Massif,89.0,13419.5,25614.2
2000.0,2000Q3,Clothes & Shoes,Clothes,Orion,1725.0,83282.4699999999,158912.97
2000.0,2000Q3,Clothes & Shoes,Clothes,Orion Clothing,1056.0,29772.19,57279.0899999999
2000.0,2000Q3,Clothes & Shoes,Clothes,Osprey,744.0,26099.5,44233.5
2000.0,2000Q3,Clothes & Shoes,Clothes,Shorts,390.0,5348.92999999999,9799.08
2000.0,2000Q3,Clothes & Shoes,Clothes,Stockings & Socks,574.0,5239.79,8917.69
2000.0,2000Q3,Clothes & Shoes,Clothes,Street Wear,1030.0,41974.1599999998,72471.6599999999
2000.0,2000Q3,Clothes & Shoes,Clothes,T-Shirts,826.0,13702.1499999999,24482.2999999999
2000.0,2000Q3,Clothes & Shoes,Clothes,Tracker Clothes,6476.0,171995.78,319697.43
2000.0,2000Q3,Clothes & Shoes,Clothes,Twain,163.0,22096.25,43577.7499999999
2000.0,2000Q3,Clothes & Shoes,Shoes,Eclipse Shoes,7850.0,383969.46,775016.010000002
2000.0,2000Q3,Clothes & Shoes,Shoes,Shoes,3396.0,179442.31,334047.06
2000.0,2000Q3,Clothes & Shoes,Shoes,Tracker Shoes,4311.0,175171.01,326785.510000001
2000.0,2000Q3,Outdoors,Outdoors,Anoraks & Parkas,1455.0,114537.999999999,204465.7
2000.0,2000Q3,Outdoors,Outdoors,Backpacks,1565.0,110410.069999999,209022.72
2000.0,2000Q3,Outdoors,Outdoors,Gloves & Mittens,316.0,7562.09999999999,13123.3
2000.0,2000Q3,Outdoors,Outdoors,Knitted Accessories,209.0,2478.65,4224.2
2000.0,2000Q3,Outdoors,Outdoors,Outdoor Gear,4925.0,221231.23,390306.68
2000.0,2000Q3,Outdoors,Outdoors,Sleepingbags,4243.0,195212.2,384673.600000001
2000.0,2000Q3,Outdoors,Outdoors,Tents,1858.0,327773.45,667781.499999998
2000.0,2000Q3,Sports,Assorted Sports Articles,Assorted Sports articles,8728.0,305694.219999999,557402.52
2000.0,2000Q3,Sports,Assorted Sports Articles,Darts,1255.0,23093.6499999999,39365.7000000003
2000.0,2000Q3,Sports,Assorted Sports Articles,Petanque - Boule,934.0,23134.7499999998,41772.4
2000.0,2000Q3,Sports,Assorted Sports Articles,Skates,5361.0,514154.050000001,1077435.0
2000.0,2000Q3,Sports,Golf,Golf,3979.0,210724.14,436212.739999999
2000.0,2000Q3,Sports,Golf,Golf Clothes,1431.0,110731.03,158330.83
2000.0,2000Q3,Sports,Indoor Sports,Fitness,541.0,52509.8,105373.899999999
2000.0,2000Q3,Sports,Indoor Sports,Gymnastic Clothing,348.0,9689.89999999999,17146.1999999999
2000.0,2000Q3,Sports,Indoor Sports,Top Trim,298.0,34017.85,60931.2
2000.0,2000Q3,Sports,Racket Sports,Badminton,157.0,18751.1,25360.8
2000.0,2000Q3,Sports,Racket Sports,Racket Sports,1104.0,97529.0499999999,165035.099999999
2000.0,2000Q3,Sports,Racket Sports,Tennis,1078.0,27191.3799999999,47097.8799999999
2000.0,2000Q3,Sports,Running - Jogging,Jogging,2767.0,98527.7200000003,172113.87
2000.0,2000Q3,Sports,Running - Jogging,Running Clothes,3943.0,93053.3599999998,171896.46
2000.0,2000Q3,Sports,Swim Sports,Bathing Suits,3004.0,59923.1499999999,103539.0
2000.0,2000Q3,Sports,Team Sports,American Football,1103.0,13326.86,25122.94
2000.0,2000Q3,Sports,Team Sports,Baseball,909.0,8433.83,15573.73
2000.0,2000Q3,Sports,Team Sports,Basket Ball,217.0,2760.57999999999,4397.57999999998
2000.0,2000Q3,Sports,Team Sports,Soccer,2587.0,47291.1499999998,91645.3999999999
2000.0,2000Q3,Sports,Winter Sports,Ski Dress,626.0,91873.3499999999,161434.2
2000.0,2000Q3,Sports,Winter Sports,Winter Sports,1199.0,64740.9499999999,114992.549999999
2000.0,2000Q4,Children,Children Sports,"A-Team, Kids",543.0,9631.58999999999,17435.7399999999
2000.0,2000Q4,Children,Children Sports,"Bathing Suits, Kids",92.0,1583.5,2722.4
2000.0,2000Q4,Children,Children Sports,"Eclipse, Kid's Clothes",1091.0,17039.05,34520.6999999999
2000.0,2000Q4,Children,Children Sports,"Eclipse, Kid's Shoes",602.0,12715.16,25788.0599999999
2000.0,2000Q4,Children,Children Sports,"Lucky Guy, Kids",538.0,13504.9,24478.0
2000.0,2000Q4,Children,Children Sports,"N.D. Gear, Kids",1474.0,38362.19,68761.24
2000.0,2000Q4,Children,Children Sports,"Olssons, Kids",423.0,3921.34999999999,6575.4
2000.0,2000Q4,Children,Children Sports,Orion Kid's Clothes,31.0,439.1,884.4
2000.0,2000Q4,Children,Children Sports,"Osprey, Kids",837.0,13063.5599999999,23545.0599999999
2000.0,2000Q4,Children,Children Sports,Tracker Kid's Clothes,2276.0,41527.6799999998,76648.5799999998
2000.0,2000Q4,Children,Children Sports,"Ypsilon, Kids",239.0,5151.19999999999,9127.1
2000.0,2000Q4,Clothes & Shoes,Clothes,Eclipse Clothing,6242.0,177781.45,357383.800000001
2000.0,2000Q4,Clothes & Shoes,Clothes,Green Tomato,359.0,9270.96,16009.4599999999
2000.0,2000Q4,Clothes & Shoes,Clothes,Knitwear,1436.0,75644.3000000002,132022.799999999
2000.0,2000Q4,Clothes & Shoes,Clothes,LSF,693.0,32933.83,65241.3800000001
2000.0,2000Q4,Clothes & Shoes,Clothes,Leisure,674.0,29168.9399999999,53328.1400000001
2000.0,2000Q4,Clothes & Shoes,Clothes,Massif,72.0,10904.6,20813.8
2000.0,2000Q4,Clothes & Shoes,Clothes,Orion,1616.0,77548.7799999998,148627.78
2000.0,2000Q4,Clothes & Shoes,Clothes,Orion Clothing,952.0,27988.05,53555.4999999999
2000.0,2000Q4,Clothes & Shoes,Clothes,Osprey,528.0,18091.8899999999,30927.24
2000.0,2000Q4,Clothes & Shoes,Clothes,Shorts,165.0,2508.1,4475.89999999999
2000.0,2000Q4,Clothes & Shoes,Clothes,Stockings & Socks,577.0,5265.84999999999,8903.0
2000.0,2000Q4,Clothes & Shoes,Clothes,Street Wear,928.0,37475.19,65048.9400000001
2000.0,2000Q4,Clothes & Shoes,Clothes,T-Shirts,393.0,6275.35,11284.3
2000.0,2000Q4,Clothes & Shoes,Clothes,Tracker Clothes,5672.0,152079.119999999,282492.619999999
2000.0,2000Q4,Clothes & Shoes,Clothes,Twain,125.0,17008.95,32990.2
2000.0,2000Q4,Clothes & Shoes,Shoes,Eclipse Shoes,5216.0,257321.02,517964.419999999
2000.0,2000Q4,Clothes & Shoes,Shoes,Shoes,2284.0,118675.309999999,221648.56
2000.0,2000Q4,Clothes & Shoes,Shoes,Tracker Shoes,2933.0,122145.019999999,224944.119999999
2000.0,2000Q4,Outdoors,Outdoors,Anoraks & Parkas,3238.0,254761.270000001,460477.619999999
2000.0,2000Q4,Outdoors,Outdoors,Backpacks,1411.0,92640.8999999999,174724.999999999
2000.0,2000Q4,Outdoors,Outdoors,Gloves & Mittens,683.0,16539.85,28644.3
2000.0,2000Q4,Outdoors,Outdoors,Knitted Accessories,516.0,6414.78,11070.68
2000.0,2000Q4,Outdoors,Outdoors,Outdoor Gear,2656.0,113955.549999999,201261.700000001
2000.0,2000Q4,Outdoors,Outdoors,Sleepingbags,2419.0,112989.549999999,222592.000000001
2000.0,2000Q4,Outdoors,Outdoors,Tents,1072.0,191251.399999999,386485.199999999
2000.0,2000Q4,Sports,Assorted Sports Articles,Assorted Sports articles,7738.0,265022.094999999,479901.845
2000.0,2000Q4,Sports,Assorted Sports Articles,Darts,2411.0,45726.5499999999,77967.2999999996
2000.0,2000Q4,Sports,Assorted Sports Articles,Petanque - Boule,498.0,12224.1999999999,22120.3
2000.0,2000Q4,Sports,Assorted Sports Articles,Skates,3063.0,290972.999999999,600297.0
2000.0,2000Q4,Sports,Golf,Golf,2735.0,143613.569999999,295075.619999999
2000.0,2000Q4,Sports,Golf,Golf Clothes,896.0,76022.08,103682.829999999
2000.0,2000Q4,Sports,Indoor Sports,Fitness,698.0,72077.42,144310.92
2000.0,2000Q4,Sports,Indoor Sports,Gymnastic Clothing,492.0,12888.5599999999,22941.9599999999
2000.0,2000Q4,Sports,Indoor Sports,Top Trim,470.0,51115.07,94266.82
2000.0,2000Q4,Sports,Racket Sports,Badminton,228.0,28366.55,37390.2
2000.0,2000Q4,Sports,Racket Sports,Racket Sports,1266.0,111316.199999999,190717.099999999
2000.0,2000Q4,Sports,Racket Sports,Tennis,1087.0,27775.84,48377.44
2000.0,2000Q4,Sports,Running - Jogging,Jogging,1954.0,66493.5299999999,118474.429999999
2000.0,2000Q4,Sports,Running - Jogging,Running Clothes,2805.0,69648.8799999997,126369.33
2000.0,2000Q4,Sports,Swim Sports,Bathing Suits,1496.0,29786.2499999999,50793.2000000002
2000.0,2000Q4,Sports,Team Sports,American Football,723.0,9636.93000000001,17351.2
2000.0,2000Q4,Sports,Team Sports,Baseball,739.0,7507.49999999999,13218.6999999999
2000.0,2000Q4,Sports,Team Sports,Basket Ball,264.0,3389.11999999999,5376.21999999998
2000.0,2000Q4,Sports,Team Sports,Soccer,2379.0,42440.8100000001,83017.0600000001
2000.0,2000Q4,Sports,Winter Sports,Ski Dress,1435.0,200689.6,353915.249999999
2000.0,2000Q4,Sports,Winter Sports,Winter Sports,2729.0,143356.23,258000.48
2001.0,2001Q1,Children,Children Sports,"A-Team, Kids",260.0,4400.95,7957.2
2001.0,2001Q1,Children,Children Sports,"Bathing Suits, Kids",81.0,1384.75,2394.29999999999
2001.0,2001Q1,Children,Children Sports,"Eclipse, Kid's Clothes",471.0,7524.55000000001,15135.0
2001.0,2001Q1,Children,Children Sports,"Eclipse, Kid's Shoes",300.0,6474.64999999999,13007.3
2001.0,2001Q1,Children,Children Sports,"Lucky Guy, Kids",241.0,5439.60000000001,9935.89999999999
2001.0,2001Q1,Children,Children Sports,"N.D. Gear, Kids",701.0,18008.4999999999,32189.9
2001.0,2001Q1,Children,Children Sports,"Olssons, Kids",206.0,1897.69999999999,3211.79999999999
2001.0,2001Q1,Children,Children Sports,Orion Kid's Clothes,10.0,209.8,422.3
2001.0,2001Q1,Children,Children Sports,"Osprey, Kids",405.0,6618.09999999998,11926.3999999999
2001.0,2001Q1,Children,Children Sports,Tracker Kid's Clothes,1010.0,18806.5,34478.1
2001.0,2001Q1,Children,Children Sports,"Ypsilon, Kids",102.0,2320.59999999999,4111.1
2001.0,2001Q1,Clothes & Shoes,Clothes,Eclipse Clothing,2846.0,82145.3500000001,164617.4
2001.0,2001Q1,Clothes & Shoes,Clothes,Green Tomato,150.0,4370.5,7283.99999999999
2001.0,2001Q1,Clothes & Shoes,Clothes,Knitwear,1512.0,75969.4800000001,133091.479999999
2001.0,2001Q1,Clothes & Shoes,Clothes,LSF,289.0,14907.05,28710.5
2001.0,2001Q1,Clothes & Shoes,Clothes,Leisure,344.0,15862.2499999999,28693.8999999999
2001.0,2001Q1,Clothes & Shoes,Clothes,Massif,41.0,6418.15,12249.6
2001.0,2001Q1,Clothes & Shoes,Clothes,Orion,779.0,38263.7999999999,72821.1
2001.0,2001Q1,Clothes & Shoes,Clothes,Orion Clothing,456.0,13140.9499999999,25130.0999999999
2001.0,2001Q1,Clothes & Shoes,Clothes,Osprey,271.0,9126.2,15387.9
2001.0,2001Q1,Clothes & Shoes,Clothes,Shorts,146.0,2189.65,3907.09999999999
2001.0,2001Q1,Clothes & Shoes,Clothes,Stockings & Socks,263.0,2479.14999999999,4167.3
2001.0,2001Q1,Clothes & Shoes,Clothes,Street Wear,436.0,18403.35,31806.5
2001.0,2001Q1,Clothes & Shoes,Clothes,T-Shirts,336.0,5588.6,10003.8
2001.0,2001Q1,Clothes & Shoes,Clothes,Tracker Clothes,2515.0,68410.05,125967.699999999
2001.0,2001Q1,Clothes & Shoes,Clothes,Twain,77.0,10627.775,20789.4749999999
2001.0,2001Q1,Clothes & Shoes,Shoes,Eclipse Shoes,3908.0,194683.2,391706.099999999
2001.0,2001Q1,Clothes & Shoes,Shoes,Shoes,1759.0,93756.55,174353.099999999
2001.0,2001Q1,Clothes & Shoes,Shoes,Tracker Shoes,2116.0,90265.9499999993,166033.7
2001.0,2001Q1,Outdoors,Outdoors,Anoraks & Parkas,3311.0,275094.61,491234.159999998
2001.0,2001Q1,Outdoors,Outdoors,Backpacks,645.0,45798.3999999999,86314.8999999998
2001.0,2001Q1,Outdoors,Outdoors,Gloves & Mittens,311.0,8109.99999999999,13997.1
2001.0,2001Q1,Outdoors,Outdoors,Knitted Accessories,527.0,6231.54,10812.7399999999
2001.0,2001Q1,Outdoors,Outdoors,Outdoor Gear,1991.0,87643.5999999997,155197.8
2001.0,2001Q1,Outdoors,Outdoors,Sleepingbags,1662.0,76454.1999999999,150511.9
2001.0,2001Q1,Outdoors,Outdoors,Tents,709.0,130191.299999999,261784.5
2001.0,2001Q1,Sports,Assorted Sports Articles,Assorted Sports articles,4201.0,145961.3,264645.6
2001.0,2001Q1,Sports,Assorted Sports Articles,Darts,1216.0,23381.2499999999,39838.9000000002
2001.0,2001Q1,Sports,Assorted Sports Articles,Petanque - Boule,410.0,9905.44999999997,17831.5999999999
2001.0,2001Q1,Sports,Assorted Sports Articles,Skates,1961.0,189205.95,390192.599999999
2001.0,2001Q1,Sports,Golf,Golf,1529.0,78176.2,160181.0
2001.0,2001Q1,Sports,Golf,Golf Clothes,527.0,42292.7,58726.6999999999
2001.0,2001Q1,Sports,Indoor Sports,Fitness,558.0,42007.84,85025.0399999999
2001.0,2001Q1,Sports,Indoor Sports,Gymnastic Clothing,287.0,7693.91,13695.16
2001.0,2001Q1,Sports,Indoor Sports,Top Trim,277.0,27318.5,48827.2
2001.0,2001Q1,Sports,Racket Sports,Badminton,127.0,12913.55,17447.9
2001.0,2001Q1,Sports,Racket Sports,Racket Sports,578.0,46883.1999999999,80469.8999999999
2001.0,2001Q1,Sports,Racket Sports,Tennis,521.0,14140.2499999999,24242.8999999999
2001.0,2001Q1,Sports,Running - Jogging,Jogging,1440.0,51709.1499999999,90240.4
2001.0,2001Q1,Sports,Running - Jogging,Running Clothes,2148.0,52945.3000000001,95349.8999999999
2001.0,2001Q1,Sports,Swim Sports,Bathing Suits,1127.0,23239.8499999999,39737.7000000001
2001.0,2001Q1,Sports,Team Sports,American Football,356.0,4934.81000000001,8803.83000000001
2001.0,2001Q1,Sports,Team Sports,Baseball,333.0,3137.44999999999,5703.7
2001.0,2001Q1,Sports,Team Sports,Basket Ball,168.0,2178.48,3439.82999999999
2001.0,2001Q1,Sports,Team Sports,Soccer,1216.0,22471.3,43125.1
2001.0,2001Q1,Sports,Winter Sports,Ski Dress,1517.0,208741.68,373279.23
2001.0,2001Q1,Sports,Winter Sports,Winter Sports,2722.0,149392.165,266562.465
2001.0,2001Q2,Children,Children Sports,"A-Team, Kids",486.0,7939.44999999999,14354.6999999999
2001.0,2001Q2,Children,Children Sports,"Bathing Suits, Kids",162.0,2930.33,5052.48
2001.0,2001Q2,Children,Children Sports,"Eclipse, Kid's Clothes",1088.0,17082.1399999999,34257.7899999999
2001.0,2001Q2,Children,Children Sports,"Eclipse, Kid's Shoes",629.0,13569.09,27466.34
2001.0,2001Q2,Children,Children Sports,"Lucky Guy, Kids",553.0,12789.4999999999,23294.4
2001.0,2001Q2,Children,Children Sports,"N.D. Gear, Kids",1476.0,39146.3499999999,70045.4999999999
2001.0,2001Q2,Children,Children Sports,"Olssons, Kids",491.0,4804.69999999999,8059.20000000001
2001.0,2001Q2,Children,Children Sports,Orion Kid's Clothes,25.0,464.2,934.7
2001.0,2001Q2,Children,Children Sports,"Osprey, Kids",838.0,12854.47,23423.07
2001.0,2001Q2,Children,Children Sports,Tracker Kid's Clothes,2306.0,43081.39,79298.7899999999
2001.0,2001Q2,Children,Children Sports,"Ypsilon, Kids",257.0,5643.7,9999.69999999999
2001.0,2001Q2,Clothes & Shoes,Clothes,Eclipse Clothing,5626.0,159617.769999999,320641.67
2001.0,2001Q2,Clothes & Shoes,Clothes,Green Tomato,346.0,9755.34999999999,16263.2
2001.0,2001Q2,Clothes & Shoes,Clothes,Knitwear,892.0,47087.05,82131.1999999997
2001.0,2001Q2,Clothes & Shoes,Clothes,LSF,646.0,33198.6499999999,63659.6
2001.0,2001Q2,Clothes & Shoes,Clothes,Leisure,665.0,31427.2999999999,56815.6
2001.0,2001Q2,Clothes & Shoes,Clothes,Massif,61.0,9652.7,18422.7
2001.0,2001Q2,Clothes & Shoes,Clothes,Orion,1449.0,70666.0799999999,135304.68
2001.0,2001Q2,Clothes & Shoes,Clothes,Orion Clothing,859.0,25353.3899999999,48834.34
2001.0,2001Q2,Clothes & Shoes,Clothes,Osprey,541.0,18267.35,31005.5
2001.0,2001Q2,Clothes & Shoes,Clothes,Shorts,262.0,3774.64999999999,6761.1
2001.0,2001Q2,Clothes & Shoes,Clothes,Stockings & Socks,428.0,3857.24999999999,6501.2
2001.0,2001Q2,Clothes & Shoes,Clothes,Street Wear,943.0,40528.6199999999,70215.37
2001.0,2001Q2,Clothes & Shoes,Clothes,T-Shirts,623.0,9782.59999999999,18033.3999999999
2001.0,2001Q2,Clothes & Shoes,Clothes,Tracker Clothes,5107.0,137756.39,253540.289999999
2001.0,2001Q2,Clothes & Shoes,Clothes,Twain,148.0,20921.875,40876.0749999999
2001.0,2001Q2,Clothes & Shoes,Shoes,Eclipse Shoes,6092.0,298666.359999999,604671.560000001
2001.0,2001Q2,Clothes & Shoes,Shoes,Shoes,2742.0,147483.949999999,274083.55
2001.0,2001Q2,Clothes & Shoes,Shoes,Tracker Shoes,3246.0,135879.659999999,250277.51
2001.0,2001Q2,Outdoors,Outdoors,Anoraks & Parkas,2243.0,182233.01,326998.16
2001.0,2001Q2,Outdoors,Outdoors,Backpacks,1708.0,115082.479999999,219388.78
2001.0,2001Q2,Outdoors,Outdoors,Gloves & Mittens,277.0,6956.45,12100.0
2001.0,2001Q2,Outdoors,Outdoors,Knitted Accessories,185.0,2184.09999999999,3688.79999999999
2001.0,2001Q2,Outdoors,Outdoors,Outdoor Gear,5049.0,218366.04,388661.339999999
2001.0,2001Q2,Outdoors,Outdoors,Sleepingbags,4202.0,189792.099999999,374115.2
2001.0,2001Q2,Outdoors,Outdoors,Tents,1797.0,329385.749999999,666669.400000003
2001.0,2001Q2,Sports,Assorted Sports Articles,Assorted Sports articles,6939.0,245135.835,444330.685000001
2001.0,2001Q2,Sports,Assorted Sports Articles,Darts,1171.0,21818.0,37191.5000000001
2001.0,2001Q2,Sports,Assorted Sports Articles,Petanque - Boule,1136.0,27900.6999999998,50446.8
2001.0,2001Q2,Sports,Assorted Sports Articles,Skates,4947.0,451698.600000001,962485.499999999
2001.0,2001Q2,Sports,Golf,Golf,3349.0,177456.679999999,371941.48
2001.0,2001Q2,Sports,Golf,Golf Clothes,1169.0,95503.6399999999,132370.64
2001.0,2001Q2,Sports,Indoor Sports,Fitness,254.0,20532.8,41208.7
2001.0,2001Q2,Sports,Indoor Sports,Gymnastic Clothing,170.0,4567.94999999999,8087.5
2001.0,2001Q2,Sports,Indoor Sports,Top Trim,156.0,17004.6,30613.2
2001.0,2001Q2,Sports,Racket Sports,Badminton,76.0,11589.95,15037.5
2001.0,2001Q2,Sports,Racket Sports,Racket Sports,945.0,83978.5999999999,142454.099999999
2001.0,2001Q2,Sports,Racket Sports,Tennis,1433.0,38117.93,66206.7799999999
2001.0,2001Q2,Sports,Running - Jogging,Jogging,2370.0,82542.5299999999,144683.78
2001.0,2001Q2,Sports,Running - Jogging,Running Clothes,3258.0,80306.8099999998,145057.959999999
2001.0,2001Q2,Sports,Swim Sports,Bathing Suits,3277.0,65354.08,113688.73
2001.0,2001Q2,Sports,Team Sports,American Football,917.0,12336.45,22128.5399999999
2001.0,2001Q2,Sports,Team Sports,Baseball,806.0,8145.98999999999,14413.29
2001.0,2001Q2,Sports,Team Sports,Basket Ball,109.0,1349.7,2177.35
2001.0,2001Q2,Sports,Team Sports,Soccer,3527.0,64959.9,127046.749999999
2001.0,2001Q2,Sports,Winter Sports,Ski Dress,496.0,72229.8999999999,126979.0
2001.0,2001Q2,Sports,Winter Sports,Winter Sports,962.0,54820.8499999999,97514.0999999999
2001.0,2001Q3,Children,Children Sports,"A-Team, Kids",563.0,8819.13999999999,16399.59
2001.0,2001Q3,Children,Children Sports,"Bathing Suits, Kids",199.0,3588.15,6162.4
2001.0,2001Q3,Children,Children Sports,"Eclipse, Kid's Clothes",1187.0,19504.8599999999,39217.86
2001.0,2001Q3,Children,Children Sports,"Eclipse, Kid's Shoes",740.0,15608.2099999999,31499.11
2001.0,2001Q3,Children,Children Sports,"Lucky Guy, Kids",540.0,12749.15,23165.8999999999
2001.0,2001Q3,Children,Children Sports,"N.D. Gear, Kids",1515.0,39982.2799999999,72023.48
2001.0,2001Q3,Children,Children Sports,"Olssons, Kids",499.0,4403.55,7392.29999999999
