ACTUAL,PREDICT,COUNTRY,REGION,DIVISION,PRODTYPE,PRODUCT,QUARTER,YEAR,MONTH
87.0,821.0,CANADA,WEST,EDUCATION,FURNITURE,BED,3.0,1993.0,1993-08-01
765.0,962.0,CANADA,WEST,EDUCATION,FURNITURE,BED,3.0,1993.0,1993-09-01
62.0,615.0,CANADA,WEST,EDUCATION,FURNITURE,BED,4.0,1993.0,1993-10-01
13.0,523.0,CANADA,WEST,EDUCATION,FURNITURE,BED,4.0,1993.0,1993-11-01
775.0,806.0,CANADA,WEST,EDUCATION,FURNITURE,BED,4.0,1993.0,1993-12-01
636.0,586.0,CANADA,WEST,EDUCATION,FURNITURE,BED,1.0,1994.0,1994-01-01
458.0,520.0,CANADA,WEST,EDUCATION,FURNITURE,BED,1.0,1994.0,1994-02-01
206.0,908.0,CANADA,WEST,EDUCATION,FURNITURE,BED,1.0,1994.0,1994-03-01
310.0,30.0,CANADA,WEST,EDUCATION,FURNITURE,BED,2.0,1994.0,1994-04-01
813.0,247.0,CANADA,WEST,EDUCATION,FURNITURE,BED,2.0,1994.0,1994-05-01
22.0,647.0,CANADA,WEST,EDUCATION,FURNITURE,BED,2.0,1994.0,1994-06-01
742.0,55.0,CANADA,WEST,EDUCATION,FURNITURE,BED,3.0,1994.0,1994-07-01
394.0,154.0,CANADA,WEST,EDUCATION,FURNITURE,BED,3.0,1994.0,1994-08-01
957.0,344.0,CANADA,WEST,EDUCATION,FURNITURE,BED,3.0,1994.0,1994-09-01
205.0,95.0,CANADA,WEST,EDUCATION,FURNITURE,BED,4.0,1994.0,1994-10-01
198.0,665.0,CANADA,WEST,EDUCATION,FURNITURE,BED,4.0,1994.0,1994-11-01
638.0,145.0,CANADA,WEST,EDUCATION,FURNITURE,BED,4.0,1994.0,1994-12-01
155.0,925.0,CANADA,WEST,EDUCATION,OFFICE,TABLE,1.0,1993.0,1993-01-01
688.0,395.0,CANADA,WEST,EDUCATION,OFFICE,TABLE,1.0,1993.0,1993-02-01
730.0,749.0,CANADA,WEST,EDUCATION,OFFICE,TABLE,1.0,1993.0,1993-03-01
208.0,279.0,CANADA,WEST,EDUCATION,OFFICE,TABLE,2.0,1993.0,1993-04-01
525.0,288.0,CANADA,WEST,EDUCATION,OFFICE,TABLE,2.0,1993.0,1993-05-01
483.0,509.0,CANADA,WEST,EDUCATION,OFFICE,TABLE,2.0,1993.0,1993-06-01
748.0,255.0,CANADA,WEST,EDUCATION,OFFICE,TABLE,3.0,1993.0,1993-07-01
6.0,214.0,CANADA,WEST,EDUCATION,OFFICE,TABLE,3.0,1993.0,1993-08-01
168.0,473.0,CANADA,WEST,EDUCATION,OFFICE,TABLE,3.0,1993.0,1993-09-01
301.0,702.0,CANADA,WEST,EDUCATION,OFFICE,TABLE,4.0,1993.0,1993-10-01
9.0,814.0,CANADA,WEST,EDUCATION,OFFICE,TABLE,4.0,1993.0,1993-11-01
778.0,231.0,CANADA,WEST,EDUCATION,OFFICE,TABLE,4.0,1993.0,1993-12-01
799.0,422.0,CANADA,WEST,EDUCATION,OFFICE,TABLE,1.0,1994.0,1994-01-01
309.0,572.0,CANADA,WEST,EDUCATION,OFFICE,TABLE,1.0,1994.0,1994-02-01
433.0,363.0,CANADA,WEST,EDUCATION,OFFICE,TABLE,1.0,1994.0,1994-03-01
969.0,919.0,CANADA,WEST,EDUCATION,OFFICE,TABLE,2.0,1994.0,1994-04-01
181.0,355.0,CANADA,WEST,EDUCATION,OFFICE,TABLE,2.0,1994.0,1994-05-01
787.0,992.0,CANADA,WEST,EDUCATION,OFFICE,TABLE,2.0,1994.0,1994-06-01
971.0,147.0,CANADA,WEST,EDUCATION,OFFICE,TABLE,3.0,1994.0,1994-07-01
440.0,183.0,CANADA,WEST,EDUCATION,OFFICE,TABLE,3.0,1994.0,1994-08-01
209.0,375.0,CANADA,WEST,EDUCATION,OFFICE,TABLE,3.0,1994.0,1994-09-01
537.0,77.0,CANADA,WEST,EDUCATION,OFFICE,TABLE,4.0,1994.0,1994-10-01
364.0,308.0,CANADA,WEST,EDUCATION,OFFICE,TABLE,4.0,1994.0,1994-11-01
377.0,660.0,CANADA,WEST,EDUCATION,OFFICE,TABLE,4.0,1994.0,1994-12-01
251.0,555.0,CANADA,WEST,EDUCATION,OFFICE,CHAIR,1.0,1993.0,1993-01-01
607.0,455.0,CANADA,WEST,EDUCATION,OFFICE,CHAIR,1.0,1993.0,1993-02-01
127.0,888.0,CANADA,WEST,EDUCATION,OFFICE,CHAIR,1.0,1993.0,1993-03-01
513.0,652.0,CANADA,WEST,EDUCATION,OFFICE,CHAIR,2.0,1993.0,1993-04-01
146.0,799.0,CANADA,WEST,EDUCATION,OFFICE,CHAIR,2.0,1993.0,1993-05-01
917.0,249.0,CANADA,WEST,EDUCATION,OFFICE,CHAIR,2.0,1993.0,1993-06-01
776.0,539.0,CANADA,WEST,EDUCATION,OFFICE,CHAIR,3.0,1993.0,1993-07-01
330.0,198.0,CANADA,WEST,EDUCATION,OFFICE,CHAIR,3.0,1993.0,1993-08-01
981.0,340.0,CANADA,WEST,EDUCATION,OFFICE,CHAIR,3.0,1993.0,1993-09-01
862.0,152.0,CANADA,WEST,EDUCATION,OFFICE,CHAIR,4.0,1993.0,1993-10-01
612.0,347.0,CANADA,WEST,EDUCATION,OFFICE,CHAIR,4.0,1993.0,1993-11-01
607.0,565.0,CANADA,WEST,EDUCATION,OFFICE,CHAIR,4.0,1993.0,1993-12-01
786.0,855.0,CANADA,WEST,EDUCATION,OFFICE,CHAIR,1.0,1994.0,1994-01-01
160.0,87.0,CANADA,WEST,EDUCATION,OFFICE,CHAIR,1.0,1994.0,1994-02-01
199.0,69.0,CANADA,WEST,EDUCATION,OFFICE,CHAIR,1.0,1994.0,1994-03-01
972.0,807.0,CANADA,WEST,EDUCATION,OFFICE,CHAIR,2.0,1994.0,1994-04-01
870.0,565.0,CANADA,WEST,EDUCATION,OFFICE,CHAIR,2.0,1994.0,1994-05-01
494.0,798.0,CANADA,WEST,EDUCATION,OFFICE,CHAIR,2.0,1994.0,1994-06-01
975.0,714.0,CANADA,WEST,EDUCATION,OFFICE,CHAIR,3.0,1994.0,1994-07-01
760.0,17.0,CANADA,WEST,EDUCATION,OFFICE,CHAIR,3.0,1994.0,1994-08-01
180.0,797.0,CANADA,WEST,EDUCATION,OFFICE,CHAIR,3.0,1994.0,1994-09-01
256.0,422.0,CANADA,WEST,EDUCATION,OFFICE,CHAIR,4.0,1994.0,1994-10-01
422.0,621.0,CANADA,WEST,EDUCATION,OFFICE,CHAIR,4.0,1994.0,1994-11-01
859.0,661.0,CANADA,WEST,EDUCATION,OFFICE,CHAIR,4.0,1994.0,1994-12-01
586.0,363.0,CANADA,WEST,EDUCATION,OFFICE,DESK,1.0,1993.0,1993-01-01
441.0,910.0,CANADA,WEST,EDUCATION,OFFICE,DESK,1.0,1993.0,1993-02-01
597.0,998.0,CANADA,WEST,EDUCATION,OFFICE,DESK,1.0,1993.0,1993-03-01
717.0,95.0,CANADA,WEST,EDUCATION,OFFICE,DESK,2.0,1993.0,1993-04-01
713.0,731.0,CANADA,WEST,EDUCATION,OFFICE,DESK,2.0,1993.0,1993-05-01
591.0,718.0,CANADA,WEST,EDUCATION,OFFICE,DESK,2.0,1993.0,1993-06-01
492.0,467.0,CANADA,WEST,EDUCATION,OFFICE,DESK,3.0,1993.0,1993-07-01
170.0,126.0,CANADA,WEST,EDUCATION,OFFICE,DESK,3.0,1993.0,1993-08-01
684.0,127.0,CANADA,WEST,EDUCATION,OFFICE,DESK,3.0,1993.0,1993-09-01
981.0,746.0,CANADA,WEST,EDUCATION,OFFICE,DESK,4.0,1993.0,1993-10-01
966.0,878.0,CANADA,WEST,EDUCATION,OFFICE,DESK,4.0,1993.0,1993-11-01
439.0,27.0,CANADA,WEST,EDUCATION,OFFICE,DESK,4.0,1993.0,1993-12-01
151.0,569.0,CANADA,WEST,EDUCATION,OFFICE,DESK,1.0,1994.0,1994-01-01
602.0,812.0,CANADA,WEST,EDUCATION,OFFICE,DESK,1.0,1994.0,1994-02-01
187.0,603.0,CANADA,WEST,EDUCATION,OFFICE,DESK,1.0,1994.0,1994-03-01
415.0,506.0,CANADA,WEST,EDUCATION,OFFICE,DESK,2.0,1994.0,1994-04-01
61.0,185.0,CANADA,WEST,EDUCATION,OFFICE,DESK,2.0,1994.0,1994-05-01
839.0,692.0,CANADA,WEST,EDUCATION,OFFICE,DESK,2.0,1994.0,1994-06-01
596.0,565.0,CANADA,WEST,EDUCATION,OFFICE,DESK,3.0,1994.0,1994-07-01
751.0,512.0,CANADA,WEST,EDUCATION,OFFICE,DESK,3.0,1994.0,1994-08-01
460.0,86.0,CANADA,WEST,EDUCATION,OFFICE,DESK,3.0,1994.0,1994-09-01
922.0,399.0,CANADA,WEST,EDUCATION,OFFICE,DESK,4.0,1994.0,1994-10-01
153.0,672.0,CANADA,WEST,EDUCATION,OFFICE,DESK,4.0,1994.0,1994-11-01
928.0,801.0,CANADA,WEST,EDUCATION,OFFICE,DESK,4.0,1994.0,1994-12-01
951.0,730.0,CANADA,WEST,CONSUMER,FURNITURE,SOFA,1.0,1993.0,1993-01-01
394.0,408.0,CANADA,WEST,CONSUMER,FURNITURE,SOFA,1.0,1993.0,1993-02-01
615.0,982.0,CANADA,WEST,CONSUMER,FURNITURE,SOFA,1.0,1993.0,1993-03-01
653.0,499.0,CANADA,WEST,CONSUMER,FURNITURE,SOFA,2.0,1993.0,1993-04-01
180.0,307.0,CANADA,WEST,CONSUMER,FURNITURE,SOFA,2.0,1993.0,1993-05-01
649.0,741.0,CANADA,WEST,CONSUMER,FURNITURE,SOFA,2.0,1993.0,1993-06-01
921.0,640.0,CANADA,WEST,CONSUMER,FURNITURE,SOFA,3.0,1993.0,1993-07-01
11.0,300.0,CANADA,WEST,CONSUMER,FURNITURE,SOFA,3.0,1993.0,1993-08-01
696.0,929.0,CANADA,WEST,CONSUMER,FURNITURE,SOFA,3.0,1993.0,1993-09-01
795.0,309.0,CANADA,WEST,CONSUMER,FURNITURE,SOFA,4.0,1993.0,1993-10-01
550.0,340.0,CANADA,WEST,CONSUMER,FURNITURE,SOFA,4.0,1993.0,1993-11-01
320.0,228.0,CANADA,WEST,CONSUMER,FURNITURE,SOFA,4.0,1993.0,1993-12-01
845.0,1000.0,CANADA,WEST,CONSUMER,FURNITURE,SOFA,1.0,1994.0,1994-01-01
245.0,21.0,CANADA,WEST,CONSUMER,FURNITURE,SOFA,1.0,1994.0,1994-02-01
142.0,583.0,CANADA,WEST,CONSUMER,FURNITURE,SOFA,1.0,1994.0,1994-03-01
717.0,506.0,CANADA,WEST,CONSUMER,FURNITURE,SOFA,2.0,1994.0,1994-04-01
3.0,405.0,CANADA,WEST,CONSUMER,FURNITURE,SOFA,2.0,1994.0,1994-05-01
790.0,556.0,CANADA,WEST,CONSUMER,FURNITURE,SOFA,2.0,1994.0,1994-06-01
646.0,72.0,CANADA,WEST,CONSUMER,FURNITURE,SOFA,3.0,1994.0,1994-07-01
230.0,103.0,CANADA,WEST,CONSUMER,FURNITURE,SOFA,3.0,1994.0,1994-08-01
938.0,262.0,CANADA,WEST,CONSUMER,FURNITURE,SOFA,3.0,1994.0,1994-09-01
629.0,102.0,CANADA,WEST,CONSUMER,FURNITURE,SOFA,4.0,1994.0,1994-10-01
317.0,841.0,CANADA,WEST,CONSUMER,FURNITURE,SOFA,4.0,1994.0,1994-11-01
812.0,159.0,CANADA,WEST,CONSUMER,FURNITURE,SOFA,4.0,1994.0,1994-12-01
141.0,570.0,CANADA,WEST,CONSUMER,FURNITURE,BED,1.0,1993.0,1993-01-01
64.0,375.0,CANADA,WEST,CONSUMER,FURNITURE,BED,1.0,1993.0,1993-02-01
207.0,298.0,CANADA,WEST,CONSUMER,FURNITURE,BED,1.0,1993.0,1993-03-01
435.0,32.0,CANADA,WEST,CONSUMER,FURNITURE,BED,2.0,1993.0,1993-04-01
96.0,760.0,CANADA,WEST,CONSUMER,FURNITURE,BED,2.0,1993.0,1993-05-01
252.0,338.0,CANADA,WEST,CONSUMER,FURNITURE,BED,2.0,1993.0,1993-06-01
956.0,149.0,CANADA,WEST,CONSUMER,FURNITURE,BED,3.0,1993.0,1993-07-01
633.0,343.0,CANADA,WEST,CONSUMER,FURNITURE,BED,3.0,1993.0,1993-08-01
190.0,151.0,CANADA,WEST,CONSUMER,FURNITURE,BED,3.0,1993.0,1993-09-01
227.0,44.0,CANADA,WEST,CONSUMER,FURNITURE,BED,4.0,1993.0,1993-10-01
24.0,583.0,CANADA,WEST,CONSUMER,FURNITURE,BED,4.0,1993.0,1993-11-01
420.0,230.0,CANADA,WEST,CONSUMER,FURNITURE,BED,4.0,1993.0,1993-12-01
910.0,907.0,CANADA,WEST,CONSUMER,FURNITURE,BED,1.0,1994.0,1994-01-01
709.0,783.0,CANADA,WEST,CONSUMER,FURNITURE,BED,1.0,1994.0,1994-02-01
810.0,117.0,CANADA,WEST,CONSUMER,FURNITURE,BED,1.0,1994.0,1994-03-01
723.0,416.0,CANADA,WEST,CONSUMER,FURNITURE,BED,2.0,1994.0,1994-04-01
911.0,318.0,CANADA,WEST,CONSUMER,FURNITURE,BED,2.0,1994.0,1994-05-01
230.0,888.0,CANADA,WEST,CONSUMER,FURNITURE,BED,2.0,1994.0,1994-06-01
448.0,60.0,CANADA,WEST,CONSUMER,FURNITURE,BED,3.0,1994.0,1994-07-01
945.0,596.0,CANADA,WEST,CONSUMER,FURNITURE,BED,3.0,1994.0,1994-08-01
508.0,576.0,CANADA,WEST,CONSUMER,FURNITURE,BED,3.0,1994.0,1994-09-01
262.0,576.0,CANADA,WEST,CONSUMER,FURNITURE,BED,4.0,1994.0,1994-10-01
441.0,280.0,CANADA,WEST,CONSUMER,FURNITURE,BED,4.0,1994.0,1994-11-01
15.0,219.0,CANADA,WEST,CONSUMER,FURNITURE,BED,4.0,1994.0,1994-12-01
795.0,133.0,CANADA,WEST,CONSUMER,OFFICE,TABLE,1.0,1993.0,1993-01-01
301.0,273.0,CANADA,WEST,CONSUMER,OFFICE,TABLE,1.0,1993.0,1993-02-01
304.0,86.0,CANADA,WEST,CONSUMER,OFFICE,TABLE,1.0,1993.0,1993-03-01
49.0,400.0,CANADA,WEST,CONSUMER,OFFICE,TABLE,2.0,1993.0,1993-04-01
576.0,364.0,CANADA,WEST,CONSUMER,OFFICE,TABLE,2.0,1993.0,1993-05-01
669.0,63.0,CANADA,WEST,CONSUMER,OFFICE,TABLE,2.0,1993.0,1993-06-01
325.0,929.0,CANADA,WEST,CONSUMER,OFFICE,TABLE,3.0,1993.0,1993-07-01
272.0,344.0,CANADA,WEST,CONSUMER,OFFICE,TABLE,3.0,1993.0,1993-08-01
80.0,768.0,CANADA,WEST,CONSUMER,OFFICE,TABLE,3.0,1993.0,1993-09-01
46.0,668.0,CANADA,WEST,CONSUMER,OFFICE,TABLE,4.0,1993.0,1993-10-01
223.0,407.0,CANADA,WEST,CONSUMER,OFFICE,TABLE,4.0,1993.0,1993-11-01
774.0,536.0,CANADA,WEST,CONSUMER,OFFICE,TABLE,4.0,1993.0,1993-12-01
784.0,657.0,CANADA,WEST,CONSUMER,OFFICE,TABLE,1.0,1994.0,1994-01-01
92.0,215.0,CANADA,WEST,CONSUMER,OFFICE,TABLE,1.0,1994.0,1994-02-01
67.0,966.0,CANADA,WEST,CONSUMER,OFFICE,TABLE,1.0,1994.0,1994-03-01
747.0,674.0,CANADA,WEST,CONSUMER,OFFICE,TABLE,2.0,1994.0,1994-04-01
686.0,574.0,CANADA,WEST,CONSUMER,OFFICE,TABLE,2.0,1994.0,1994-05-01
93.0,266.0,CANADA,WEST,CONSUMER,OFFICE,TABLE,2.0,1994.0,1994-06-01
192.0,680.0,CANADA,WEST,CONSUMER,OFFICE,TABLE,3.0,1994.0,1994-07-01
51.0,362.0,CANADA,WEST,CONSUMER,OFFICE,TABLE,3.0,1994.0,1994-08-01
498.0,412.0,CANADA,WEST,CONSUMER,OFFICE,TABLE,3.0,1994.0,1994-09-01
546.0,431.0,CANADA,WEST,CONSUMER,OFFICE,TABLE,4.0,1994.0,1994-10-01
485.0,94.0,CANADA,WEST,CONSUMER,OFFICE,TABLE,4.0,1994.0,1994-11-01
925.0,345.0,CANADA,WEST,CONSUMER,OFFICE,TABLE,4.0,1994.0,1994-12-01
292.0,445.0,CANADA,WEST,CONSUMER,OFFICE,CHAIR,1.0,1993.0,1993-01-01
540.0,632.0,CANADA,WEST,CONSUMER,OFFICE,CHAIR,1.0,1993.0,1993-02-01
21.0,855.0,CANADA,WEST,CONSUMER,OFFICE,CHAIR,1.0,1993.0,1993-03-01
100.0,36.0,CANADA,WEST,CONSUMER,OFFICE,CHAIR,2.0,1993.0,1993-04-01
49.0,250.0,CANADA,WEST,CONSUMER,OFFICE,CHAIR,2.0,1993.0,1993-05-01
353.0,427.0,CANADA,WEST,CONSUMER,OFFICE,CHAIR,2.0,1993.0,1993-06-01
911.0,367.0,CANADA,WEST,CONSUMER,OFFICE,CHAIR,3.0,1993.0,1993-07-01
823.0,245.0,CANADA,WEST,CONSUMER,OFFICE,CHAIR,3.0,1993.0,1993-08-01
278.0,893.0,CANADA,WEST,CONSUMER,OFFICE,CHAIR,3.0,1993.0,1993-09-01
576.0,490.0,CANADA,WEST,CONSUMER,OFFICE,CHAIR,4.0,1993.0,1993-10-01
655.0,88.0,CANADA,WEST,CONSUMER,OFFICE,CHAIR,4.0,1993.0,1993-11-01
763.0,964.0,CANADA,WEST,CONSUMER,OFFICE,CHAIR,4.0,1993.0,1993-12-01
88.0,62.0,CANADA,WEST,CONSUMER,OFFICE,CHAIR,1.0,1994.0,1994-01-01
746.0,506.0,CANADA,WEST,CONSUMER,OFFICE,CHAIR,1.0,1994.0,1994-02-01
927.0,680.0,CANADA,WEST,CONSUMER,OFFICE,CHAIR,1.0,1994.0,1994-03-01
297.0,153.0,CANADA,WEST,CONSUMER,OFFICE,CHAIR,2.0,1994.0,1994-04-01
291.0,403.0,CANADA,WEST,CONSUMER,OFFICE,CHAIR,2.0,1994.0,1994-05-01
838.0,98.0,CANADA,WEST,CONSUMER,OFFICE,CHAIR,2.0,1994.0,1994-06-01
112.0,376.0,CANADA,WEST,CONSUMER,OFFICE,CHAIR,3.0,1994.0,1994-07-01
509.0,477.0,CANADA,WEST,CONSUMER,OFFICE,CHAIR,3.0,1994.0,1994-08-01
472.0,50.0,CANADA,WEST,CONSUMER,OFFICE,CHAIR,3.0,1994.0,1994-09-01
495.0,592.0,CANADA,WEST,CONSUMER,OFFICE,CHAIR,4.0,1994.0,1994-10-01
1000.0,813.0,CANADA,WEST,CONSUMER,OFFICE,CHAIR,4.0,1994.0,1994-11-01
241.0,740.0,CANADA,WEST,CONSUMER,OFFICE,CHAIR,4.0,1994.0,1994-12-01
693.0,873.0,CANADA,WEST,CONSUMER,OFFICE,DESK,1.0,1993.0,1993-01-01
903.0,459.0,CANADA,WEST,CONSUMER,OFFICE,DESK,1.0,1993.0,1993-02-01
791.0,224.0,CANADA,WEST,CONSUMER,OFFICE,DESK,1.0,1993.0,1993-03-01
108.0,562.0,CANADA,WEST,CONSUMER,OFFICE,DESK,2.0,1993.0,1993-04-01
845.0,199.0,CANADA,WEST,CONSUMER,OFFICE,DESK,2.0,1993.0,1993-05-01
452.0,275.0,CANADA,WEST,CONSUMER,OFFICE,DESK,2.0,1993.0,1993-06-01
479.0,355.0,CANADA,WEST,CONSUMER,OFFICE,DESK,3.0,1993.0,1993-07-01
410.0,947.0,CANADA,WEST,CONSUMER,OFFICE,DESK,3.0,1993.0,1993-08-01
379.0,454.0,CANADA,WEST,CONSUMER,OFFICE,DESK,3.0,1993.0,1993-09-01
740.0,450.0,CANADA,WEST,CONSUMER,OFFICE,DESK,4.0,1993.0,1993-10-01
471.0,575.0,CANADA,WEST,CONSUMER,OFFICE,DESK,4.0,1993.0,1993-11-01
325.0,6.0,CANADA,WEST,CONSUMER,OFFICE,DESK,4.0,1993.0,1993-12-01
455.0,847.0,CANADA,WEST,CONSUMER,OFFICE,DESK,1.0,1994.0,1994-01-01
563.0,338.0,CANADA,WEST,CONSUMER,OFFICE,DESK,1.0,1994.0,1994-02-01
879.0,517.0,CANADA,WEST,CONSUMER,OFFICE,DESK,1.0,1994.0,1994-03-01
312.0,630.0,CANADA,WEST,CONSUMER,OFFICE,DESK,2.0,1994.0,1994-04-01
587.0,381.0,CANADA,WEST,CONSUMER,OFFICE,DESK,2.0,1994.0,1994-05-01
628.0,864.0,CANADA,WEST,CONSUMER,OFFICE,DESK,2.0,1994.0,1994-06-01
486.0,416.0,CANADA,WEST,CONSUMER,OFFICE,DESK,3.0,1994.0,1994-07-01
811.0,852.0,CANADA,WEST,CONSUMER,OFFICE,DESK,3.0,1994.0,1994-08-01
990.0,815.0,CANADA,WEST,CONSUMER,OFFICE,DESK,3.0,1994.0,1994-09-01
35.0,23.0,CANADA,WEST,CONSUMER,OFFICE,DESK,4.0,1994.0,1994-10-01
764.0,527.0,CANADA,WEST,CONSUMER,OFFICE,DESK,4.0,1994.0,1994-11-01
619.0,693.0,CANADA,WEST,CONSUMER,OFFICE,DESK,4.0,1994.0,1994-12-01
996.0,977.0,GERMANY,EAST,EDUCATION,FURNITURE,SOFA,1.0,1993.0,1993-01-01
554.0,549.0,GERMANY,EAST,EDUCATION,FURNITURE,SOFA,1.0,1993.0,1993-02-01
540.0,951.0,GERMANY,EAST,EDUCATION,FURNITURE,SOFA,1.0,1993.0,1993-03-01
140.0,390.0,GERMANY,EAST,EDUCATION,FURNITURE,SOFA,2.0,1993.0,1993-04-01
554.0,204.0,GERMANY,EAST,EDUCATION,FURNITURE,SOFA,2.0,1993.0,1993-05-01
724.0,78.0,GERMANY,EAST,EDUCATION,FURNITURE,SOFA,2.0,1993.0,1993-06-01
693.0,613.0,GERMANY,EAST,EDUCATION,FURNITURE,SOFA,3.0,1993.0,1993-07-01
866.0,745.0,GERMANY,EAST,EDUCATION,FURNITURE,SOFA,3.0,1993.0,1993-08-01
833.0,56.0,GERMANY,EAST,EDUCATION,FURNITURE,SOFA,3.0,1993.0,1993-09-01
164.0,887.0,GERMANY,EAST,EDUCATION,FURNITURE,SOFA,4.0,1993.0,1993-10-01
753.0,651.0,GERMANY,EAST,EDUCATION,FURNITURE,SOFA,4.0,1993.0,1993-11-01
60.0,691.0,GERMANY,EAST,EDUCATION,FURNITURE,SOFA,4.0,1993.0,1993-12-01
688.0,767.0,GERMANY,EAST,EDUCATION,FURNITURE,SOFA,1.0,1994.0,1994-01-01
883.0,709.0,GERMANY,EAST,EDUCATION,FURNITURE,SOFA,1.0,1994.0,1994-02-01
109.0,417.0,GERMANY,EAST,EDUCATION,FURNITURE,SOFA,1.0,1994.0,1994-03-01
950.0,326.0,GERMANY,EAST,EDUCATION,FURNITURE,SOFA,2.0,1994.0,1994-04-01
438.0,599.0,GERMANY,EAST,EDUCATION,FURNITURE,SOFA,2.0,1994.0,1994-05-01
286.0,818.0,GERMANY,EAST,EDUCATION,FURNITURE,SOFA,2.0,1994.0,1994-06-01
342.0,13.0,GERMANY,EAST,EDUCATION,FURNITURE,SOFA,3.0,1994.0,1994-07-01
383.0,185.0,GERMANY,EAST,EDUCATION,FURNITURE,SOFA,3.0,1994.0,1994-08-01
80.0,140.0,GERMANY,EAST,EDUCATION,FURNITURE,SOFA,3.0,1994.0,1994-09-01
322.0,717.0,GERMANY,EAST,EDUCATION,FURNITURE,SOFA,4.0,1994.0,1994-10-01
749.0,852.0,GERMANY,EAST,EDUCATION,FURNITURE,SOFA,4.0,1994.0,1994-11-01
606.0,125.0,GERMANY,EAST,EDUCATION,FURNITURE,SOFA,4.0,1994.0,1994-12-01
641.0,325.0,GERMANY,EAST,EDUCATION,FURNITURE,BED,1.0,1993.0,1993-01-01
494.0,648.0,GERMANY,EAST,EDUCATION,FURNITURE,BED,1.0,1993.0,1993-02-01
428.0,365.0,GERMANY,EAST,EDUCATION,FURNITURE,BED,1.0,1993.0,1993-03-01
936.0,120.0,GERMANY,EAST,EDUCATION,FURNITURE,BED,2.0,1993.0,1993-04-01
597.0,347.0,GERMANY,EAST,EDUCATION,FURNITURE,BED,2.0,1993.0,1993-05-01
728.0,638.0,GERMANY,EAST,EDUCATION,FURNITURE,BED,2.0,1993.0,1993-06-01
933.0,732.0,GERMANY,EAST,EDUCATION,FURNITURE,BED,3.0,1993.0,1993-07-01
663.0,465.0,GERMANY,EAST,EDUCATION,FURNITURE,BED,3.0,1993.0,1993-08-01
394.0,262.0,GERMANY,EAST,EDUCATION,FURNITURE,BED,3.0,1993.0,1993-09-01
334.0,947.0,GERMANY,EAST,EDUCATION,FURNITURE,BED,4.0,1993.0,1993-10-01
114.0,694.0,GERMANY,EAST,EDUCATION,FURNITURE,BED,4.0,1993.0,1993-11-01
89.0,482.0,GERMANY,EAST,EDUCATION,FURNITURE,BED,4.0,1993.0,1993-12-01
874.0,600.0,GERMANY,EAST,EDUCATION,FURNITURE,BED,1.0,1994.0,1994-01-01
674.0,94.0,GERMANY,EAST,EDUCATION,FURNITURE,BED,1.0,1994.0,1994-02-01
347.0,323.0,GERMANY,EAST,EDUCATION,FURNITURE,BED,1.0,1994.0,1994-03-01
105.0,49.0,GERMANY,EAST,EDUCATION,FURNITURE,BED,2.0,1994.0,1994-04-01
286.0,70.0,GERMANY,EAST,EDUCATION,FURNITURE,BED,2.0,1994.0,1994-05-01
669.0,844.0,GERMANY,EAST,EDUCATION,FURNITURE,BED,2.0,1994.0,1994-06-01
786.0,773.0,GERMANY,EAST,EDUCATION,FURNITURE,BED,3.0,1994.0,1994-07-01
104.0,68.0,GERMANY,EAST,EDUCATION,FURNITURE,BED,3.0,1994.0,1994-08-01
770.0,110.0,GERMANY,EAST,EDUCATION,FURNITURE,BED,3.0,1994.0,1994-09-01
263.0,42.0,GERMANY,EAST,EDUCATION,FURNITURE,BED,4.0,1994.0,1994-10-01
900.0,171.0,GERMANY,EAST,EDUCATION,FURNITURE,BED,4.0,1994.0,1994-11-01
630.0,644.0,GERMANY,EAST,EDUCATION,FURNITURE,BED,4.0,1994.0,1994-12-01
597.0,408.0,GERMANY,EAST,EDUCATION,OFFICE,TABLE,1.0,1993.0,1993-01-01
185.0,45.0,GERMANY,EAST,EDUCATION,OFFICE,TABLE,1.0,1993.0,1993-02-01
175.0,522.0,GERMANY,EAST,EDUCATION,OFFICE,TABLE,1.0,1993.0,1993-03-01
576.0,166.0,GERMANY,EAST,EDUCATION,OFFICE,TABLE,2.0,1993.0,1993-04-01
957.0,885.0,GERMANY,EAST,EDUCATION,OFFICE,TABLE,2.0,1993.0,1993-05-01
993.0,713.0,GERMANY,EAST,EDUCATION,OFFICE,TABLE,2.0,1993.0,1993-06-01
500.0,838.0,GERMANY,EAST,EDUCATION,OFFICE,TABLE,3.0,1993.0,1993-07-01
410.0,267.0,GERMANY,EAST,EDUCATION,OFFICE,TABLE,3.0,1993.0,1993-08-01
592.0,967.0,GERMANY,EAST,EDUCATION,OFFICE,TABLE,3.0,1993.0,1993-09-01
64.0,529.0,GERMANY,EAST,EDUCATION,OFFICE,TABLE,4.0,1993.0,1993-10-01
208.0,656.0,GERMANY,EAST,EDUCATION,OFFICE,TABLE,4.0,1993.0,1993-11-01
273.0,665.0,GERMANY,EAST,EDUCATION,OFFICE,TABLE,4.0,1993.0,1993-12-01
906.0,419.0,GERMANY,EAST,EDUCATION,OFFICE,TABLE,1.0,1994.0,1994-01-01
429.0,776.0,GERMANY,EAST,EDUCATION,OFFICE,TABLE,1.0,1994.0,1994-02-01
961.0,971.0,GERMANY,EAST,EDUCATION,OFFICE,TABLE,1.0,1994.0,1994-03-01
